element_type,osmid,geometry,addr:country,amenity,name,religion,toilets:wheelchair,wheelchair,wikidata,wikipedia,denomination,service_times,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,wikimedia_commons,website,image,opening_hours,note,contact:website,phone,start_date,deanery,diocese,parish,addr:suburb,building,heritage,heritage:operator,ref:BLfD,alt_name,name:de,name:tr,fixme,email,level,opening_hours:covid19,polling_station,name:ar,operator,source,artwork_type,description,tourism,height,historic,fax,name:ro,name:en,contact:email,contact:phone,lastcheck,wheelchair:description,name:pt,short_name,contact:facebook,artist_name,name:bs,air_conditioning,inscription,internet_access,service_times:url,source_ref,baby_feeding,name:hr,nodes,building:architecture,building:colour,heritage:ref,name:es,name:zh,architect,architect:wikidata,building:levels,building:part,roof:shape,layer,roof:colour,url,scouts:group,scouts:organisation,scouts:website,BLfD:criteria,loc_name,roof:levels,name:ja,name:pl,name:ru,official_name,roof:material,type,roof:height,building:material,contact:fax,operator:type,capacity,old_name,source:height,maxheight,colour,addr:housename,place_of_worship,club,est_height,building:shape,building:year,name:bar,name:el,official_name:de,official_name:ru,official_name:es,designation,indoor,ways
way,30076304,"POLYGON ((11.5171031 48.1297084, 11.5171963 48.1297671, 11.51732 48.1298449, 11.5174367 48.1297623, 11.5174077 48.129744, 11.5172838 48.1296661, 11.5172197 48.1296258, 11.5171031 48.1297084))",DE,place_of_worship,,muslim,,,,,,,München,225,80686,Westendstraße,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,"[2445010969, 2430017309, 331274433, 331274434, 2445010970, 2445010968, 2442007887, 2445010969]",,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30348646,"POLYGON ((11.4146854 48.1462523, 11.4141458 48.1461724, 11.4142726 48.1457842, 11.4141533 48.1457681, 11.4142586 48.1454083, 11.4145661 48.1454493, 11.4149407 48.1454992, 11.4146854 48.1462523))",,place_of_worship,St. Markus,christian,,yes,,,catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[334717633, 306593889, 306593888, 306551624, 334717645, 5378318570, 334717651, 334717633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30419781,"POLYGON ((11.537889 48.1356257, 11.5379992 48.135614, 11.5379742 48.1353938, 11.5379676 48.1353354, 11.538008 48.1353333, 11.5380028 48.1352876, 11.5380675 48.1352843, 11.5381505 48.1352801, 11.5381565 48.1353327, 11.5382073 48.1353302, 11.5382582 48.1356479, 11.5381617 48.1356569, 11.5380639 48.135666, 11.5380762 48.1357327, 11.5380165 48.135737, 11.5379035 48.1357453, 11.537889 48.1356257))",DE,place_of_worship,Auferstehungskirche,christian,,,Q759631,de:Auferstehungskirche (München),lutheran,,München,55,80339,Gollierstraße,,Category:Auferstehungskirche (Munich),https://www.auferstehungskirche.de/,,Mo-Fr 08:00-17:00,,,+49 89 505332,1931,Kirchenkreis München,Evangelisch-Lutherische Kirche in Bayern,Evang.-Luth. Auferstehungskirche im Westend,Schwanthalerhöhe,church,4,BLfD,,,,,,pfarramt.auferstehung.m@elkb.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[335708355, 2457174326, 1843098403, 335708356, 1843098382, 1843098368, 1843098366, 1843098365, 1843098381, 335708357, 335708358, 9250193662, 2457174319, 2457174333, 2457174344, 2457174379, 335708355]",modern,,D-1-62-000-2242,,,German Bestelmeyer,Q91823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30419789,"POLYGON ((11.5361371 48.1356963, 11.5361486 48.1357428, 11.5360699 48.1357489, 11.5360668 48.1357765, 11.5360574 48.1358043, 11.5360386 48.135824, 11.5360132 48.1358392, 11.5359821 48.1358501, 11.5359944 48.1359135, 11.5359436 48.1359189, 11.5358938 48.1359242, 11.5358831 48.1358607, 11.5358509 48.1358553, 11.53582 48.1358436, 11.5357946 48.1358284, 11.5357771 48.1358034, 11.5357691 48.1357753, 11.5356987 48.1357791, 11.5356939 48.1357325, 11.5356391 48.1357312, 11.5356055 48.1357219, 11.5355773 48.1357067, 11.5355558 48.1356888, 11.5355384 48.1356629, 11.5355344 48.1356342, 11.5355419 48.1356047, 11.5355558 48.1355805, 11.5355844 48.1355593, 11.5356149 48.1355474, 11.5356516 48.1355427, 11.5357091 48.1354982, 11.5357111 48.1354741, 11.5357141 48.135448, 11.5357313 48.1354242, 11.5357499 48.1354087, 11.5357543 48.1354051, 11.5357798 48.1353908, 11.5358133 48.1353791, 11.5358469 48.1353747, 11.5358858 48.1353747, 11.5359186 48.1353794, 11.5359528 48.135389, 11.5359754 48.1354017, 11.5359957 48.1354185, 11.5360065 48.13544, 11.5360146 48.1354604, 11.5360803 48.1355071, 11.5361231 48.1355071, 11.53616 48.1355147, 11.5361929 48.1355295, 11.5362143 48.1355519, 11.5362284 48.135578, 11.5362358 48.1356065, 11.5362318 48.1356351, 11.536217 48.1356593, 11.5361929 48.135679, 11.5361661 48.1356897, 11.5361371 48.1356963))",DE,place_of_worship,St. Rupert,christian,,no,Q2323050,de:St. Rupert (München),catholic,,München,1,80339,Gollierplatz,,Category:St. Rupert (Munich),https://www.erzbistum-muenchen.de/pfarrei/pv-westend/st-rupert/104577,,,,,,1903,,Erzbistum München und Freising,Kath. Pfarrverband München Westend,Schwanthalerhöhe,church,4,BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[335708425, 335708426, 335708427, 335708428, 1129241071, 335708429, 1129241072, 335708430, 1127748893, 9248952459, 1127748870, 335708431, 1127748899, 1129241074, 1129241075, 335708432, 335708433, 335708434, 335708435, 335708436, 1129241076, 335708437, 1129241078, 335708438, 1129241079, 335708439, 1129241080, 335708440, 1129241081, 335708441, 335708442, 1129241082, 335708443, 335708458, 1129778093, 335708474, 1129241084, 335708444, 335708461, 1129241086, 335708445, 335708472, 1129241087, 335708473, 1129241088, 335708446, 335708447, 1129241089, 335708448, 1129241090, 335708449, 335708450, 1129241092, 335708451, 1129241094, 335708452, 1129241095, 335708425]",neo-romanesque,,D-1-62-000-2222,,,Gabriel von Seidl,Q86955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,30664368,"POLYGON ((11.5560189 48.1303448, 11.5562989 48.1303404, 11.5562904 48.1301009, 11.5562528 48.1301015, 11.5560103 48.1301053, 11.5560189 48.1303448))",,place_of_worship,Freie Evangelische Gemeinde München-Mitte,christian,,,,,protestant,,,,,,,,https://www.feg-mm.de/,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[339112263, 339112264, 339112265, 2450535210, 339112266, 339112263]",,white,,,,,,3,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31017660,"POLYGON ((11.4227272 48.1460155, 11.4226818 48.1460872, 11.4225981 48.1460637, 11.4225875 48.1460805, 11.4223888 48.1460245, 11.4224607 48.1459109, 11.4225363 48.1459323, 11.4226372 48.1459607, 11.4226213 48.1459857, 11.4227113 48.1460111, 11.4227272 48.1460155))",DE,place_of_worship,Adventskirche,christian,,limited,Q379869,,protestant,,München,85,81243,Limesstraße,,,,,,,,+49 89 875318,,,,,,church,,,,,,,,pfarramt@adventskirche.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5275673494, 344889363, 344889362, 344888939, 344888938, 344888941, 5784573917, 344888940, 5275673495, 5784573921, 5275673494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31095029,"POLYGON ((11.5294702 48.1185917, 11.5294725 48.1182946, 11.5293406 48.1182972, 11.529143 48.1183997, 11.5290927 48.1183941, 11.5289879 48.1183825, 11.5289257 48.1183207, 11.5288597 48.1182656, 11.5288754 48.1181921, 11.5289427 48.1181697, 11.5290007 48.118192, 11.5290464 48.1181687, 11.529117 48.1181731, 11.5291602 48.1182064, 11.529237 48.1182097, 11.5292439 48.1181753, 11.5293311 48.1181854, 11.5293349 48.1181337, 11.5296709 48.1181382, 11.529667 48.1183473, 11.529723 48.118349, 11.529723 48.1183582, 11.5297294 48.1186455, 11.5295672 48.1186705, 11.5295249 48.1186776, 11.529474 48.11863, 11.5294956 48.1186147, 11.5294702 48.1185917))",,place_of_worship,St. Stephan,christian,,yes,,,catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[345553673, 345553675, 345553676, 345553677, 2822730883, 345553679, 349045252, 345553680, 345553681, 740657466, 345553682, 345553684, 740657469, 740657470, 1744444386, 345553685, 345553686, 345553687, 345553689, 345553690, 345553692, 741072995, 345553693, 741072918, 1744444389, 1744444388, 1744444387, 345553673]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31095497,"POLYGON ((11.5672011 48.1556438, 11.5671917 48.1556125, 11.5671487 48.1554703, 11.5671058 48.1553282, 11.5673656 48.1552921, 11.5677732 48.1552351, 11.5679876 48.1552058, 11.5680094 48.1552681, 11.5681223 48.1552517, 11.5682012 48.1552913, 11.5682181 48.1553584, 11.56817 48.1554134, 11.5681411 48.1554183, 11.5680672 48.155431, 11.5680864 48.1554918, 11.5679726 48.1555077, 11.5678545 48.1555243, 11.5678616 48.155548, 11.5678817 48.1556145, 11.5674331 48.1556747, 11.5674144 48.1556129, 11.5673427 48.1556231, 11.5672011 48.1556438))",,place_of_worship,St. Joseph,christian,,yes,Q872376,de:St. Joseph (München),roman_catholic,,,,,,,Category:St. Joseph (Munich),,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7247348194, 345557634, 4523700602, 345557616, 3906092203, 3906092202, 345557619, 345557637, 345557643, 345557622, 345557625, 7247348193, 345557640, 345557628, 345557631, 1315456411, 1507750469, 7247348187, 1507750475, 1507750484, 4470194975, 4470194974, 7247348194]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,31358710,"POLYGON ((11.5877312 48.1646544, 11.5877227 48.1646184, 11.5879328 48.1645872, 11.5880047 48.1646216, 11.5880161 48.1646597, 11.5880385 48.1646602, 11.5880613 48.1646712, 11.5880761 48.1646892, 11.5880787 48.1647104, 11.5880735 48.1647312, 11.5880445 48.1647451, 11.5880539 48.164794, 11.5876362 48.1648631, 11.5875742 48.1646793, 11.5877312 48.1646544))",DE,place_of_worship,Erlöserkirche,christian,,yes,Q1355772,,protestant,,München,13,80802,Ungererstraße,2023-03-18,,,,,,https://www.erloeserkirche.de/,+49 89 38377140,,,,,,church,,,,,,,,pfarramt@erloeserkirche.de,,,,,,,,,,,,,,,,,,Rampe auf der rechten Seite an der Ungererstraße mit kleinen Schwellen in den Kirchenraum.,,,,,,,,,,,,,"[1151928957, 1151928976, 1151928965, 1151928959, 1151928969, 1151928968, 1151928970, 1151928975, 1151928956, 1151928972, 1151928973, 349277412, 349277414, 349277408, 1151928957]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32145050,"POLYGON ((11.5894608 48.1063987, 11.5895037 48.106398, 11.5896465 48.1063956, 11.5899114 48.1063915, 11.589906 48.1061551, 11.589855 48.1061569, 11.5896968 48.1061605, 11.5894527 48.1061658, 11.5894608 48.1063987))",,place_of_worship,Zu den Heiligen Engeln,christian,,no,Q41183156,de:Zu den heiligen Engeln (München),catholic,,,,,,,Category:Zu den Heiligen Engeln (München),https://www.erzbistum-muenchen.de/pfarrei/pv-maria-koenigin-der-engel/Kirchen/HLEngel,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[360874302, 703072577, 703072579, 360874306, 360874312, 703072571, 703072570, 360874315, 360874302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32196262,"POLYGON ((11.6068383 48.2055854, 11.6069907 48.2055598, 11.6069617 48.2054855, 11.6068738 48.2052601, 11.6068514 48.2052026, 11.6067024 48.2052277, 11.6068383 48.2055854))",DE,place_of_worship,Hoffnungskirche,christian,,yes,Q65952915,de:Hoffnungskirche (München),protestant,,München,217,80939,Carl-Orff-Bogen,,Category:Hoffnungskirche (München),,,,,https://www.freimann-evangelisch.de/,+49 89 3169420,,,,,,church,,,,,,,,Pfarramt.Freimann@elkb.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[361064769, 361064770, 2905242220, 2905242217, 361064771, 361064772, 361064769]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32809249,"POLYGON ((11.5750313 48.1080886, 11.5750475 48.1081054, 11.5750622 48.1081205, 11.5750753 48.1081341, 11.5750922 48.1081516, 11.5751049 48.1081647, 11.5751171 48.1081774, 11.5751329 48.1081937, 11.5751638 48.1081804, 11.5751879 48.1081701, 11.5752107 48.1081603, 11.5752394 48.1081479, 11.575329 48.1082402, 11.575479 48.1081756, 11.5754661 48.1081623, 11.5753897 48.1080833, 11.5755209 48.1080269, 11.5754176 48.1079198, 11.5752864 48.1079763, 11.5752511 48.1079398, 11.5752164 48.1079039, 11.5751982 48.107885, 11.5751661 48.1078986, 11.5750556 48.1079467, 11.5750473 48.10795, 11.5751375 48.1080429, 11.5751108 48.1080544, 11.575087 48.1080646, 11.5750618 48.1080755, 11.5750313 48.1080886))",,place_of_worship,Sankt Helena,christian,,limited,,,catholic,,,,,,,,,,,,https://www.erzbistum-muenchen.de/pfarrei/pv-obergiesing/cont/76312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st-helena.muenchen@erzbistum-muenchen.de,+49 89 69364880,,,,,,,,,,,,,,,"[369699217, 4703676353, 4703676354, 4703676355, 4703676356, 4703676357, 4703676358, 369699218, 4703676349, 4703676348, 4703676347, 369699219, 369699220, 369699221, 4707783243, 369699222, 369699223, 369699226, 369699227, 369699236, 4794117456, 369699228, 2409165373, 2409165241, 369699229, 369699230, 4703676350, 4703676351, 4703676352, 369699217]",,,,,,,,,church,crosspitched,,#666666,,,,,,,,,,,,,,,brick,+49 89 693648820,,,,,,,,,,,,,,,,,,,,
way,32861421,"POLYGON ((11.4585474 48.168777, 11.4588319 48.1687858, 11.4588347 48.1687463, 11.4589137 48.1687487, 11.4589169 48.1687024, 11.4588374 48.1687, 11.4588391 48.168676, 11.4585551 48.1686672, 11.4585527 48.1687088, 11.4585258 48.1687088, 11.4584957 48.1687087, 11.4584938 48.1687495, 11.458524 48.168751, 11.4585491 48.1687522, 11.4585474 48.168777))",,place_of_worship,St. Georg,christian,,,,,catholic,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[370162859, 370162860, 1852437984, 1852437743, 1852437848, 1852437998, 370162861, 370162863, 5680984323, 5680983518, 5680950608, 5680950611, 5680981904, 5680984322, 370162859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32945956,"POLYGON ((11.580572 48.1612621, 11.5805769 48.1612913, 11.5805787 48.1613027, 11.5805839 48.1613318, 11.5805851 48.1613388, 11.5806167 48.1615472, 11.5806695 48.1615431, 11.58068 48.1616031, 11.5806905 48.1616651, 11.5806343 48.1616693, 11.5806422 48.1617235, 11.5807737 48.1617134, 11.5807881 48.1617973, 11.5807606 48.1617994, 11.5807602 48.1618063, 11.5807587 48.1618132, 11.5807548 48.1618193, 11.5807468 48.1618258, 11.5807375 48.1618293, 11.5807257 48.1618308, 11.5807138 48.1618297, 11.580703 48.1618255, 11.5806974 48.1618219, 11.5806935 48.1618178, 11.5806895 48.1618121, 11.5806868 48.1618051, 11.5806447 48.1618083, 11.5806393 48.1617771, 11.5805721 48.1617816, 11.5805751 48.161767, 11.5805646 48.1617841, 11.5805552 48.1617922, 11.5805447 48.1618, 11.5805266 48.1618079, 11.5805129 48.1618119, 11.5804983 48.1618148, 11.580478 48.1618153, 11.5804622 48.1618144, 11.5804455 48.161811, 11.5804324 48.161805, 11.5804217 48.1617987, 11.5804116 48.1617916, 11.5804042 48.1617836, 11.5803983 48.1617775, 11.5803943 48.1617696, 11.5803173 48.1617752, 11.5803099 48.1617301, 11.5802765 48.1617326, 11.5802706 48.1616968, 11.5802558 48.1616981, 11.580235 48.1615744, 11.580232 48.1615746, 11.580226 48.161575, 11.5802138 48.161576, 11.5801792 48.1615787, 11.5801754 48.1615571, 11.5801739 48.1615484, 11.5801733 48.1615449, 11.5801716 48.1615349, 11.5801679 48.1615135, 11.5802027 48.1615108, 11.5802146 48.1615099, 11.5802208 48.1615094, 11.5802323 48.1615085, 11.5802675 48.1615058, 11.5802712 48.1615271, 11.5802727 48.1615362, 11.5802734 48.1615398, 11.580275 48.1615491, 11.5802788 48.161571, 11.5802909 48.1615721, 11.5802791 48.1615046, 11.5802549 48.1613661, 11.5802414 48.1612885, 11.5803139 48.1612828, 11.5803852 48.161277, 11.5804099 48.161275, 11.580433 48.1612731, 11.5805034 48.1612671, 11.580572 48.1612621))",,place_of_worship,Kirche St. Ursula,christian,,no,Q874511,de:St. Ursula (München),catholic,,,,,,,Category:St. Ursula (Munich),,,,,,,1894-97,,,,,church,,,,,Kirche St. Ursula,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,"[800203816, 2581187165, 2581326264, 2581187162, 2581326268, 800203765, 2611129330, 2611129284, 2581185161, 2610967870, 2610967873, 2581145422, 371001219, 2610967887, 2610967889, 2610967892, 2610967906, 2610967875, 2610967903, 2610967878, 2610967881, 2610967884, 2610967900, 2610967898, 2610967895, 2610935146, 1149222114, 2619807890, 2619807889, 2581326271, 2581326279, 1149222106, 2581326273, 2510761623, 2581326275, 1149222102, 2581326274, 2510761624, 2581326278, 2581326272, 2581326276, 1149222109, 2581326277, 2610935143, 1149222107, 371001220, 2612338274, 2612338272, 2612338270, 2509097644, 2581145443, 2618541764, 2618541766, 2619813128, 2618524650, 2619813125, 2619813121, 2619813119, 2619813113, 2618524657, 2619813110, 2618541750, 2618541749, 2618541745, 2618697431, 2618541758, 2619813114, 2619813116, 2619813122, 2618524655, 2611129260, 2611129266, 2581326265, 1279053985, 2581326261, 2611264240, 2581145445, 2611264243, 2581326258, 800203816]",,,,Iglesia de Santa Úrsula,,August Thiersch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33173155,"POLYGON ((11.4482061 48.1428383, 11.4478877 48.1427693, 11.4478571 48.1428321, 11.4477857 48.1429789, 11.4481041 48.1430479, 11.4481452 48.1429634, 11.4482061 48.1428383))",,place_of_worship,St. Hildegard,christian,,,Q2318755,,catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,"[373861042, 373861047, 5738543358, 373861045, 375684287, 375684281, 373861042]",,,,,,,,1,,pyramidal,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,
way,33418524,"POLYGON ((11.5985032 48.1335688, 11.598479 48.1335768, 11.597793 48.133803, 11.5978778 48.1339113, 11.5979652 48.1340231, 11.5986812 48.1337922, 11.5986487 48.1337521, 11.5987887 48.1337012, 11.5988235 48.1336346, 11.5987807 48.1335836, 11.5986935 48.1335597, 11.5986556 48.1335707, 11.5985322 48.1336065, 11.5985032 48.1335688))",DE,place_of_worship,St. Johann Baptist,christian,,no,Q176018,de:Neue Pfarrkirche St. Johann Baptist (Haidhausen),roman_catholic,,München,37,81675,Kirchenstraße,,Category:Neue Pfarrkirche St. Johann Baptist (Haidhausen),,,,,,+49 89 41800790,1852 - 1874,Dekanat München-Giesing,Erzbistum München und Freising,,,church,4,BLfD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[380233818, 1367097630, 380233819, 9908023798, 380233820, 380233821, 380233822, 380233823, 380233824, 380233825, 1106583079, 1367097629, 1335287322, 380233818]",neo-gothic,,D-1-62-000-3093,,,Matthias Berger,Q104323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34080153,"POLYGON ((11.4595883 48.1622368, 11.4596016 48.1623397, 11.459716 48.1623331, 11.4596888 48.1621235, 11.4595735 48.1621302, 11.4595774 48.1621601, 11.4590486 48.1621578, 11.4590478 48.1622344, 11.4595883 48.1622368))",DE,place_of_worship,Männerkloster des Heiligen Hiob von Pocaev,christian,,,Q1776334,de:Kloster des Heiligen Hiob von Potschajew,russian_orthodox,,München,26,81247,Hofbauernstraße,,Category:Kloster des Heiligen Hiob von Potschajew (Munich),https://hiobmon.org/,,,,,,,,,,,monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[390523080, 390523079, 683287576, 390523077, 390523076, 390523057, 390523056, 390523055, 390523080]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34139602,"POLYGON ((11.4553445 48.1531188, 11.4553444 48.1531333, 11.4553653 48.1531333, 11.4553677 48.1532318, 11.4553296 48.1532322, 11.4553305 48.1532708, 11.45528 48.1532713, 11.4551871 48.1532724, 11.4550955 48.1532734, 11.4550906 48.1532249, 11.4550378 48.1532065, 11.4549904 48.153205, 11.4549662 48.1531844, 11.4549675 48.1531585, 11.454995 48.1531422, 11.4550521 48.1531429, 11.4550812 48.1530978, 11.4552618 48.1530955, 11.4552631 48.1530393, 11.4553454 48.1530388, 11.4553445 48.1531188))",DE,place_of_worship,Himmelfahrtskirche Pasing,christian,,,Q1619105,de:Himmelfahrtskirche (Pasing),protestant,,München,2,81245,Marschnerstraße,,,,,,,,+49 89 8960750,,,,,,church,,,,,,,,pfarramt@himmelfahrtskirche-pasing.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2635904461, 391459338, 1224482945, 1224483431, 1224483289, 391459336, 1224483067, 1224483217, 391459335, 1224483115, 1224482763, 1224482773, 391459337, 391459339, 1224483636, 391459341, 391459342, 1224483708, 1224483563, 391459340, 2635904461]",,,,,,,,,,,,,https://www.himmelfahrtskirche-pasing.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34230800,"POLYGON ((11.5122697 48.1568822, 11.5122685 48.1569027, 11.5121994 48.1569065, 11.5121352 48.1569205, 11.5121458 48.156935, 11.5120491 48.1569664, 11.5120442 48.1570573, 11.5121333 48.1570975, 11.5121167 48.1571138, 11.5121848 48.1571303, 11.5122528 48.1571397, 11.512252 48.1571634, 11.5123202 48.1571646, 11.5123211 48.1571419, 11.5123988 48.1571388, 11.5124762 48.1571223, 11.5125288 48.1570974, 11.512586 48.1570992, 11.5126522 48.1571012, 11.5126535 48.1570822, 11.5126694 48.1570728, 11.5126846 48.1570626, 11.5126916 48.1570528, 11.5126965 48.1570375, 11.5126946 48.157022, 11.5126861 48.1570074, 11.5126597 48.1569871, 11.5126608 48.1569701, 11.5126609 48.1569688, 11.5126376 48.1569686, 11.512563 48.1569653, 11.5125303 48.1569639, 11.512474 48.1569335, 11.5123895 48.1569116, 11.5123399 48.1569043, 11.5123408 48.156884, 11.5122697 48.1568822))",,place_of_worship,Christkönig,christian,,limited,Q1083921,,catholic,,,,,,,,https://www.erzbistum-muenchen.de/pfarrei/christkoenig-muenchen,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4670227676, 4670227673, 1195452372, 392551853, 1195450854, 1195451067, 1195451897, 392551855, 4670227677, 1195450455, 4670227683, 4670227685, 4670227684, 4670227682, 1195451621, 392551856, 392551858, 4670227653, 392551859, 4670227687, 4670227662, 4670229191, 4670229190, 4670229192, 4670229189, 4670227688, 4670227686, 4670227659, 392551860, 1195451312, 9180650357, 392551857, 392551854, 1195451454, 4670227674, 4670227675, 4670227676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34835333,"POLYGON ((11.5346586 48.1601051, 11.5347296 48.1601053, 11.5347303 48.1599492, 11.5341874 48.1599481, 11.5341872 48.1599986, 11.5342306 48.1599987, 11.5342302 48.1600771, 11.5342299 48.1601463, 11.5345444 48.160147, 11.5346585 48.1601472, 11.5346586 48.1601051))",DE,place_of_worship,Christuskirche,christian,,no,Q41209489,de:Christuskirche (München-Neuhausen-Nymphenburg),protestant,,München,4,80637,Dom-Pedro-Platz,,Category:Christuskirche (Munich),,,,,https://www.evnn.de/,+49 89 1579040,,,,,,church,,,,,,,,pfarramt.christuskirche.m@elkb.de,,,,,,,,,,,,,,,,,,They put up a ramp either at the front or the side entrance for their services,,,,,,,,,,,,,"[408192051, 2090524873, 408192052, 408192053, 1216588312, 2090524863, 8972344341, 408192054, 3307657318, 2090524880, 408192051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,34869985,"POLYGON ((11.5887195 48.1149449, 11.5887239 48.1149637, 11.5887377 48.1150225, 11.5887587 48.1151123, 11.588806 48.115106, 11.5888235 48.1151755, 11.5889227 48.1151643, 11.5889098 48.1151131, 11.5890965 48.1150936, 11.5896373 48.1150371, 11.5895884 48.1148282, 11.589519 48.1148354, 11.5894001 48.1148478, 11.5893896 48.114803, 11.5891267 48.1148304, 11.5891377 48.1148772, 11.588852 48.114907, 11.5888503 48.1148994, 11.5887952 48.1149052, 11.5888024 48.1149362, 11.5887195 48.1149449))",,place_of_worship,Königin des Friedens,christian,,limited,Q1896063,"de:Maria, Königin des Friedens (München)",catholic,,,,,,,Category:Maria Königin des Friedens (Munich),https://www.erzbistum-muenchen.de/pfarrei/pv-obergiesing/cont/75994,,,,,+49 89 6201200,,,,,,church,,,,,,,,koenigin-des-friedens.muenchen@erzbistum-muenchen.de,,,,,,,,,,,,+49 89 62012050,,,,,,,,,,,,,,,,,,,"[408793588, 9343824276, 4939113716, 408793589, 1455837352, 1455837358, 1455837356, 1455837353, 4939114934, 408793590, 408793591, 4939114960, 3419161200, 3419161198, 3419161199, 3419161201, 4939113709, 4939113708, 1455837346, 1455837348, 408793588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
