element_type,osmid,amenity,capacity,fee,network,opening_hours,operator,payment:coins,payment:debit_cards,ref,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amperage,socket:type2,source,source:delivery_date,voltage,authentication:membership_card,description,manufacturer,motorcar,name,socket:schuko,operator:short,operator:wikidata,operator:wikipedia,website,fixme,authentication:nfc,authentication:none,access,capacity:car,socket:type2_combo,scooter,layer,level,note,covered,bicycle,service:bicycle:charging,service:bicycle:pump,socket:schuko:current,socket:type2:output,contact:phone,contact:website,socket:chademo,socket:chademo:output,socket:type2_combo:output,capacity:charging,description:en,truck,wheelchair,cars,trucks,authentication:app,parking:fee,check_date,status,maxstay,power,traffic_sign,brand,authentication:phone_call,authentication:short_message,surveillance:type,charging_station:output,name:de,name:en,object:city,object:country,object:housenumber,object:postcode,object:street,socket:type2:current,socket:type2:voltage,brand:wikidata,brand:wikipedia,short_name,maxstay:conditional,authentication:membership_card:types,payment:membership_card,ref:EU:EVSE,socket:type:output,cargo,payment:account_cards,payment:credit_cards,payment:electronic_purses,payment:notes,phone,vending,contact:email,note:en,motor_vehicle,charge,image,amenity:wikipedia,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,payment:maestro,ref:ocm
node,9724258017,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.5139059 48.0965819),München,DE,7,81379,Machtlfinger Straße,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,9742083361,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM042101;DESWM042102,POINT (11.5963805 48.1324625),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9775538467,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME008101;DESWME008102,POINT (11.7021004 48.1135059),,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9777558381,charging_station,2,,,,,,,,POINT (11.5255116 48.1254152),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9777558382,charging_station,2,,,,,,,,POINT (11.5254392 48.1254403),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9869467817,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6588653 48.1184131),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9890928917,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.4995004 48.0869379),,,,,,,2,local knowledge;http://carsharing.mvg-mobil.de/,,,,,,yes,,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,27,81477,Stäblistraße,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,9906551890,charging_station,2,yes,,,Kraemersche Kunstmühle GmbH & Co KG,,,,POINT (11.5664048 48.1055949),,,,,,,2,,,,,,,yes,,,,,,,,,,,,,,,,Ladeleistung für beide Anschlüsse in Summe 22 kW,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,yes,
node,9994113636,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5967579 48.1794315),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9994119027,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5968394 48.1795139),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365206,charging_station,,,,,,,,,POINT (11.5561597 48.181668),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365207,charging_station,,,,,,,,,POINT (11.5561842 48.1816504),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365208,charging_station,,,,,,,,,POINT (11.5564652 48.1816139),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365209,charging_station,,,,,,,,,POINT (11.5562996 48.1816164),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365210,charging_station,,,,,,,,,POINT (11.5584368 48.1831695),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365211,charging_station,,,,,,,,,POINT (11.5583618 48.1824746),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9998365212,charging_station,,,,,,,,,POINT (11.5583617 48.1824405),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10033808893,charging_station,,yes,ladenetz.de,24/7,Stadtwerke München,,,,POINT (11.4666931 48.188954),,,,,,,2,,,,,,,,Lautenschlägerstr. 21,,SWM,Q882871,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCM-183108
node,10046957873,charging_station,2,,,,,,,,POINT (11.6235119 48.1307175),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10049390286,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5615788 48.1687806),,,,,,,,,,,,,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10049390287,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5615986 48.1687274),,,,,,,,,,,,,,yes,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10068942595,charging_station,,,,,,,,,POINT (11.5941415 48.1697607),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10068942596,charging_station,,,,,,,,,POINT (11.5940164 48.1697916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10092676907,charging_station,2,,ladenetz.de,,Stadtwerke München,,,DESWME025001;DESWME025002,POINT (11.5372923 48.1433656),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10092677877,charging_station,2,,ladenetz.de,,Stadtwerke München,,,DESWME024901;DESWME024902,POINT (11.5374256 48.1433556),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10111456730,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5775219 48.1298041),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10111555471,charging_station,2,,,,,,,,POINT (11.5814339 48.133793),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10111555472,charging_station,2,,,,,,,,POINT (11.5816364 48.1337715),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10222093746,charging_station,,,,,,,,,POINT (11.5851434 48.1873384),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10246927807,charging_station,,,,,,,,,POINT (11.6235831 48.1306263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10295192932,charging_station,2,,,,,,,,POINT (11.5849002 48.1898281),,,,,,,,,,,,,Mennekes,,,,,,,,,,,customers,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10303014494,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.564914 48.130924),,,,,,,,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10303014495,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5650075 48.130904),,,,,,,,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10313710137,charging_station,2,,ladenetz.de,24/7,Stadtwerke München,,,DESWME051901;DESWME051902,POINT (11.6010877 48.1422263),,,,,,32,2,,,400,yes,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10313710138,charging_station,2,,ladenetz.de,24/7,Stadtwerke München,,,DESWME051801;DESWME051802,POINT (11.6010308 48.1421377),,,,,,32,2,,,400,yes,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10593842262,charging_station,,,,,,,,,POINT (11.6128301 48.1274361),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10593842263,charging_station,,,,,,,,,POINT (11.6128783 48.127619),,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10599532599,charging_station,2,,,,,,,,POINT (11.6244311 48.1297792),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hypercharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10601474126,charging_station,2,yes,,24/7,ALDI Süd,,,,POINT (11.6391258 48.088413),,,,,,,1,,,,,,,yes,,,,Q41171672,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10602094462,charging_station,2,yes,,,Stadtwerke München,,,DE SWM E054801,POINT (11.5825203 48.1541877),,,,,,,2,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10602109534,charging_station,2,yes,,,Stadtwerke München,,,DE SWM E054701,POINT (11.5826229 48.1541767),,,,,,,2,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10612846205,charging_station,2,yes,,24/7,Stadtwerke München,,,,POINT (11.5858434 48.1590534),,,,,,,2,local knowledge;http://carsharing.mvg-mobil.de/,,,,,,yes,,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,München,DE,2,80802,Nikolaistraße,32 A,400 V,,,,,,,,,,,,,,,,,,,,,,,,,
node,10651602328,charging_station,2,,,,ALDI Süd,,,,POINT (11.4817355 48.1205343),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10669420906,charging_station,12,yes,,24/7,"Tesla, Inc.",,,,POINT (11.4646304 48.148241),München,DE,5,81241,Pasinger Bahnhofsplatz,,,,,,,,,,München - Pasing Arcaden Supercharger,,,Q478214,,https://www.tesla.com/fr_ca/findus/location/supercharger/pasingarcadensupercharger,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tesla Supercharger,,,,,,,,,,,,,,Q17089620,,,,,,,,,,,,,,,,,,,,,12,250 kW,,
node,10671367963,charging_station,2,yes,ladenetz.de,00:00-24:00,Stadtwerke München,,,,POINT (11.5202393 48.1005815),,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,4 hours @ (08:00-20:00),,,,,,,,,,,,,,,,,,,,,
node,10671367964,charging_station,2,yes,ladenetz.de,00:00-24:00,Stadtwerke München,,,,POINT (11.5202782 48.1005013),,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,4 hours @ (08:00-20:00),,,,,,,,,,,,,,,,,,,,,
node,10748938100,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5663793 48.1641682),,,,,,,4,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10753844143,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5653446 48.1685883),,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Typ C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10768955530,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5721873 48.1647627),,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Typ C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10832137520,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5686439 48.1631486),,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,2x Type C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10876286800,charging_station,2,,,,Stadtwerke München,,,,POINT (11.566385 48.1640786),,,,,,,4,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10878394953,charging_station,2,,,Mo-Su 08:00-20:00,,,,,POINT (11.4964413 48.1402091),,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10878394954,charging_station,2,,,Mo-Su 08:00-20:00,,,,,POINT (11.4965772 48.1401936),,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10879645326,charging_station,2,yes,,24/7,Stadtwerke München,,,DESWME056801;DESWME056802,POINT (11.5276798 48.1565774),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10879645327,charging_station,2,yes,,24/7,Stadtwerke München,,,DESWME056901;DESWME056902,POINT (11.5276099 48.1566457),,,,,,,2,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10934149550,charging_station,,,,,BMW Group,,,,POINT (11.5301368 48.1787808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hypercharger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10968232104,charging_station,2,yes,,24/7,MOON POWER Deutschland GmbH,,,DE*POW*E01371,POINT (11.5404916 48.15513),,,,,,125,,,,400,,,,yes,hypercharger,,,,,,,,,,,,,,,steht auf Privatgelände,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
