element_type,osmid,amenity,geometry,access,description,fee,layer,name,parking,toilets,toilets:fee,wheelchair,opening_hours,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,barrier,bicycle,foot,created_by,motorcar,motorcycle,capacity,maxheight,ref,bus,motor_vehicle,contact:email,contact:fax,contact:phone,contact:website,old_name,park_ride,capacity:disabled,odbl,level,capacity:women,operator,smoothness,surface,website,charge,operator:type,source,note,maxstay,capacity:parent,parking:orientation,payment:coins,payment:maestro,payment:mastercard,payment:visa,maxweight,toilets:wheelchair,entrance,noexit,check_date,lit,horse,payment:cash,payment:credit_cards,description:de,name:en,email,check_date:fee,covered,supervised,maxspeed,source:capacity,maxstay:conditional,free,alt_name,phone,payment:apple_pay,payment:cards,payment:contactless,payment:debit_cards,payment:google_pay,payment:notes,payment:paypal,vehicle,nodes,building,building:levels,height,roof:colour,roof:shape,building:material,caravans,charge:bus,charge:bus:conditional,charge:conditional,hgv,operator:short,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,roof:height,roof:levels,min_height,salting,snowplowing,winter_service,access_1,name:de,fee:conditional,designation,addr:housename,lastcheck,parking:condition:area,service,aprki,landuse,addr:suburb,parking:condition:area:customers,building:part,location,type,building:colour,indoor,source_ref,orientation,goods,est_height,roof:material,stay,capacity:bus,building:levels:underground,fence_type,parking:condition,fixme,charging,massgis:PUB_ACCESS,note:de,kiss_and_ride,capacity:car,payment:electronic_purses,traffic_sign,restriction:conditional,taxi:conditional,disabled,capacity:charging,parking:condition:time_interval,no_parking,taxi,parking:condition:maxstay,restriction,ways,wikidata,wikimedia_commons
way,84335920,parking,"POLYGON ((11.4141195 48.1353524, 11.4141488 48.1353564, 11.4140992 48.1353741, 11.4140634 48.1354031, 11.4140471 48.135439, 11.4140525 48.1354764, 11.414079 48.1355095, 11.4141225 48.1355333, 11.4141763 48.1355443, 11.4142323 48.1355406, 11.414282 48.135523, 11.4143177 48.1354939, 11.4143341 48.135458, 11.4143286 48.1354206, 11.4143021 48.1353875, 11.4142587 48.1353637, 11.414291 48.1353663, 11.4143173 48.1353672, 11.4147991 48.1328853, 11.4148258 48.1328673, 11.4148471 48.1328325, 11.4148469 48.1327949, 11.4148251 48.1327602, 11.414785 48.1327337, 11.4147328 48.1327194, 11.4146765 48.1327196, 11.4146245 48.1327341, 11.4145848 48.1327609, 11.4145634 48.1327957, 11.4145637 48.1328333, 11.4145845 48.1328686, 11.4145361 48.1331146, 11.4145027 48.1332846, 11.4143841 48.1338881, 11.4141192 48.1352362, 11.4140971 48.1353484, 11.4141195 48.1353524))",customers,,no,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Möbel Höffner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3712038660, 3712038661, 3712038664, 3712038666, 3712038668, 3712038670, 3712038672, 3712038674, 3712038676, 3712038675, 3712038673, 3712038671, 3712038669, 3712038667, 3712038665, 3712038663, 3712038662, 980656235, 980656278, 3712038654, 3712038652, 3712038650, 3712038648, 3712038646, 3712038644, 3712038645, 3712038647, 3712038649, 3712038651, 3712038653, 299017559, 8939094293, 8497864056, 8497864051, 8939094294, 299017560, 3712038660]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84569547,parking,"POLYGON ((11.6750697 48.0805449, 11.6750589 48.0805082, 11.6751975 48.08049, 11.6752083 48.0805267, 11.6750697 48.0805449))",customers,,no,,,surface,,,,,,,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[982603641, 982603644, 982603646, 982603648, 982603641]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85652827,parking,"POLYGON ((11.6475588 48.1425629, 11.6476403 48.142613, 11.6475161 48.142703, 11.6474403 48.1427579, 11.6473978 48.1427317, 11.6473589 48.1427078, 11.6474365 48.1426516, 11.6475588 48.1425629))",yes,,no,,,surface,,,,,,,,,,,,,,,,,7,,,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[643720027, 588977168, 993740099, 643753594, 643753607, 643720021, 993778496, 643720027]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85653834,parking,"POLYGON ((11.6463987 48.1420753, 11.6464017 48.1421524, 11.6472504 48.1421379, 11.6472475 48.1420608, 11.6463987 48.1420753))",yes,,no,,,surface,,,,,,,,,,,,,,,,,25,,,,,,,,,,no,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[993761746, 993761752, 993761781, 993761787, 993761746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85657972,parking,"POLYGON ((11.6470409 48.1426803, 11.6470406 48.1426497, 11.6470402 48.1426192, 11.6472686 48.142618, 11.6472689 48.1426485, 11.6472693 48.1426791, 11.6470409 48.1426803))",private,,no,-1,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,no,unknown,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[993778481, 993778534, 993778538, 993778511, 993778574, 993778497, 993778481]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85664742,parking,"POLYGON ((11.645126 48.1427057, 11.6451252 48.1426852, 11.6451242 48.1426617, 11.6451232 48.1426379, 11.6452606 48.1426355, 11.6453302 48.1426342, 11.645333 48.142702, 11.645126 48.1427057))",private,,no,-1,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,no,unknown,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[993839259, 1661010542, 993839270, 993839255, 313670293, 993839256, 1661010497, 993839259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85673105,parking,"POLYGON ((11.6446478 48.141772, 11.6446462 48.1417225, 11.6448365 48.1417199, 11.6448373 48.1417444, 11.644838 48.1417694, 11.6446478 48.141772))",private,,no,-1,,underground,,,,,,,,,,,,,,,,,,,,,,,,,,,no,unknown,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[313670779, 993917728, 993917768, 993917746, 313670781, 313670779]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,86331047,parking,"POLYGON ((11.6427191 48.1404002, 11.6427093 48.1401398, 11.6429526 48.1401356, 11.6432272 48.140131, 11.643237 48.1403914, 11.6431383 48.140393, 11.6430919 48.1403938, 11.6430281 48.1403949, 11.6429639 48.140396, 11.6429042 48.140397, 11.6428405 48.1403981, 11.6428017 48.1403988, 11.6427191 48.1404002))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1002692613, 1002692614, 1619639575, 1002692611, 1002692635, 1651223377, 1619639579, 1651223389, 1619639576, 1651223388, 1619639581, 1651223379, 1002692613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87584147,parking,"POLYGON ((11.4669252 48.1916879, 11.4671128 48.1917167, 11.4672923 48.1911962, 11.4671048 48.1911674, 11.4669252 48.1916879))",customers,,no,,Sport Bittl,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1018888041, 1018888048, 1018888044, 1018888038, 1018888041]",,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,Sport Bittl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,88030934,parking,"POLYGON ((11.6144622 48.1324106, 11.6143629 48.1323169, 11.6143099 48.132342, 11.6144092 48.1324356, 11.6144622 48.1324106))",private,,,,,street_side,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1023212936, 1023212922, 1023212928, 1023212921, 1023212936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89289284,parking,"POLYGON ((11.5226778 48.1987378, 11.5226016 48.1987446, 11.5225278 48.1987511, 11.5225013 48.1986186, 11.5225744 48.1986121, 11.5226513 48.1986052, 11.522673 48.1987136, 11.5226778 48.1987378))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1036016373, 1036016516, 1036016265, 1036016378, 307397917, 1036016546, 1036016692, 1036016373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89289294,parking,"POLYGON ((11.5224327 48.1987498, 11.5222527 48.1987692, 11.5222162 48.1986189, 11.5223963 48.1985995, 11.5224213 48.1987025, 11.5224327 48.1987498))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1036016446, 1036016434, 1036016611, 1036016564, 1036016663, 1036016446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89563836,parking,"POLYGON ((11.4773764 48.1033462, 11.4775268 48.1033493, 11.4784795 48.1033688, 11.4785421 48.1028691, 11.4782056 48.1028595, 11.4779272 48.1028532, 11.4773764 48.1033462))",customers,,no,,Parkplatz Waldheim,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1038218103, 2485487377, 1987437356, 1038218220, 1638043628, 1038218327, 1038218103]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89563848,parking,"POLYGON ((11.4772241 48.1063872, 11.4772401 48.1061883, 11.4772624 48.1059109, 11.4773086 48.1059124, 11.4774343 48.1059169, 11.4774852 48.1059185, 11.4774469 48.1063948, 11.4772241 48.1063872))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1038218084, 3228973268, 1038218377, 3228971659, 3228971660, 1038218105, 1038218210, 1038218084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89568480,parking,"POLYGON ((11.5612911 48.1753085, 11.5612197 48.1752926, 11.5613185 48.1751459, 11.561517 48.1752015, 11.5614333 48.175321, 11.5613689 48.1753085, 11.5612911 48.1753085))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1038259636, 1038259635, 1038259570, 1038259631, 1038259632, 1038259643, 1038259636]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90918820,parking,"POLYGON ((11.6092212 48.0891507, 11.6097402 48.089271, 11.6096791 48.0893887, 11.60916 48.0892685, 11.6092212 48.0891507))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1055485199, 1055485164, 863179383, 863179608, 1055485199]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91118615,parking,"POLYGON ((11.5904635 48.0948641, 11.5903924 48.0948882, 11.5909003 48.0950996, 11.5909702 48.095072, 11.5904635 48.0948641))",yes,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057813489, 1057813524, 1057813510, 1057813529, 1057813489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91118624,parking,"POLYGON ((11.5909916 48.0938009, 11.5910835 48.0938367, 11.5911693 48.09387, 11.5915196 48.0934725, 11.591461 48.0934476, 11.5915244 48.0933765, 11.5915761 48.0933988, 11.5916671 48.0933096, 11.5916146 48.0932856, 11.5916478 48.093249, 11.5915808 48.0932186, 11.5915434 48.0932562, 11.5914929 48.0932333, 11.5914017 48.0933209, 11.5914597 48.0933455, 11.5913863 48.0934254, 11.5913323 48.093403, 11.5909916 48.0938009))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1057813486, 1331499287, 1057813473, 1331499278, 1331499298, 1331499259, 1331499274, 1057813508, 1331499281, 1331499294, 1331499279, 1331499266, 1057813498, 1331499284, 1331499293, 1331499275, 1331499296, 1057813486]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91665591,parking,"POLYGON ((11.4170205 48.1459145, 11.4177251 48.1460058, 11.4177636 48.1458736, 11.417059 48.1457822, 11.4170205 48.1459145))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1065181019, 1065181033, 1065181008, 1065181039, 1065181019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91694175,parking,"POLYGON ((11.4127851 48.1483913, 11.412894 48.1484068, 11.4135817 48.1485049, 11.4137241 48.1480607, 11.4132396 48.1479916, 11.4129274 48.147947, 11.4127851 48.1483913))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1065655132, 3754172914, 1065655154, 1065655101, 1065655136, 1065655139, 1065655132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91741703,parking,"POLYGON ((11.4193344 48.1475017, 11.4194978 48.1475232, 11.4195096 48.1474833, 11.4195444 48.1474879, 11.419559 48.1474384, 11.4195727 48.1474402, 11.4196125 48.1473056, 11.4194006 48.1472777, 11.4193344 48.1475017))",private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1066104400, 1066104405, 7660259250, 7660259249, 7660259248, 7660259247, 1066104377, 1066104397, 1066104400]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91742293,parking,"POLYGON ((11.4193896 48.148716, 11.4195855 48.1487498, 11.4197656 48.1482845, 11.4195697 48.1482508, 11.4193896 48.148716))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1066111112, 1066111113, 1066111108, 1066111110, 1066111112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92246513,parking,"POLYGON ((11.419951 48.1459493, 11.4204391 48.1460176, 11.4204885 48.1458607, 11.4200003 48.1457924, 11.419951 48.1459493))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1070924976, 1070925033, 1070924965, 1070924996, 1070924976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92437543,parking,"POLYGON ((11.607893 48.1753647, 11.6079186 48.1753591, 11.6080591 48.1753093, 11.60745 48.1745481, 11.6072562 48.1745893, 11.6072731 48.1746098, 11.6078806 48.1753495, 11.607893 48.1753647))",permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1073114361, 1073113756, 1073113965, 1073114161, 1073113777, 1073114223, 1073113557, 1073114361]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92528495,parking,"POLYGON ((11.4158162 48.1602375, 11.4160305 48.1602052, 11.4160143 48.1600795, 11.415909 48.1600796, 11.4158036 48.1600798, 11.4158162 48.1602375))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1074120788, 1074120719, 1074120733, 1257754642, 1074120779, 1074120788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92703262,parking,"POLYGON ((11.4658472 48.1932306, 11.4660709 48.1932712, 11.4661627 48.1930404, 11.4661158 48.1930322, 11.4662331 48.1927293, 11.4667226 48.1928141, 11.4668135 48.1925879, 11.4667689 48.19258, 11.4668668 48.192344, 11.4664583 48.1922703, 11.4663745 48.1923031, 11.4662572 48.1925972, 11.4660641 48.1927356, 11.4660003 48.1927266, 11.4659388 48.1928932, 11.4659928 48.1929147, 11.4658472 48.1932306))",,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,Aldi Süd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1075243884, 1075243841, 1075243871, 1075243926, 1075243951, 2809576033, 2809576025, 1075243909, 1075243923, 1075243887, 1075243882, 1075243939, 1075243855, 1075243913, 1075243937, 1075243902, 1075243884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,Aldi Süd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92703265,parking,"POLYGON ((11.4651137 48.1939034, 11.4657176 48.1939988, 11.4658591 48.1936096, 11.465944 48.1936242, 11.4660621 48.1933067, 11.4657443 48.1932571, 11.4651137 48.1939034))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1075243928, 1075243904, 1075243858, 1075243875, 1075243938, 1075243852, 1075243928]",,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,Rewe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92703277,parking,"POLYGON ((11.4642633 48.1943991, 11.4650668 48.1945302, 11.4651727 48.1942569, 11.4659553 48.1943884, 11.4659934 48.1942859, 11.4653033 48.1941596, 11.4653668 48.1939916, 11.4651088 48.193961, 11.4648913 48.1941772, 11.4646294 48.1941351, 11.4645784 48.1941098, 11.4642633 48.1943991))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1075243869, 1075243935, 1075243912, 1075243873, 1705081076, 1075243890, 1705081046, 1075243956, 1075243868, 1075243925, 1075243940, 1075243869]",,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,Lidl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92715198,parking,"POLYGON ((11.4183881 48.1419489, 11.4189847 48.1420346, 11.4190023 48.14198, 11.4190655 48.1417842, 11.4191194 48.1417919, 11.4191335 48.1417471, 11.4191567 48.1416762, 11.4192489 48.1416895, 11.4193301 48.141438, 11.4190991 48.1414048, 11.4190928 48.1414242, 11.4190357 48.1416012, 11.4189685 48.1415916, 11.4188315 48.1415717, 11.4186969 48.1415521, 11.4185638 48.1415334, 11.4185181 48.1415268, 11.4183881 48.1419489))",customers,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1075334564, 435123993, 6430996262, 435123991, 3340938597, 6430996263, 3340938595, 1248741834, 1248741837, 3340930781, 435123986, 435123983, 8883751073, 8883751074, 1705276298, 435123988, 3340930785, 1075334564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92785648,parking,"POLYGON ((11.4779362 48.1116576, 11.4783915 48.1116024, 11.4783219 48.1113465, 11.4778666 48.1114017, 11.4779362 48.1116576))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1076012402, 1076012384, 1076012415, 1076012404, 1076012402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93058715,parking,"POLYGON ((11.430425 48.1487801, 11.4309288 48.1487808, 11.4309292 48.1486395, 11.4304255 48.1486388, 11.430425 48.1487801))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078662493, 1078662383, 1078661805, 1078662010, 1078662493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93058745,parking,"POLYGON ((11.4344374 48.1476478, 11.4345082 48.1476477, 11.4345519 48.1476476, 11.4345968 48.1476476, 11.4347293 48.1476474, 11.4347745 48.1476473, 11.4348227 48.1476472, 11.4348815 48.1476471, 11.4348806 48.147373, 11.4344364 48.1473736, 11.4344374 48.1476478))",private,,,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078662532, 8297638690, 8297638691, 8297638692, 8297638693, 8297638694, 8297638695, 1078661890, 1078661842, 1078662207, 1078662532]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93058774,parking,"POLYGON ((11.429814 48.1500143, 11.4293819 48.1500143, 11.4293819 48.1498569, 11.4294846 48.1498569, 11.4294846 48.1497073, 11.4296136 48.1497073, 11.4296136 48.1495545, 11.429814 48.1495545, 11.429814 48.1500143))",private,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078661839, 1078661779, 1078661962, 1078662253, 1078662430, 1078661844, 1078662343, 1078662487, 1078661839]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93059335,parking,"POLYGON ((11.430852 48.1504025, 11.4312495 48.1504034, 11.4312503 48.1502547, 11.4308528 48.1502538, 11.4308524 48.1503313, 11.430852 48.1504025))",private,,,,,multi-storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1078668033, 1078668024, 1078667972, 1078667963, 1078667999, 1078668033]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93095743,parking,"POLYGON ((11.5142776 48.1976486, 11.5141284 48.1976785, 11.5141367 48.197697, 11.514207 48.1978526, 11.5142687 48.1978402, 11.5143562 48.1978227, 11.5142776 48.1976486))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1079089880, 1079088986, 1079091055, 1079091725, 1079090508, 972503246, 1079089880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93742157,parking,"POLYGON ((11.5312017 48.1982852, 11.5310869 48.1982844, 11.5309808 48.1982842, 11.5309824 48.1981267, 11.5310907 48.1981269, 11.5312034 48.1981277, 11.5312017 48.1982852))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1088631927, 1088631957, 1088631954, 1088631937, 1088631938, 1088631961, 1088631927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93793645,parking,"POLYGON ((11.512689 48.2000859, 11.5127144 48.2001399, 11.5127217 48.2001555, 11.512583 48.2001844, 11.5125503 48.2001148, 11.512689 48.2000859))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1089307383, 1089307887, 1089308053, 1089308331, 1089306892, 1089307383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94660054,parking,"POLYGON ((11.4157284 48.1602666, 11.4158035 48.1602636, 11.4157885 48.1600982, 11.4157134 48.1601013, 11.4157284 48.1602666))",customers,,no,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1098867961, 1098868025, 1098867986, 1098867951, 1098867961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95469501,parking,"POLYGON ((11.443092 48.1458691, 11.4428283 48.1458364, 11.4427039 48.1462836, 11.4429676 48.1463163, 11.443092 48.1458691))",customers,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1106972457, 1106972468, 1106972481, 1106972458, 1106972457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
