element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,288280781,,,,,,,"POLYGON ((13.444774 52.5500912, 13.4446643 52.5499612, 13.4446611 52.5499575, 13.4448635 52.5498952, 13.4449365 52.5499772, 13.4449608 52.5499692, 13.4449414 52.5499456, 13.44499 52.5499304, 13.4450498 52.5499989, 13.4449736 52.5500224, 13.4449789 52.5500275, 13.444774 52.5500912))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918373166, 2918372589, 2918373896, 2918377708, 2918372592, 2918376136, 2918372791, 2918376135, 2918372594, 2918376137, 2918376139, 2918373166]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280797,,,,,,,"POLYGON ((13.44315 52.5500119, 13.4433627 52.5502628, 13.4435504 52.5502036, 13.44344 52.5500731, 13.443667 52.5500019, 13.4437477 52.550095, 13.4438557 52.5502228, 13.4441315 52.5505485, 13.4443338 52.5504835, 13.4442821 52.5504238, 13.4441988 52.5503253, 13.4440357 52.5501321, 13.4440154 52.5501081, 13.4437687 52.5498171, 13.4433801 52.5499395, 13.44324 52.5499836, 13.44315 52.5500119))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[655386114, 2918373167, 2918372794, 2918372595, 2918377407, 2918376144, 2918377413, 2918377901, 2918376809, 2918375431, 2918373168, 2918377410, 2918376146, 2918373890, 10880227441, 10880227443, 655386114]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280854,,,,,,,"POLYGON ((13.4453662 52.5501564, 13.4453152 52.5500966, 13.4455129 52.5500339, 13.4455641 52.5500935, 13.4453662 52.5501564))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918372792, 2918376145, 2918376140, 2918376143, 2918372792]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280859,,,,,,,"POLYGON ((13.4440357 52.5501321, 13.4441064 52.5501122, 13.444267 52.5503038, 13.4441988 52.5503253, 13.4440357 52.5501321))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377410, 2918376147, 2918376152, 2918373168, 2918377410]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280898,,,,,,,"POLYGON ((13.4447063 52.5496743, 13.4447599 52.5496574, 13.4448492 52.5497622, 13.4447976 52.5497795, 13.4447063 52.5496743))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918374464, 2918377601, 2918376806, 2918377603, 2918374464]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280905,,,,,,,"POLYGON ((13.4451373 52.5526684, 13.4451099 52.5526328, 13.4450295 52.5525301, 13.4452013 52.5524804, 13.4453476 52.5524375, 13.4453713 52.5524294, 13.4454569 52.5525369, 13.4454807 52.5525682, 13.445457 52.5525748, 13.4451373 52.5526684))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918379354, 2918381222, 2918380538, 2918381207, 5640082135, 1326681171, 6616948241, 2918379465, 5640082141, 2918379354]",4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280912,,,,,,,"POLYGON ((13.4445156 52.5497855, 13.4443221 52.549846, 13.4442893 52.5498072, 13.4442305 52.5498251, 13.444134 52.5497026, 13.4441537 52.5496963, 13.4442734 52.5496578, 13.444382 52.5496247, 13.4445156 52.5497855))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377404, 2918377707, 10880227434, 2918377606, 2918376132, 10880227437, 10880227435, 2918373881, 2918377404]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280927,,,,,,,"POLYGON ((13.4421732 52.5503944, 13.4421184 52.5503358, 13.4423149 52.5502741, 13.4423656 52.5503344, 13.4423144 52.5503504, 13.4421732 52.5503944))",Berlin,DE,31,13086,Streustraße,Weißensee,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377610, 2918377608, 2918372598, 2918372600, 2927056644, 2918377610]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280957,,,,,,,"POLYGON ((13.444819 52.5498048, 13.4448705 52.5497874, 13.4449678 52.5499017, 13.4449145 52.5499183, 13.444819 52.5498048))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377702, 2918377605, 2918372789, 2918376134, 2918377702]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288280972,,,,,Mo-Fr 09:00-22:00; Sa 09:00-17:00,yes,"POLYGON ((13.4435134 52.5507406, 13.4434639 52.5506821, 13.4436639 52.550619, 13.4437133 52.5506774, 13.4435134 52.5507406))",Berlin,DE,123,13086,Langhansstraße,Weißensee,XXXL Die Schmiede,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,+49 30 92900130,,http://xxxl-dieschmiede.com/,,,,,,,,,,,,,,,,,sports_centre,,,,,,,,,,,,,,,,,,commercial,,,,,,,gabled,"[2918372798, 655386127, 655386116, 2918375435, 2918372798]",,,info@xxxl-dieschmiede.de,,,,,,,,,,,,,,,,,,,,,,,,,,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281001,,,,,,,"POLYGON ((13.4442821 52.5504238, 13.4441988 52.5503253, 13.444267 52.5503038, 13.444391 52.5502648, 13.4444744 52.5503634, 13.4442821 52.5504238))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918375431, 2918373168, 2918376152, 2918372597, 2918377609, 2918375431]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281026,,,,,,,"POLYGON ((13.4443221 52.549846, 13.4445156 52.5497855, 13.4446611 52.5499575, 13.4446643 52.5499612, 13.4444723 52.5500208, 13.4443221 52.549846))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377707, 2918377404, 2918373896, 2918372589, 2918377408, 2918377707]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281069,,,,,,,"POLYGON ((13.4440357 52.5501321, 13.4440154 52.5501081, 13.4440715 52.5500905, 13.4440847 52.5500864, 13.4441064 52.5501122, 13.4440357 52.5501321))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918377410, 2918376146, 2918376142, 2918376141, 2918376147, 2918377410]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281109,,,,,,,"POLYGON ((13.4424613 52.5503047, 13.4424104 52.5502442, 13.4426012 52.5501843, 13.4426523 52.5502452, 13.4425162 52.5502876, 13.442466 52.5503032, 13.4424613 52.5503047))",Berlin,DE,30,13086,Streustraße,Weißensee,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918373898, 2918372796, 655386137, 655386135, 2918373897, 2918376151, 2918373898]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281196,,,,,,,"POLYGON ((13.4437687 52.5498171, 13.444134 52.5497026, 13.4442305 52.5498251, 13.4439473 52.5499144, 13.4439698 52.5499408, 13.4439503 52.5499464, 13.4440715 52.5500905, 13.4440154 52.5501081, 13.4437687 52.5498171))",,,,,,,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2918373890, 2918376132, 2918377606, 2918373895, 2918372790, 2918376808, 2918376142, 2918376146, 2918373890]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288281221,,,,,,,"POLYGON ((13.4448045 52.5503325, 13.4447159 52.5502261, 13.4448688 52.5501785, 13.4448777 52.5501884, 13.4449064 52.5501804, 13.4448969 52.5501702, 13.44505 52.5501218, 13.4451402 52.550227, 13.4448045 52.5503325))",Berlin,DE,133,13086,Langhansstraße,Weißensee,,,,,,,,,,,,extrapolation; Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2918372599, 2918376149, 2918372596, 2918377412, 2918377411, 2918372793, 2918376148, 2918372795, 2918372599]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288450698,,,,,,,"POLYGON ((13.4183856 52.5377353, 13.4186292 52.5376359, 13.4186724 52.5376765, 13.4185213 52.5377413, 13.4185723 52.5377628, 13.4185706 52.5377789, 13.4185298 52.5377978, 13.4184939 52.5377825, 13.4184294 52.5377544, 13.4183856 52.5377353))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3900933646, 3900933621, 3900933631, 3900933654, 3900933662, 3900933672, 3900933681, 3900933673, 3900933658, 3900933646]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288584312,,,,,,,"POLYGON ((13.4374059 52.5551912, 13.4373956 52.5552, 13.4373709 52.5552208, 13.4372287 52.5553408, 13.4372245 52.5553352, 13.4371168 52.5551909, 13.4370844 52.5551474, 13.4370791 52.5551404, 13.4371787 52.5551099, 13.4372401 52.555091, 13.4373447 52.5551644, 13.4374059 52.5551912))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2921372510, 2921363409, 2921372613, 2921364008, 2921371911, 2921372509, 2921372105, 2921372805, 2921372802, 2921363108, 2921371907, 2921372510]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288584395,,,,,,,"POLYGON ((13.4374059 52.5551912, 13.4373447 52.5551644, 13.4374432 52.5550804, 13.4374494 52.5550756, 13.437511 52.5551027, 13.4375045 52.5551081, 13.4374059 52.5551912))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2921372510, 2921371907, 2921372405, 2921371903, 2921363109, 2921363110, 2921372510]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288584413,,,,,,,"POLYGON ((13.4371266 52.5549474, 13.4370612 52.554865, 13.4371139 52.5548496, 13.4372438 52.5548116, 13.4373373 52.5548528, 13.4372652 52.5549075, 13.4372385 52.554897, 13.4372005 52.5549267, 13.4371838 52.5549314, 13.4371266 52.5549474))",Berlin,DE,57,13086,Charlottenburger Straße,Weißensee,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2921372602, 2921363103, 9471214288, 2921371901, 2921372001, 2921363202, 2921372202, 2921372601, 9471214287, 2921372602]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288584423,,,,,,,"POLYGON ((13.4369072 52.5549101, 13.4370184 52.5548774, 13.4370439 52.5549108, 13.4370191 52.5549167, 13.4370063 52.554913, 13.4370551 52.5549802, 13.4370885 52.5549913, 13.4371787 52.5551099, 13.4370791 52.5551404, 13.4369072 52.5549101))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2921372401, 2921372201, 2921362703, 2921372501, 2921363506, 2921372404, 2921363403, 2921372802, 2921372805, 2921372401]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288927606,,,,,,,"POLYGON ((13.3764436 52.5115078, 13.3764752 52.5116503, 13.3764905 52.511649, 13.37651 52.511744, 13.3767227 52.511727, 13.3766689 52.5114889, 13.3764436 52.5115078))",Berlin,DE,2,10117,Ebertstraße,Tiergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2924796388, 5327688710, 5327688709, 2924806514, 2924806515, 2924796389, 2924796388]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288927607,,,,,,,"POLYGON ((13.3767227 52.511727, 13.37651 52.511744, 13.3765281 52.5118221, 13.3764988 52.5118245, 13.3764151 52.5119517, 13.3764259 52.5119546, 13.3764206 52.5119647, 13.3765824 52.5120034, 13.3767773 52.5120519, 13.376792 52.5120466, 13.3767227 52.511727))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2924806515, 2924806514, 5327688708, 2924806517, 2924806518, 5327688706, 2924806519, 2984082851, 5327688707, 2924806520, 2924806515]",10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,289150237,,,,,,,"POLYGON ((13.4433003 52.5496851, 13.4428029 52.5491013, 13.443117 52.5489984, 13.4436185 52.5495852, 13.4433003 52.5496851))",,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[2927053992, 2927052036, 2927051833, 2927053876, 2927053992]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
