element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,operator,website,wheelchair,check_date:opening_hours,community_centre,community_centre:for,contact:phone,contact:website,description,opening_hours,fax,health_facility:type,lgbtq,phone,provided_for:homosexual,check_date,opening_hours:signed,operator:type,club,sport,disused,short_name,wikidata,access,alt_name,contact:email,contact:email_1,contact:name,fee,identity,indoor,interaction,internet_access,internet_access:fee,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:cash,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking,smoking:outside,source,start_date,wheelchair:description,drink:coffee,second_hand,note,level,toilets:wheelchair,contact:twitter,leisure,contact:fax,email,barrier,culture,contact:facebook,image,name:de,name:en,addr:housename,gay:women,gay,lgbtq:men,wikipedia,office,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,max_age,min_age,network,contact:phone:booking,opening_hours:covid19,description:de,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,education,facebook,instagram,twitter,youtube,religion,name:ar,fixme,changing_table,toilets,denomination,addr:floor,description:target_group,contact:instagram,contact:telegram,room,wheelchair:description:de,noname,opening_hours:url,operator:wikidata,wikimedia_commons,craft,height,shop,wheelchair:ramp,description:en,service:bicycle:diy,service:bicycle:repair,operator:short,social_facility:for,currency:EUR,currency:others,language:de,name:etymology:wikidata,brand,brand:wikidata,function,name:pl,name:et,nodes,building,building:colour,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,designation,postal_code,roof:colour,heritage:website,roof:height,building:part,official_name,amenity:old,name:old,building:use,building:levels:underground,queer,addr:inclusion,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,building:material,old_name,addr:unit,source:height,architect,heritage:description,protect_class,roof:material,landuse,building:name,building:number,military,addr:place,contact:mobile,contact:webcam,social_facility,protection_title,toilets:unisex,name:ja,proposed,loc_name,nohousenumber,addr:district,addr:state,addr:subdistrict,area,ways,type
node,5943612601,POINT (13.4057303 52.5004427),Berlin,DE,48,10969,Wassertorstraße,Kreuzberg,community_centre,MehrGenerationenHaus Wassertor 48,MehrGenerationenHaus Wassertor 48 e.V.,,yes,,cultural_centre,,,http://www.mgh-wassertor.de/,,Mo 12:30-18:00; Tu-Fr 10:00-18:00,,,,,,,,,,,,MGH Wassertor 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5965706613,POINT (13.3913416 52.4639097),Berlin,DE,24A,12099,Götzstraße,Tempelhof,community_centre,Evangelisches Familienzentrum Tempelhof,Evangelische Paulus-Kirchengemeinde Tempelhof; Diakonisches Werk Tempelhof-Schöneberg,https://www.paulus-kirchengemeinde-tempelhof.de/index.php/gemeindeleben/familienzentrum-tempelhof,,,family_centre,,,,2 Räume in der Götzstr. 24a,,,,,+49 30 756 83 869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5979153480,POINT (13.4182309 52.5006835),Berlin,DE,95a,10999,Adalbertstraße,Kreuzberg,community_centre,Kotti Nachbarschaftsladen,Kotti e.V.,,,,cultural_centre,,+49 30 6157991,http://www.kotti-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5997709682,POINT (13.2036469 52.5487381),Berlin,DE,13,13585,Lynarstraße,Spandau,community_centre,Quartiersmanagement Spandauer Neustadt,S.T.E.R.N. Gesellschaft der behutsamen Stadterneuerung mbH,,,,community_hall,,,http://qm-spandauer-neustadt.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5999836042,POINT (13.3397439 52.5331372),Berlin,DE,35,10551,Birkenstraße,Moabit,community_centre,Schulgarten Moabit,Moabiter Ratschlag e.V.,,,,youth_centre,child,,http://moabiter-ratschlag.de/schulgarten-moabit/,,We 15:00-18:00; Th 16:00-18:00,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6004791099,POINT (13.4341148 52.5329708),Berlin,DE,22,10407,Pasteurstraße,Prenzlauer Berg,community_centre,Jugendfreizeiteinrichtung TwentyTwo,,https://humanistisch.de/jfe-22,yes,,youth_centre,juvenile,,,,Tu-Fr 14:00-19:00; Sa 11:00-16:00; PH 11:00-16:00,,,,,,,,,,,,JFE 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6007361436,POINT (13.5227041 52.4810822),Berlin,DE,13,10318,Wandlitzstraße,Karlshorst,community_centre,iKarus Stadtteilzentrum,,,yes,,community_hall,,+49 30 89622552,http://www.sozdia.de/iKARUS.578.0.html,,Tu-Th 09:00-17:00; Fr 09:00-14:00,,,,,,,,,,,,,,,,ikarus@sozdia.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schräge am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6009480985,POINT (13.3164483 52.4390033),Berlin,,28,12203,Hindenburgdamm,,community_centre,Gutshaus Lichterfelde,,https://www.stadtteilzentrum-steglitz.de/gutshaus-lichterfelde/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6009529788,POINT (13.2939823 52.5148601),Berlin,DE,8,14059,Nehringstraße,Charlottenburg,community_centre,Interkulturelles Stadtteilzentrum Divan,Nachbarschaftszentrum DIVAN e.V.,https://www.divan-berlin.de/interkulturelles-stadtteilzentrum.html,,,cultural_centre,,,,,Mo-Fr 10:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6009713687,POINT (13.3823736 52.4541455),Berlin,DE,13,12105,Viktoriastraße,Tempelhof,community_centre,Nachbarschaftszentrum ufafabrik,Nachbarschafts- und Selbsthilfezentrum in der UFA-Fabrik e.V.,https://www.nusz.de/,yes,,cultural_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6010004388,POINT (13.3465515 52.5538704),Berlin,DE,56-58,13349,Müllerstraße,Wedding,community_centre,Zukunftshaus Wedding,Paul Gerhardt Stift Soziales gGmbH,https://www.evangelisches-johannesstift.de/paul-gerhardt-stift-soziales/stadtteilzentrum,yes,,village_hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6047114973,POINT (13.4605615 52.513759),Berlin,DE,23,10247,Kreutzigerstraße,Friedrichshain,community_centre,Mieterladen,UBI KLiZ e.V.,,yes,,meeting_room,,,https://www.ubi-mieterladen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6047505886,POINT (13.4250739 52.4915522),Berlin,DE,55,12047,Hobrechtstraße,Neukölln,community_centre,elele Nachbarschaftszentrum,Nachbarschaftsheim Neukölln e. V.,,,,community_hall,,+49 30 6236092,http://www.elele-berlin.de,,Mo-Fr 15:00-18:00,,,,,,,,,,,,,,,,info@elele-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6051508136,POINT (13.4955388 52.5016057),,,,,,,community_centre,Piekfeiner Laden,,,no,2023-05-14,,,+49 30 61403074,http://woennich.de/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6053037463,POINT (13.371945 52.4852172),Berlin,,92,10965,Dudenstraße,,community_centre,HaiWays,TÄKS e.V.,https://www.taeks.de/haiways,yes,,,juvenile,,,,"""Nach Wochenplan""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6121262957,POINT (13.4799196 52.4990431),,,,,,,community_centre,,,,,,,,,,,,,,,,,,no,,,,,,,,,kontrastprogramm.berlin@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6123185385,POINT (13.5054952 52.5649583),,,10,13051,Prerower Platz,,community_centre,360 Grad – Raum für Kreativität,,http://360grad-lichtenberg.de,yes,,,,,,,,,,,+49 30 22 50 37 00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,info@360grad-lichtenberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6170802013,POINT (13.4914566 52.5025579),,,,,,,community_centre,Der Anker,,,no,2022-08-01,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6220403128,POINT (13.2256736 52.5837914),,,,,,,community_centre,Conrad's,GST Beweggrund e.V.,,,,events_venue,,,https://beweggrund.berlin/Conrads/conrads/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6236157788,POINT (13.3925684 52.4996606),Berlin,DE,9,10969,Mehringplatz,Kreuzberg,community_centre,Supermarkt,"D. Farine, E. Kagel, T. Szentirmai GbR",,yes,,cultural_centre,,,https://supermarkt-berlin.net/,,,,,,,,,,,,,,,,,,info@supermarkt-berlin.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Supermarkt.Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6268474916,POINT (13.4258018 52.5324135),Berlin,DE,24,10405,Immanuelkirchstraße,Prenzlauer Berg,community_centre,Ludothek,Fördern durch Spielmittel e.V.,https://www.spielmittel.de/spielen/ludothek-familienzentrum,yes,,family_centre,family;child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6278664678,POINT (13.4138808 52.5686386),Berlin,DE,3,13187,Hadlichstraße,Pankow,community_centre,Garage Pankow,,http://garagepankow.de,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6286848277,POINT (13.5339537 52.3998602),Berlin,DE,23,12524,Kirschweg,Altglienicke,community_centre,Adlershofer Füchse,PSV Olympia Berlin e.V.,,,,club_home,,,http://www.adlershoferfuechse.de/,,,,,,,,,,,sport,archery;shooting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6345559414,POINT (13.5140691 52.4634945),Berlin,DE,14,12459,Edisonstraße,Oberschöneweide,community_centre,Familienschutzwerk,Familienschutzwerk e.V.,,limited,2023-02-06,youth_centre,child,+49 30 81617855,http://www.familienschutzwerk.de/,,,,,,,,,no,,,,,,,,,info@familienschutzwerk.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/Familienschutzwerk-eV-169571703066386/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6354892103,POINT (13.3341304 52.5222975),Berlin,DE,12,10555,Jagowstraße,Moabit,community_centre,Dünja,Moabiter Ratschlag,https://moabiter-ratschlag.de/maedchen-treff-duenja/,,,youth_centre,girl,,,,Mo-Fr 15:00-19:30,,,,,,,,community,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6371252634,POINT (13.5193811 52.5666416),Berlin,DE,8,13057,Warnitzer Straße,Neu-Hohenschönhausen,community_centre,Begegnungsstätte Warnitzer Bogen,Verein für ambulante Versorgung Hohenschönhausen e.V.,,,,,,+49 30 9290284,http://www.vav-hhausen.de/SBS-Warnitzer-Bogen/sbst-warnitzer-start.html,,,,,,,,,,,,,,,,,,sbst.warnitzer@gmx.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6371252637,POINT (13.5188001 52.5672837),Berlin,,14,13057,Warnitzer Straße,,community_centre,Benn Hohenschönhausen Nord,"SozDia Jugendhilfe, Bildung und Arbeit gGmbH",,,,,,+49 30 92409984,https://www.benn-hohenschoenhausen.de/,,"Mo 13:00-16:00; Tu 16:00-19:00; We 10:00-16:00; Th ""by appointment""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6388113367,POINT (13.6261985 52.4555101),Berlin,DE,65,12587,Bölschestraße,Friedrichshagen,community_centre,Spielhaus,Technische Jugendfreizeit- und Bildungsgesellschaft gGmbH,,,,youth_centre,child;juvenile,,https://www.spielhaus-friedrichshagen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6392594782,POINT (13.1481028 52.417973),,,,,,,community_centre,Jugendfreizeitheim Wannsee,Bezirksamt Steglitz-Zehlendorf Berlin,,,,youth_centre,juvenile,,https://jfewannsee.de/,,,,,,,,,,,,,,JFE Wannsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6401896135,POINT (13.4140937 52.5028152),,,45,,Oranienstraße,,community_centre,Bilgisaray,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6403695527,POINT (13.5072642 52.4947068),,,,,,,community_centre,Berliner Familienfreunde e.V.,,,yes,,family_centre,family,+49 30 85714656,http://www.berliner-familienfreunde.de,,"""Je nach Programm""",,,,,,2023-04-09,,,,,,,,,,info@berliner-familienfreunde.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6443850889,POINT (13.2662454 52.5363004),Berlin,DE,13,13629,Wattstraße,Siemensstadt,community_centre,Stadtteilzentrum Siemensstadt,Sozial-kulturelle Netzwerke casa e. V.,,,,community_hall,,,https://www.casa-ev.de/de/stadtteilarbeit/das-stadtteilzentrum.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6443877419,POINT (13.2655341 52.5379938),Berlin,DE,15,13629,Jugendweg,Siemensstadt,community_centre,Schülerhaus Schule an der Jungfernheide,Sozial-kulturelle Netzwerke casa e. V.,,,,youth_centre,juvenile,+49 30 38392643,https://www.casa-ev.de/de/kinder-und-jugendarbeit/sch%C3%BClerhaus.html,,,,,,,,,,,,,,,,,,schuelerhaus@casa-ev.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6448302624,POINT (13.2660457 52.5359596),Berlin,DE,14,13629,Wattstraße,Siemensstadt,community_centre,CharlotteTreff Siemensstadt,Charlottenburger Baugenossenschaft eG,,,,meeting_room,members,,https://charlotte1907.de/service/charlottetreffs.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6482938222,POINT (13.5261918 52.403064),Berlin,,206 B,12524,Ortolfstraße,Altglienicke,community_centre,Kiezladen der Möglichkeiten - WAMA,WeTeK Berlin gGmbH,http://kiezladen-wama.de/,yes,,,,,,"Filmklub, Kiezwerkstatt, Ausstellungen, Bürgertreff,",,,,,+49 30 66 50 411 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinoklub im Kosmosviertel Altglienicke Bezirk Treptow-Köpenik,,,,,,kontakt@kiezladen-wama.de,,,,,,,,,,,,,,,,,,,,,,,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6488130826,POINT (13.4243386 52.5090676),Berlin,DE,45,,Köpenicker Straße,Mitte,community_centre,WikiBär,Wikimedia Deutschland e.V.,,yes,,,,,https://de.wikipedia.org/wiki/Wikipedia:WikiB%C3%A4r,,,,,,,,2022-10-22,,private_non_profit,,,,,Q43735064,,,wikibaer@wikipedia.de,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,no,https://twitter.com/wiki_baer,,,,,,https://facebook.com/wikibaer,,,,,,,,de:Wikipedia:WikiBär,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Wikipedia:WikiB%C3%A4r/Kalender,Q8288,Category:Wikipedia:WikiBär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6503739857,POINT (13.4213838 52.5429233),Berlin,DE,14,10437,Dunckerstraße,Prenzlauer Berg,community_centre,Kiezladen Zusammenhalt,Kiezladen Zusammenhalt e.V.,https://kiezladenzusammenhalt.wordpress.com/,,,meeting_room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6545113859,POINT (13.4487495 52.5233952),Berlin,DE,30,10249,Petersburger Straße,Friedrichshain,community_centre,Braufreunde Berlin,Braufreunde Berlin e.V.,,,,meeting_room,,,,,,,,,,,,,,,,,BFBeV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brewery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6594012779,POINT (13.3439617 52.4394165),Berlin,DE,65,12247,Leonorenstraße,Lankwitz,community_centre,Spiel & Action,Spiel & Action e.V.,,,,youth_centre,child;juvenile,,http://www.spielundactionev.de/,,,,,,,,,,,,,,,,,,info@spielundactionev.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6656962856,POINT (13.2675681 52.517968),Berlin,DE,35,14050,Ulmenallee,Westend,community_centre,Ulme 35,Interkulturanstalten Westend e.V.,,,,cultural_centre,,,https://interkulturanstalten.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
