element_type,osmid,geometry,amenity,brothel:eros_center,name,ref,toilets:wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,level,addr:country,phone,shop,website,wheelchair,fixme,source,contact:email,contact:phone,contact:website,office,short_name,wikidata,wikipedia,building,building:levels,building:use,man_made,description,historic,power,nodes,alt_name,height,layer,note,smoking,start_date,addr:housename,building:cladding,building:facade:material,building:levels:underground,roof:shape,wikimedia_commons,building:roof,tourism,nohousenumber,brand,brand:wikidata,brand:wikipedia,email,fax,internet_access,rooms,old_name,building:part,operator,official_name,roof:levels,building:colour,roof:colour,building:material,operator:wikidata,operator:wikipedia,telecom,brothel:saunaclub,name:shs,wheelchair:description,opening_hours:signed,area,noname,emergency,toilets,compressed_air,fuel:cng,fuel:diesel,fuel:e10,fuel:lpg,fuel:octane_95,fuel:octane_98,source:geometry,automated,self_service,year_of_construction,architect,heritage,heritage:operator,internet_access:fee,name:he,seamark:landmark:conspicuity,seamark:landmark:name,seamark:type,disused:amenity,disused:name,outdoor_seating,healthcare,second_hand,roof:orientation,generator:method,generator:output:hot_water,generator:source,architect:wikidata,building:architecture,building:min_level,noaddress,check_date,disused:shop,source:outline,craft,type,ways,addr:suburb,defibrillator:location
way,311941125,"POLYGON ((8.710197 50.1106281, 8.7102494 50.1106339, 8.7102887 50.1106445, 8.7102723 50.1107046, 8.7102574 50.110759, 8.7102546 50.1107692, 8.7102532 50.1107754, 8.7103229 50.1107947, 8.710322 50.1107986, 8.710403 50.1108182, 8.7103167 50.1110769, 8.710229 50.1110812, 8.7102303 50.1110915, 8.7102363 50.1111647, 8.7102399 50.1112101, 8.7102762 50.1112086, 8.7105339 50.1112004, 8.7105488 50.1111988, 8.7105636 50.1111954, 8.7105774 50.1111898, 8.7105866 50.1111856, 8.7105959 50.1111807, 8.7106055 50.1111736, 8.7106129 50.1111669, 8.710618 50.1111609, 8.7106237 50.1111525, 8.7106572 50.1110414, 8.7106832 50.1109765, 8.7107152 50.1109058, 8.7107507 50.110836, 8.7107746 50.110793, 8.7107977 50.1107548, 8.7108098 50.1107361, 8.7106048 50.1106846, 8.7102347 50.1105916, 8.710207 50.1105881, 8.710197 50.1106281))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1776340567, 4225767073, 3177123983, 10259652619, 10259652614, 1776340600, 4225767077, 10259652640, 1776340602, 3177123989, 3177123998, 4225767289, 10259652629, 4225767297, 1655730933, 4225767042, 10259652642, 10259652641, 3177124006, 3177124004, 3177124001, 3177124000, 10259652645, 10259652644, 10259652643, 3177123999, 10259652647, 10259652646, 3177123996, 3177123995, 4225767043, 5303211951, 4225767076, 4225767075, 3177123982, 4225767068, 1776340567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311941127,"POLYGON ((8.7101296 50.1101028, 8.7103145 50.1101258, 8.7103203 50.1101045, 8.7104933 50.1101617, 8.7104923 50.1101649, 8.7104928 50.1101668, 8.7104953 50.1101686, 8.7107018 50.1102368, 8.7107048 50.1102372, 8.7107078 50.1102369, 8.7107105 50.1102359, 8.7107128 50.1102345, 8.7109277 50.1103058, 8.7109146 50.1103234, 8.7110834 50.1103788, 8.7111879 50.1102465, 8.7110682 50.110207, 8.7108049 50.11012, 8.7108058 50.1101176, 8.7108053 50.1101153, 8.7108022 50.1101125, 8.710597 50.1100445, 8.7105924 50.1100443, 8.7105888 50.110045, 8.7105863 50.1100469, 8.7103231 50.1099601, 8.7102017 50.1099195, 8.7101692 50.1099598, 8.7101296 50.1101028))",,,,,,Frankfurt am Main,15-19,60314,Mayfarthstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[3177123964, 3177123965, 7736972133, 3177123963, 4225767049, 10259652604, 4225767050, 7736972132, 10259652609, 10259652603, 10259652602, 4225767052, 4225767051, 3177123967, 3177123970, 3177123966, 3556668242, 4225767048, 10259652605, 10259652606, 4225767047, 10259652608, 10259652607, 4225767045, 4225767046, 3556668241, 3177123961, 4225767044, 3177123964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316086366,"POLYGON ((8.6243116 50.1290512, 8.6244608 50.1290667, 8.6244856 50.128967, 8.6244898 50.1289597, 8.6244085 50.1289236, 8.6243449 50.1289171, 8.6243395 50.1289391, 8.6243116 50.1290512))",,,,,,Frankfurt am Main,11,60487,Am Industriehof,,,,,,,,,,,,,,,,,commercial,1,,,,,,"[3221954287, 3221954289, 835442141, 3221954280, 3221954276, 3221954275, 3221954277, 3221954287]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,316244419,"POLYGON ((8.6637718 50.1103505, 8.663848 50.1103805, 8.6638696 50.1103581, 8.6639939 50.1104066, 8.6640821 50.1103108, 8.6641577 50.1102287, 8.6641389 50.1102216, 8.6639627 50.1101498, 8.6638528 50.1102649, 8.6637718 50.1103505))",,,,,,Frankfurt am Main,16,60329,Karlstraße,,,,,,,,,,,,,,,,,commercial,8,,,,,,"[643483248, 620856516, 1850416479, 1850416485, 9844836377, 9844836390, 1850416452, 1850416433, 3223553141, 643483248]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,319914271,"POLYGON ((8.7173677 50.1140599, 8.7171922 50.1142755, 8.7171902 50.1142781, 8.7173672 50.1143407, 8.7174813 50.114203, 8.7175213 50.1142166, 8.717854 50.1138133, 8.7178149 50.1138001, 8.717844 50.1137642, 8.7178796 50.1137767, 8.717912 50.1137377, 8.7180019 50.1137677, 8.7180005 50.1137691, 8.7181543 50.1138215, 8.7181718 50.113802, 8.7182335 50.1137319, 8.717767 50.1135747, 8.7173677 50.1140599))",,,,,,Frankfurt am Main,195,60314,Hanauer Landstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[1023992558, 1023993664, 10261084436, 3264013626, 10261084437, 10261084438, 10261084442, 10261084439, 10261084440, 10261084441, 3264013620, 10261084443, 10261084444, 3264013623, 1023993201, 1023995089, 3264013615, 1023992558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858517,"POLYGON ((8.6297747 50.1274288, 8.6298114 50.1274445, 8.6299223 50.127338, 8.6297602 50.1272686, 8.629462 50.1271409, 8.629351 50.1272474, 8.6294044 50.1272702, 8.6294893 50.1273066, 8.6296401 50.1273712, 8.6297747 50.1274288))",,,,,,Frankfurt am Main,4,60487,Trakehner Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[311605947, 311605942, 311605940, 3306286383, 311605939, 311605941, 3306286384, 3306286387, 311605951, 311605947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858535,"POLYGON ((8.6293591 50.1276398, 8.6291481 50.1275494, 8.6290889 50.1275241, 8.6290703 50.1275161, 8.6289617 50.1276204, 8.6292523 50.1277448, 8.6294189 50.1278161, 8.6295275 50.1277119, 8.6294944 50.1276977, 8.6293591 50.1276398))",,,,,,Frankfurt am Main,5,60487,Insterburger Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[311605950, 3306286396, 3306286393, 311605946, 311605944, 3306286400, 311605943, 311605945, 311605948, 311605950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858538,"POLYGON ((8.6285668 50.1263271, 8.6284806 50.1264364, 8.6280302 50.1262905, 8.6281164 50.1261811, 8.6281594 50.1261951, 8.6285668 50.1263271))",,,,,,Frankfurt am Main,5,60487,Trakehner Straße,,,,,,,,,,,,,,,,,commercial,3,,,,,,"[3306286218, 685325571, 311605890, 3306286213, 311605896, 3306286218]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,#333333,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858567,"POLYGON ((8.6284661 50.1274346, 8.6282888 50.1273708, 8.628517 50.1271104, 8.6285908 50.1270263, 8.6287681 50.1270901, 8.6286591 50.1272144, 8.6284661 50.1274346))",,,,,,Frankfurt am Main,6-8,60487,Neue Börsenstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[685325600, 311605933, 3306286372, 685325587, 311605932, 311605934, 685325600]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858581,"POLYGON ((8.6286591 50.1272144, 8.6288259 50.1272744, 8.6287247 50.1273899, 8.6290072 50.1274917, 8.6288952 50.1275944, 8.6286617 50.1275075, 8.6284661 50.1274346, 8.6286591 50.1272144))",,,,,,Frankfurt am Main,7,60487,Insterburger Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[311605934, 311605935, 311605936, 311605937, 311605938, 3306286391, 685325600, 311605934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858584,"POLYGON ((8.6280302 50.1262905, 8.6268525 50.1259802, 8.6270107 50.1256845, 8.6270278 50.1256525, 8.6272102 50.1256909, 8.6271956 50.1257205, 8.6271815 50.1257493, 8.6271164 50.1258816, 8.6270982 50.1259186, 8.6273356 50.1259804, 8.6273622 50.1259299, 8.6273811 50.125894, 8.6274421 50.1257784, 8.6274532 50.1257573, 8.6274621 50.1257405, 8.6276345 50.1257776, 8.6276274 50.1257917, 8.6276158 50.1258151, 8.6275033 50.1260274, 8.6277481 50.1260807, 8.6278603 50.1258688, 8.6278737 50.1258455, 8.6278847 50.1258244, 8.6280679 50.1258559, 8.6280547 50.1258806, 8.6280432 50.1259023, 8.6279372 50.1261016, 8.6279209 50.1261321, 8.6279505 50.1261395, 8.6280725 50.1261701, 8.6281164 50.1261811, 8.6280302 50.1262905))",,,,,,Frankfurt am Main,7-9,60487,Trakehner Straße,,,DE,,,,,,,,,,,,,,commercial,3,,,,,,"[311605890, 311605888, 6937287140, 311605907, 311605908, 6937287141, 6937307681, 6937307682, 311605898, 311605899, 6937287158, 6937307686, 6937307695, 6937287142, 311605905, 311605906, 6937287143, 6937307701, 311605900, 311605901, 6937307696, 6937287144, 311605903, 311605904, 6937287145, 6937307702, 6937307712, 311605902, 685325565, 3306286212, 3306286213, 311605890]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,#333333,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858594,"POLYGON ((8.6268361 50.1269035, 8.627698 50.1271527, 8.6277907 50.1270452, 8.6272768 50.1268955, 8.6274684 50.1266275, 8.6271025 50.1265207, 8.6270306 50.1266166, 8.6269995 50.1266087, 8.6269898 50.126626, 8.6268935 50.1267999, 8.6268361 50.1269035))",,,,,,Frankfurt am Main,7a,60487,Insterburger Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[667019230, 3306286377, 667019242, 667019240, 667019241, 667019239, 3306286234, 3306286233, 3306286235, 667019229, 667019230]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858600,"POLYGON ((8.6268935 50.1267999, 8.626749 50.126767, 8.6268454 50.1265931, 8.6265701 50.1265304, 8.6264164 50.126808, 8.6268361 50.1269035, 8.6268935 50.1267999))",,,,,,Frankfurt am Main,9,60487,Insterburger Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[667019229, 667019226, 667019227, 667019132, 667019228, 667019230, 667019229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,323858659,"POLYGON ((8.6281594 50.1261951, 8.6283936 50.1258716, 8.6285777 50.1259252, 8.6285273 50.1259909, 8.62878 50.1260757, 8.6285668 50.1263271, 8.6281594 50.1261951))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,2,,,,,,"[311605896, 311605891, 311605893, 311605892, 311605894, 3306286218, 311605896]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,#333333,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325944309,"POLYGON ((8.7280191 50.1147838, 8.7278721 50.1149672, 8.7280859 50.1150381, 8.7282335 50.1148545, 8.7280191 50.1147838))",,,,,,Frankfurt am Main,19a,60314,Intzestraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[3325660650, 3325660655, 3325660657, 3325660653, 3325660650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325944311,"POLYGON ((8.7273315 50.1154666, 8.7272454 50.1155734, 8.7268746 50.1160324, 8.7272419 50.1161543, 8.7274104 50.1162128, 8.7273186 50.1163268, 8.7272253 50.1164413, 8.7274627 50.1165202, 8.7274513 50.116525, 8.7274544 50.1165281, 8.7274921 50.1165122, 8.7275207 50.1164991, 8.7275486 50.1164838, 8.7275687 50.1164714, 8.7275963 50.1164524, 8.7276193 50.116434, 8.7276421 50.1164129, 8.7276605 50.1163905, 8.7276776 50.1163675, 8.7276929 50.116341, 8.7277027 50.1163195, 8.7277082 50.1163004, 8.7277157 50.1162734, 8.7277177 50.1162504, 8.7277175 50.1162207, 8.7277131 50.11619, 8.7277036 50.1161601, 8.7276985 50.1161471, 8.7276931 50.1161368, 8.7276853 50.1161208, 8.727677 50.1161074, 8.7276654 50.1160914, 8.7276543 50.1160776, 8.7276427 50.1160638, 8.7276289 50.1160499, 8.7275738 50.1160068, 8.7275076 50.115969, 8.7274677 50.1159517, 8.7276267 50.1157547, 8.7277497 50.1157956, 8.7277914 50.1157439, 8.7279442 50.1157947, 8.7280336 50.115684, 8.7273416 50.1154542, 8.7273315 50.1154666))",,,,,,Frankfurt am Main,220a,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,1,,,,,,"[872309127, 1776340619, 872309260, 872309082, 872419064, 2042308690, 2042308692, 872419113, 10258077502, 10258077503, 10258077504, 10258077505, 872419092, 10258077506, 872419061, 10258077507, 872419063, 10258077508, 872419122, 10258077509, 10258077510, 872419120, 10258077511, 872419097, 10258077512, 10258077513, 872419107, 10258077501, 10258077514, 10258077500, 872419088, 10258077499, 872419084, 10258077498, 872419058, 10258077515, 872419060, 872419116, 872308931, 872309163, 872309297, 872308834, 872309175, 10258077520, 872309127]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,325944321,"POLYGON ((8.7283313 50.1148352, 8.7281799 50.1150231, 8.7285973 50.1151614, 8.7287487 50.1149736, 8.7283313 50.1148352))",,,Schadstoffzwischenlager,,,Frankfurt am Main,19a,60314,Intzestraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[3325660652, 3325660658, 3325660659, 3325660656, 3325660652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326082807,"POLYGON ((8.7341636 50.1176942, 8.7340232 50.1178354, 8.733899 50.1179604, 8.7344184 50.1181728, 8.7344725 50.118119, 8.73456 50.1180306, 8.7344708 50.1179941, 8.7346139 50.1178502, 8.7346349 50.1178587, 8.734802 50.1176906, 8.7343506 50.1175061, 8.7341636 50.1176942))",,,,,,Frankfurt am Main,12-14,60314,Weismüllerstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[611065613, 611065614, 5508508782, 3327036047, 10255638775, 3327036041, 3327036039, 3327036035, 3327036036, 3327036034, 10255638776, 611065613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326082808,"POLYGON ((8.7371762 50.1197067, 8.7371818 50.1197011, 8.73718 50.1197003, 8.7372262 50.1196537, 8.7372281 50.1196545, 8.737238 50.1196447, 8.7372359 50.1196439, 8.7372636 50.119616, 8.7373531 50.1196525, 8.7373557 50.1196499, 8.7373627 50.1196428, 8.7373759 50.1196482, 8.7374039 50.11962, 8.7373903 50.1196144, 8.7374374 50.1195669, 8.7372464 50.1194885, 8.7372266 50.1195078, 8.7370707 50.1196632, 8.7371762 50.1197067))",,,,,,Frankfurt am Main,25,60314,Weismüllerstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[1801921053, 10255638617, 10255638623, 10255638622, 10255638619, 10255638620, 10255638621, 610589897, 10255638662, 610589912, 10255638660, 10255638659, 10255638658, 10255638661, 610589898, 610589901, 610589900, 3327036072, 1801921053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326082810,"POLYGON ((8.7369187 50.1198199, 8.7369001 50.1198385, 8.7370887 50.119916, 8.7371695 50.1198352, 8.7371723 50.1198324, 8.7370837 50.119796, 8.7371128 50.119767, 8.7371146 50.1197678, 8.7371256 50.1197577, 8.7371232 50.1197567, 8.7371696 50.1197107, 8.7371715 50.1197114, 8.7371762 50.1197067, 8.7370707 50.1196632, 8.7369187 50.1198199))",,,,,,Frankfurt am Main,27,60314,Weismüllerstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[610589907, 610589914, 9576045150, 610589905, 10255638657, 610589908, 10255638626, 10255638616, 10255638615, 10255638625, 10255638624, 10255638618, 1801921053, 3327036072, 610589907]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326823355,"POLYGON ((8.7360834 50.1202517, 8.7361303 50.1202045, 8.7361325 50.1202054, 8.7361424 50.1201955, 8.7361402 50.1201946, 8.7361557 50.1201789, 8.7361878 50.1201466, 8.736217 50.1201586, 8.7362369 50.1201386, 8.7362819 50.1200933, 8.7362526 50.1200813, 8.7358001 50.1198964, 8.7356305 50.120066, 8.7360834 50.1202517))",,,,,,Frankfurt am Main,304a,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[3335040860, 10255715089, 10255715087, 10255715086, 10255715088, 9576045169, 610543085, 610543084, 10255715062, 610543086, 610543083, 610543074, 3335040857, 3335040860]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,326823357,"POLYGON ((8.7370706 50.1201112, 8.7370902 50.1200916, 8.7370064 50.1200572, 8.7368754 50.1200034, 8.7368529 50.1199942, 8.7367684 50.1200787, 8.7367935 50.1200891, 8.736808 50.120095, 8.736905 50.1201348, 8.7368943 50.1201455, 8.7368672 50.1201726, 8.7368649 50.1201717, 8.7368551 50.1201815, 8.7368574 50.1201824, 8.7368105 50.1202294, 8.7368084 50.1202285, 8.7367994 50.1202375, 8.7372398 50.1204184, 8.7374082 50.1202499, 8.7370706 50.1201112))",,,,,,Frankfurt am Main,310,60314,Hanauer Landstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[610543107, 610543104, 9576045204, 9576045156, 1799780622, 610543087, 9576045161, 9576045159, 610543105, 9576045175, 10255715110, 10255715107, 10255715108, 10255715109, 10255715137, 10255715136, 3335040859, 3335040863, 610543106, 610543107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329297788,"POLYGON ((8.7096494 50.125104, 8.7095769 50.1251176, 8.709584 50.1251356, 8.7096112 50.1251997, 8.7097452 50.1251771, 8.7097486 50.1251861, 8.7097687 50.1251828, 8.7097451 50.1251245, 8.7096629 50.1251383, 8.7096494 50.125104))",,,,,,Frankfurt am Main,22-24,60385,Spessartstraße,,,DE,,,,limited,,,,,,,,,,commercial,5,,,,,,"[1273324631, 3361646177, 1273325075, 1273324890, 9818606214, 1273325063, 3361646183, 3361646179, 3361646180, 1273324631]",,,,"Die Hausnummer 22 ist offiziell nicht vergeben, die Tankstelle firmiert dennoch unter der Anschrift ""Spessartstraße 22-24"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,329297789,"POLYGON ((8.7093478 50.1251533, 8.7093546 50.1251974, 8.709429 50.1251871, 8.7094144 50.1251512, 8.7093478 50.1251533))",,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3361646182, 3361646185, 3361646184, 1273324603, 3361646182]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,332563361,"POLYGON ((8.6124934 50.1246654, 8.6124888 50.1246218, 8.61248 50.1245369, 8.6124931 50.1245363, 8.612626 50.1245307, 8.6126394 50.1246592, 8.6124934 50.1246654))",,,,,,Frankfurt am Main,7,60489,Alt-Rödelheim,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3397110846, 3397110835, 3397110820, 1054740035, 1054740623, 3397110843, 3397110846]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,362752549,"POLYGON ((8.5393488 50.095993, 8.540258 50.0963561, 8.5404941 50.0961186, 8.5400294 50.0959325, 8.5395875 50.0957556, 8.5393488 50.095993))",doctors,,D810 - Arbeitsmedizinisches Zentrum,,,Frankfurt am Main,,65929,Industriepark Höchst - Gebäude D810,,,DE,,,,,,,,,,,,,,commercial,,,,"Arbeitsmedizinisches Zentrum, Werksambulanz, Physikalische Therpaie",,,"[3670106755, 3670106757, 3670106759, 4809547500, 3670106756, 3670106755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,,,,,,,,,,,,,,,,,
way,368000747,"POLYGON ((8.7389091 50.1229074, 8.738737 50.1230793, 8.7388323 50.1231184, 8.7388266 50.1231241, 8.7390847 50.1232303, 8.7390869 50.1232282, 8.7391014 50.1232346, 8.7393511 50.1229839, 8.739336 50.1229779, 8.7393733 50.12294, 8.7393846 50.122929, 8.7393871 50.1229296, 8.7397222 50.1225919, 8.7396591 50.1225657, 8.7396774 50.1225467, 8.7393283 50.1224035, 8.7393129 50.1224048, 8.7393079 50.12238, 8.7393064 50.1223755, 8.739263 50.1223811, 8.7392599 50.1223727, 8.7392548 50.1223617, 8.7392489 50.1223481, 8.7392341 50.1223487, 8.7392233 50.1223495, 8.7392095 50.1223512, 8.7391938 50.1223533, 8.7391785 50.1223564, 8.7391641 50.1223597, 8.7391481 50.1223641, 8.7391372 50.1223674, 8.7391253 50.1223718, 8.7391153 50.1223755, 8.739106 50.1223791, 8.7390974 50.122383, 8.7390853 50.1223897, 8.7390689 50.122399, 8.7390594 50.1224052, 8.7390515 50.1224109, 8.739042 50.1224183, 8.7390277 50.1224311, 8.7390192 50.1224401, 8.7390123 50.1224476, 8.739007 50.1224553, 8.7389998 50.1224668, 8.738992 50.122481, 8.738987 50.1224936, 8.7389838 50.1225063, 8.7389822 50.1225193, 8.7389813 50.1225303, 8.7389817 50.1225411, 8.7389836 50.1225549, 8.7389877 50.1225686, 8.739 50.1225978, 8.7390144 50.1225971, 8.7390299 50.1225956, 8.739052 50.1225926, 8.7390681 50.1225892, 8.7392728 50.1226734, 8.7391724 50.122772, 8.7391269 50.1227535, 8.7390737 50.1228073, 8.7391214 50.1228267, 8.7390028 50.1229462, 8.7389091 50.1229074))",,,Euler Group Hyundai,,,Frankfurt am Main,427,60314,Hanauer Landstraße,Sa 09:00-14:00; PH off; Mo-Fr 09:00-19:00,,DE,+49 69 6681999-81,car,https://www.hyundai-euler.de/standorte/hyundai-frankfurt/,,,,,,,,,,,commercial,4,,,,,,"[1355149845, 1355149853, 3718641401, 10254079245, 10254079244, 10254079243, 3718641402, 10254079242, 10254079241, 3718641399, 10254079301, 10254079302, 3718641389, 3718641388, 10254079304, 10254079300, 3718641385, 3718641382, 10254079299, 3718641383, 10254079295, 10254079303, 1355149765, 10254079251, 10254079252, 10254079253, 10254079254, 1355149770, 10254079255, 10254079256, 10254079257, 10254079258, 10254079259, 1898003598, 10254079260, 10254079261, 10254079262, 10254079263, 1355149777, 10254079264, 10254079265, 10254079266, 10254079267, 1355149790, 10254079268, 10254079269, 1898003617, 10254079270, 10254079271, 1355149794, 10254079272, 10254079273, 10254079274, 3718641390, 10254079275, 10254079276, 10254079277, 1355149804, 3718641387, 3718641391, 1898003631, 1898003634, 3718641395, 3718641400, 1355149845]",,,,,,,,,,,,,,,,Hyundai,Q55931,en:Hyundai Motor Company,info@euler-group,+49 69 6681999-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
way,368000748,"POLYGON ((8.7406575 50.1231719, 8.7403025 50.1235301, 8.7402172 50.123495, 8.740098 50.1236138, 8.7403105 50.1237019, 8.7402948 50.1237184, 8.7403549 50.1237416, 8.7403699 50.1237274, 8.7405547 50.1238034, 8.7405721 50.1237868, 8.7409998 50.1239628, 8.7410151 50.1239482, 8.7410638 50.1239668, 8.7411014 50.12393, 8.7411096 50.1239328, 8.7411489 50.123893, 8.7408803 50.1237819, 8.7412002 50.123462, 8.7412633 50.1234538, 8.7412371 50.123376, 8.7411742 50.1233848, 8.7410309 50.1233262, 8.7406575 50.1231719))",,,Flamme Möbel,,,Frankfurt am Main,433,60314,Hanauer Landstraße,Mo-Fr 10:00-19:00; Sa 10:00-18:00; PH off,,DE,+49 69 94173 0,furniture,https://www.flamme.de/orte-frankfurt/,no,,,,,,,,,,commercial,,,,,,,"[616368238, 616368237, 616368236, 616368235, 10254079326, 10254079324, 10254079323, 10254079325, 616368256, 616368254, 10254079328, 10254079327, 616368267, 10254079330, 10254079331, 616368266, 616368253, 3718641407, 3718641406, 3718641404, 3718641405, 616368252, 616368238]",,,,,,,,,,,,,,,,,,,info@flamme-frankfurt.de,+49 69 94173 28,,,,,Flamme Möbel GmbH Frankfurt & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,371631426,"POLYGON ((8.721002 50.1110953, 8.7210866 50.1111234, 8.7211637 50.1110279, 8.721178 50.1110327, 8.7212029 50.1110018, 8.7211543 50.1109856, 8.7211347 50.1110099, 8.7210841 50.1109931, 8.721002 50.1110953))",,,,,,Frankfurt am Main,16a,60314,Schmickstraße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3751937251, 3751937252, 10258077620, 10258077619, 3751937249, 10258077618, 10258077617, 3751937248, 3751937251]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
