element_type,osmid,barrier,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:fax,contact:phone,contact:website,isced:level,name,operator,operator:type,ref,wheelchair,alt_name,wikidata,addr:country,preschool,school:type,description,email,office,opening_hours,phone,website,grades,after_school,min_age,note,isced,nodes,name:etymology:wikidata,toilets:wheelchair,wikipedia,start_date,landuse,area,fence,name:en,religion,loc_name,short_name,wikipedia:de,addr:housename,building,building:levels,roof:levels,ref:AEFE,old_name,construction,wheelchair:description,alt,roof:shape,capacity,fee,image,name:fr,name:de,name:etymology,ways,type
way,166552095,,"POLYGON ((8.6756346 50.1009851, 8.6758636 50.1010902, 8.6759301 50.1011159, 8.6766587 50.1013886, 8.6766638 50.101397, 8.6769774 50.1013256, 8.6770241 50.1012745, 8.6770548 50.1012402, 8.6772878 50.1009776, 8.6761824 50.100564, 8.6761658 50.100561, 8.6761465 50.1005606, 8.676134 50.1005621, 8.6761179 50.1005662, 8.6761044 50.1005721, 8.6756346 50.1009851))",Frankfurt am Main,21-23,60596,Holbeinstraße,school,poststelle.carl-schurz-schule@stadt-frankfurt.de,+49 69 21240554,+49 69 21233840,https://www.carl-schurz-schule.de/,2A;3A,Carl-Schurz-Schule,,public,5104,limited,,Q1036598,DE,,,,,,,,,5-12,,,,,"[1780008151, 2407252162, 2407252202, 9847138672, 2407252248, 1780008152, 2407252229, 2407252243, 1780008150, 9847138671, 9847138669, 9847138667, 9847138668, 9847138670, 1780008149, 1780008151]",,,de:Carl-Schurz-Schule,1957-02-15,,,,,,,,,,,,,,,,,,,,no,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Frankfurt%2C_Carl-Schurz-Schule.jpg/2560px-Frankfurt%2C_Carl-Schurz-Schule.jpg,,,,,
way,166552478,,"POLYGON ((8.6820812 50.1014873, 8.6824125 50.101337, 8.6824296 50.1013318, 8.6824501 50.1013288, 8.6824796 50.1013275, 8.6825093 50.1013305, 8.6834963 50.1014848, 8.6835067 50.1014885, 8.6835149 50.1014918, 8.6835255 50.1014991, 8.6835325 50.1015084, 8.6835345 50.1015159, 8.6835342 50.1015237, 8.683364 50.1020958, 8.6833108 50.1020868, 8.683214 50.1020699, 8.6830572 50.1020436, 8.68298 50.1020303, 8.682139 50.1018884, 8.6822144 50.1017774, 8.6822203 50.1017614, 8.6822612 50.101655, 8.6821752 50.1015762, 8.6820812 50.1014873))",Frankfurt am Main,11,60594,Diesterwegstraße,school,Poststelle.gymnasium-sued@stadt-frankfurt.de,,,https://gymnasium-sued.de,2A;3A,Gymnasium Süd (Schule im Aufbau),Stadt Frankfurt am Main,public,4616,,,,DE,,,,,,,,,,,,,,"[823746017, 9848916702, 9848916701, 9848916700, 9848916699, 1780012190, 1780012192, 9848916696, 9848916697, 9848916693, 9848916694, 9848916695, 9848916698, 1780012195, 2407252295, 2407252292, 2407252290, 2407252289, 1780012194, 9848916703, 9848916656, 1780012193, 823745827, 823746017]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166579536,,"POLYGON ((8.6443811 50.0965856, 8.6456405 50.09697, 8.6456703 50.0969791, 8.6464246 50.096034, 8.6469077 50.0954287, 8.6461172 50.0952133, 8.645868 50.0955497, 8.6454871 50.0954459, 8.6453786 50.0955871, 8.645113 50.0955209, 8.6450429 50.0956228, 8.6443811 50.0965856))",Frankfurt am Main,333-335,60327,Gutleutstraße,school,sekretariat@wvs-ffm.de,+49 69 21240191,+49 69 21240100,https://wvs-ffm.de/,3B,Werner-von-Siemens-Schule,Stadt Frankfurt am Main,public,6273,,,,DE,,,,,,,,,,,,,,"[1780244382, 7623519788, 766080274, 766080259, 766080270, 1780244363, 1780244369, 1780244366, 1780244373, 1780244368, 10006475554, 1780244382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166929792,,"POLYGON ((8.7494197 50.1568179, 8.7493737 50.1568749, 8.7498186 50.1570191, 8.7498613 50.156973, 8.7499426 50.1568832, 8.7500414 50.1567749, 8.7498632 50.1567074, 8.7499677 50.1565935, 8.7499852 50.1565747, 8.7499876 50.156572, 8.7500286 50.1565277, 8.7500784 50.1564735, 8.7494925 50.1562396, 8.7494088 50.1562573, 8.7490552 50.1566989, 8.7493567 50.1567973, 8.7493837 50.1568062, 8.7494197 50.1568179))",Frankfurt am Main,2,60388,Landgraben,school,,+49 69 21241208,+49 69 21275055,https://www.schuleamlandgraben.de/,1,Schule am Landgraben,Stadt Frankfurt am Main,public,3824,yes,,,,,,,,,,,,,,,,,"[1783405685, 1783405689, 9661352602, 1327782118, 9659748478, 1327781537, 9661352600, 10240160347, 10240160348, 10240160350, 10240160353, 1783405681, 1783405678, 1783405679, 1783405680, 10240160359, 10240160354, 1783405685]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166971206,,"POLYGON ((8.6842894 50.1175809, 8.6844081 50.1176066, 8.6848701 50.1177119, 8.6850105 50.1177448, 8.6851118 50.1177501, 8.6852084 50.1177511, 8.6852201 50.1177412, 8.6852192 50.1176404, 8.6852212 50.1175903, 8.6852217 50.1174916, 8.685082 50.1174851, 8.685081 50.1174603, 8.6850819 50.1174245, 8.6850848 50.1172822, 8.6850806 50.1172818, 8.685083 50.1171092, 8.6850287 50.1171036, 8.6850308 50.1170854, 8.6850334 50.1170625, 8.6850478 50.1169231, 8.6850666 50.1167172, 8.6848679 50.1167086, 8.6848679 50.1166882, 8.6848553 50.1166666, 8.6848426 50.1166532, 8.6848262 50.1166425, 8.6848077 50.1166354, 8.6847796 50.1166289, 8.684697 50.1166205, 8.6846288 50.1166134, 8.684426 50.1166066, 8.6844143 50.1166077, 8.684394 50.1166119, 8.6843779 50.1166169, 8.6843615 50.116627, 8.6843484 50.1166401, 8.6843403 50.1166595, 8.6843282 50.1167821, 8.6843198 50.1168377, 8.6842713 50.1172541, 8.6843135 50.117255, 8.6842932 50.1175242, 8.6842894 50.1175809))",Frankfurt am Main,23,60313,Schäfergasse,school,poststelle.liebfrauenschule@stadt-frankfurt.de,+49 69 21231441,+49 69 21235162,http://liebfrauenschule.info/,1,Liebfrauenschule,Stadt Frankfurt am Main,public,3162,,,,,,,,,,,,,,,,,,"[1783605412, 1853445546, 766009993, 766009930, 766010039, 766010069, 766009980, 1853445572, 1853445534, 1853445516, 1783605410, 401300172, 766009984, 766010072, 9837338284, 766010089, 1853445485, 1853228897, 1853445476, 34916170, 34916171, 766010102, 6257392039, 9837338342, 9837338341, 9837338340, 9837338339, 9837338343, 6257392038, 1853445351, 1783605408, 1853445353, 9837336877, 9837336878, 9837336879, 9837336880, 9837336881, 6257392037, 6257392032, 9837336875, 9837336876, 3424972651, 1783605412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,167141345,,"POLYGON ((8.7674116 50.1202983, 8.7681444 50.120389, 8.7682193 50.1203976, 8.7684648 50.1204283, 8.7684833 50.1203765, 8.7690625 50.1204473, 8.7696476 50.1191094, 8.7681182 50.1189624, 8.7675884 50.1191136, 8.7675984 50.1192296, 8.7675971 50.1194231, 8.7675851 50.1195269, 8.7675661 50.1196266, 8.7674116 50.1202983))",,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1785423396, 2397327159, 2397327161, 10228642898, 10228642897, 1785423397, 1785423386, 1785423379, 1785423381, 10228642894, 10228642896, 10228642895, 1785423394, 1785423396]",,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,
way,167202114,,"POLYGON ((8.6608715 50.1155011, 8.6609216 50.115495, 8.6610964 50.1154697, 8.6611492 50.1154617, 8.6613179 50.1154361, 8.6615917 50.1154037, 8.6616745 50.1153939, 8.6617344 50.1153868, 8.661567 50.1147986, 8.661561 50.1147895, 8.661552 50.1147813, 8.6615389 50.1147748, 8.6615228 50.1147708, 8.6615042 50.1147694, 8.6607626 50.1148138, 8.6607346 50.1148219, 8.6607141 50.1148314, 8.660691 50.1148458, 8.6606742 50.1148623, 8.6606631 50.1148785, 8.6606578 50.1148965, 8.6606572 50.1149079, 8.6608715 50.1155011))",Frankfurt am Main,2,60325,Lindenstraße,school,poststelle.elsa-braendstroem-schule@stadt-frankfurt.de,+49 69 21237772,+49 69 21235266,http://www.ebs-ffm.de/,1,Elsa-Brändström-Schule,Stadt Frankfurt am Main,public,3130,,,,DE,,,,,,,,,,,,,,"[1786167092, 665301585, 665301587, 9874973041, 1786167079, 9877518819, 9877518820, 1786167078, 1786167071, 9874973081, 9874973080, 9874973079, 9874973082, 1786167068, 1786167074, 9874973083, 9874973084, 9874973085, 9874973086, 9874973087, 9874973088, 1786167077, 1786167092]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203013136,,"POLYGON ((8.541756 50.1060977, 8.5418769 50.1059897, 8.5420927 50.1058732, 8.5425082 50.1054909, 8.5427473 50.1052709, 8.5427072 50.1052529, 8.5426679 50.1052352, 8.5427595 50.1051529, 8.5415664 50.1045643, 8.5415363 50.1045503, 8.5412153 50.104845, 8.5409653 50.1047367, 8.540777 50.1050879, 8.5408713 50.1053839, 8.5414991 50.1056854, 8.5412902 50.1058892, 8.541315 50.105901, 8.541756 50.1060977))",Frankfurt am Main,24,65929,Gebeschusstraße,school,poststelle.leibnizschule@stadt-frankfurt.de,+49 69 21245779,+49 69 21245505,https://www.leibnizschule-ffm.de/,2A;3A,Leibnizschule,Stadt Frankfurt am Main,public,5114,no,,,,,,,,,,,,,,,,,"[2129723457, 9987921173, 9987921174, 6964524337, 2129723371, 9987921175, 1722687370, 2129723357, 6964524353, 2129723307, 9987921176, 2129723345, 2129723363, 2129723373, 2129723428, 2129723453, 6964524342, 2129723457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,208093630,,"POLYGON ((8.5438462 50.1137745, 8.5443792 50.113258, 8.543962 50.1129973, 8.5433753 50.1125823, 8.5433954 50.1125456, 8.5428875 50.1122623, 8.542034 50.1130356, 8.542339 50.1131554, 8.542488 50.1132139, 8.5425478 50.1132374, 8.5427229 50.1133099, 8.5428198 50.11335, 8.5438462 50.1137745))",Frankfurt am Main,50-54,65929,Sossenheimer Weg,school,schulleitung@walter-kolb-schule.de,+49 69 21233640,+49 69 21245478,https://walter-kolb-schule.de/,1;2A,Walter-Kolb-Schule,Stadt Frankfurt am Main,public,3109,,,,,,,,,,,,,,,,,,"[1722428266, 2184120663, 69346675, 2184120533, 2184120514, 2184120462, 2181840027, 10006201097, 10006201098, 2181840033, 2181840041, 5653716900, 1722428266]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,210639764,,"POLYGON ((8.5415588 50.1002425, 8.5417418 50.0999609, 8.5406793 50.0996789, 8.5406594 50.0997121, 8.540401 50.0996523, 8.540232 50.0999019, 8.5415588 50.1002425))",Frankfurt am Main,38,65929,Hostatostraße,school,info@hostatoschule.de,+49 69 21245791,+49 69 21245553,https://hostatoschule.de/,1;2A,Hostatoschule,Stadt Frankfurt am Main,public,3114,no,,,,,,,,,,,,,,,,,"[2207162594, 2207162553, 8753308413, 8753308414, 2207162536, 3531501768, 2207162594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,210639765,,"POLYGON ((8.5439044 50.1005075, 8.5441251 50.1006067, 8.5442722 50.100472, 8.5444093 50.1003466, 8.544502 50.1002617, 8.544368 50.1002015, 8.5442325 50.1001406, 8.5438557 50.1004856, 8.5439044 50.1005075))",Frankfurt am Main,,65929,Hostatostraße,school,,,+49 69 21245471,http://hostatoschule.de/,1;2A,Hostatoschule (Außenstelle),,,3114,,,,,,,,,,,,,,,,,,"[1212032880, 1212032860, 1212033210, 1212032697, 1212032852, 1212033176, 2207162576, 2207162632, 1212032880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,211963301,,"POLYGON ((8.543948 50.0988728, 8.5438865 50.0987929, 8.5433625 50.0986372, 8.5432429 50.0988189, 8.5431813 50.0989088, 8.5429853 50.0988578, 8.5429308 50.0989367, 8.5428043 50.0991288, 8.5427895 50.0991517, 8.5435483 50.0993562, 8.5436342 50.0993361, 8.543948 50.0988728))",Frankfurt am Main,2,65929,Luciusstraße,school,poststelle.robert-koch-schule@stadt-frankfurt.de,+49 69 21245805,+49 69 21245567,http://www.robert-koch-schule-frankfurt.de/,2A,Robert-Koch-Schule,Stadt Frankfurt am Main,public,5013,limited,,Q28382650,,,,,,,,,,,,,,,"[566322522, 2218848258, 2218848220, 1212398239, 1212396964, 2218848277, 1212396348, 1212397706, 2218848298, 2218848301, 2218848300, 566322522]",,,,,,,,,,,,Robert-Koch-Schule (Frankfurt),,,,,,,,,,,,,,,,,,
way,212454800,,"POLYGON ((8.5514399 50.1014558, 8.5511483 50.1013583, 8.5511225 50.1013869, 8.5509043 50.1016659, 8.5510685 50.1017188, 8.5511723 50.1017545, 8.5511251 50.1018158, 8.5517844 50.1020189, 8.5520473 50.1016884, 8.5522235 50.1017378, 8.5523607 50.1015652, 8.5520572 50.1014629, 8.5522152 50.1012644, 8.5519833 50.1011895, 8.551765 50.1014648, 8.5517428 50.1014928, 8.5514804 50.1014076, 8.5514399 50.1014558))",Frankfurt am Main,40,65929,Kasinostraße,school,info@kasinoschule.de,+49 69 21245843,+49 69 21245554,http://kasinoschule.de/,1;2A,Kasinoschule,Stadt Frankfurt am Main,public,4602,,,,,,,,,,,,,,,,,,"[60739386, 2223014200, 9986228103, 1200653910, 1200653743, 1200653674, 9986228094, 1200653669, 1200653960, 1200653608, 1200654143, 1200653916, 1200653863, 1200654508, 2223014203, 1200653718, 1200654285, 60739386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230544902,,"POLYGON ((8.6681444 50.1068092, 8.6679389 50.1066959, 8.6677947 50.1068047, 8.6676492 50.1067331, 8.6667946 50.1064472, 8.6663345 50.1062849, 8.6661308 50.1062035, 8.6661618 50.1061786, 8.6664651 50.1059337, 8.6664911 50.1059126, 8.6665873 50.1058325, 8.6666648 50.10587, 8.6669246 50.1060036, 8.6669746 50.1059454, 8.667163 50.1057663, 8.6673346 50.105874, 8.6673029 50.1059026, 8.6676 50.1060776, 8.6677121 50.1061432, 8.6675729 50.1062953, 8.6678622 50.1064638, 8.6682767 50.1067052, 8.6681444 50.1068092))",Frankfurt am Main,11,60329,Moselstraße,school,poststelle.karmeliterschule@stadt-frankfurt.de,+49 69 21235215,+49 69 21235338,https://www.karmeliterschule.de/,1,Karmeliterschule,Stadt Frankfurt am Main,public,3117,,,,,,,,,,,,,,,,,,"[2390402577, 2390402574, 2390402576, 8443984915, 2390402569, 8443984916, 8443984903, 1847325514, 1847325441, 9842515753, 9842515752, 2390402556, 2390402560, 8443984905, 2390402551, 8443984906, 991807645, 2390402561, 2390402564, 1780221158, 2390402571, 2390402575, 2390402577]",,,,,,,,,,,,,,,,,,,,,,,,,,Ecole des Carmélites,,,,
way,230544904,,"POLYGON ((8.6676 50.1060776, 8.6676562 50.1060303, 8.6676648 50.1060245, 8.6677246 50.105985, 8.6677959 50.1059376, 8.6678551 50.1058987, 8.6678604 50.1058952, 8.6679243 50.1058528, 8.6679276 50.1058506, 8.6679059 50.1058371, 8.6680169 50.1057636, 8.6680517 50.1057844, 8.6680921 50.105814, 8.6681623 50.1058589, 8.6681681 50.1058549, 8.6684429 50.1060251, 8.6683263 50.1061022, 8.6682094 50.1061807, 8.6682437 50.1062029, 8.6681428 50.1062646, 8.6679656 50.1063787, 8.6678622 50.1064638, 8.6675729 50.1062953, 8.6677121 50.1061432, 8.6676 50.1060776))",Frankfurt am Main,38,60329,Gutleutstraße,school,poststelle@weissfrauenschule.frankfurt.schulverwaltung.hessen.de,+49 69 21240533,+49 69 21235670,http://www.weissfrauenschule.de/,1,Weißfrauenschule,Stadt Frankfurt am Main,public,4607,,,,,,,,,,,,,,,,,,"[2390402561, 991807587, 9844128324, 9844128321, 9844128320, 9844128317, 9844096116, 9844096113, 2390402558, 2390402555, 991807639, 1780219765, 991807660, 9844128345, 9844128347, 991807290, 991807297, 991807552, 991807361, 2390402566, 991807177, 2390402571, 1780221158, 2390402564, 2390402561]",,,,1905,,,,,,,,,,,,,,August-Henze-Schule,,,,,,,,,,,,
way,232366741,,"POLYGON ((8.6769979 50.102283, 8.6770491 50.102302, 8.6771907 50.1021434, 8.6771999 50.1021369, 8.6772146 50.1021303, 8.6772339 50.1021252, 8.6772536 50.1021229, 8.6772734 50.1021232, 8.6772971 50.102127, 8.677729 50.1022892, 8.6778105 50.1023194, 8.6778555 50.1022558, 8.6779372 50.1021424, 8.6780275 50.1020137, 8.678049 50.1019866, 8.6781421 50.101851, 8.678204 50.1017645, 8.6783003 50.1016273, 8.6782511 50.1016172, 8.6781652 50.1014531, 8.6765946 50.1018157, 8.6765703 50.1018223, 8.6765543 50.101839, 8.6763697 50.1020478, 8.6765223 50.102105, 8.6769979 50.102283))",Frankfurt am Main,3,60596,Morgensternstraße,school,poststelle.schillerschule@stadt-frankfurt.de,,+49 69 21233058,http://www.schillerschule.de/,2A;3A,Schillerschule,Stadt Frankfurt am Main,public,5109,,,Q2235789,,,,,,,,,,,,,,,"[2407196930, 2407196935, 2407196910, 2407196903, 2407196900, 2407196902, 9847138747, 9847138746, 2407196906, 2407196931, 2407196936, 2407196928, 2407196911, 2407196882, 9847138776, 2407196861, 831860661, 831860606, 9847138777, 2407196797, 2407196860, 9847138739, 2407196862, 2407196891, 2407196895, 2407196930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,232554893,,"POLYGON ((8.6789663 50.1000533, 8.6791633 50.0998427, 8.6793259 50.099909, 8.679329 50.0999104, 8.6793758 50.0998624, 8.6794063 50.0998292, 8.6794421 50.0997924, 8.6794863 50.0998101, 8.6794974 50.0997849, 8.6795386 50.099703, 8.679551 50.0996773, 8.6795634 50.0996515, 8.6796608 50.0994542, 8.6796381 50.0993691, 8.6797173 50.0992776, 8.679678 50.0992634, 8.6795402 50.0992143, 8.6791928 50.0990908, 8.6790559 50.0992467, 8.6789452 50.0992686, 8.6786855 50.0991762, 8.6786264 50.0991547, 8.6784112 50.0990786, 8.6783549 50.0990587, 8.6780199 50.0993537, 8.6779889 50.0993807, 8.6783801 50.0995362, 8.6784229 50.0995532, 8.6785995 50.0996238, 8.6786246 50.0996953, 8.6784699 50.0998561, 8.6789663 50.1000533))",Frankfurt am Main,104,60596,Textorstraße,school,Sekretariat@igs-sued.eu,+49 69 21233016,+49 69 21275401,http://www.igs-sued.eu/,2A,IGS Süd,Stadt Frankfurt,public,3143,no,,,DE,,,,,,,,,,,,,,"[2408998555, 2408998532, 9849592880, 2408998539, 2408998535, 2408998528, 2408998521, 2408998517, 2408998519, 2408998506, 2408998495, 9849592875, 2408998449, 2408998430, 2408998416, 833198002, 833197900, 2408998395, 9849592874, 2408998421, 2408998404, 9849592873, 9986884293, 2408998383, 2408998426, 2408998437, 9986884286, 2408998488, 2408998494, 2408998505, 2408998533, 2408998555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,247897679,,"POLYGON ((8.6890105 50.151289, 8.6890885 50.1511307, 8.6893213 50.1511778, 8.6892432 50.1513361, 8.6890105 50.151289))",Frankfurt am Main,16,60435,Ronneburgstraße,school,info@freieschulefrankfurt.de,,+49 69 636750,https://www.freie-schule-frankfurt.de/,0;1,Freie Schule Frankfurt,,private,,yes,,,DE,,,,,,,,,,,,,,"[2547525764, 2547525770, 2547525773, 2567817094, 2547525764]",,yes,,,,,,,,,,,,school,3,0,,,,,,,,,,,,,,
way,288916350,,"POLYGON ((8.7258084 50.0974911, 8.7257892 50.0975245, 8.7257636 50.0976295, 8.7257152 50.0978665, 8.7257339 50.0978683, 8.7257942 50.0978744, 8.7258821 50.0978826, 8.7258843 50.0978755, 8.725936 50.0978826, 8.7263277 50.0979344, 8.7263178 50.0980111, 8.7262729 50.0981658, 8.7265894 50.0982001, 8.7266187 50.098082, 8.7266496 50.0979638, 8.7269626 50.0980011, 8.7269758 50.0979683, 8.7270472 50.0977037, 8.7270649 50.0976434, 8.7266554 50.0975963, 8.7264217 50.0975703, 8.7258084 50.0974911))",Frankfurt am Main,13,60599,Wiener Straße,school,poststelle.gruneliusschule@stadt-frankfurt.de,+49 69 212 74975,+49 69 21235294,http://www.gruneliusschule-frankfurt.de/,1,Gruneliusschule,Stadt Frankfurt am Main,public,3111,,,,,,,,,,,,,,,,,,"[89134698, 1004209158, 1004209061, 2924700901, 1004209107, 1004209082, 10151837855, 1004208950, 10151837852, 1004209057, 1004209131, 2924700913, 1004209121, 1004209080, 2924700906, 2924700907, 1004209109, 1004208991, 2924699897, 1004208899, 1004208975, 89134698]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,293695602,fence,"POLYGON ((8.6374642 50.180515, 8.6359411 50.1798073, 8.6361522 50.1796317, 8.6367826 50.1791073, 8.6383056 50.1798047, 8.6374642 50.180515))",Frankfurt am Main,11,60438,Gräfin-Dönhoff-Straße,school,poststelle.igs-kalbach-riedberg@stadt-frankfurt.de,+49 69 21245999,+49 69 21275644,http://www.igs-kalbach-riedberg.de/,2A,Josephine-Baker-Gesamtschule,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,Auf Initiativbeschluss des Ortsbeirates 12 vom 14.10.2022 (OI 13) führt die IGS Kalbach-Riedberg ab dem Datum dieser Veröffentlichung den Namen Josephine-Baker-Gesamtschule Integrierte Gesamtschule der Stadt Frankfurt am Main,,"[2972872240, 2972872241, 9846854888, 2972872242, 2972872243, 2972872240]",,,,,,,,,,,,,,,,,,IGS Kalbach-Riedberg,,,,,,,,,,,,
way,302489153,,"POLYGON ((8.6948954 50.1044255, 8.6949223 50.1042523, 8.6948816 50.1039293, 8.6942287 50.1038858, 8.6942627 50.1036076, 8.6938904 50.1035578, 8.69368 50.103522, 8.6936096 50.10351, 8.6932138 50.1033987, 8.6929084 50.1033041, 8.6926733 50.1032303, 8.6926099 50.1032126, 8.6925255 50.1032017, 8.6924425 50.1032024, 8.6923561 50.1032165, 8.6922681 50.1032373, 8.6922131 50.1032718, 8.692165 50.1033085, 8.6921152 50.1033636, 8.6922093 50.1033736, 8.6921834 50.1034725, 8.6921106 50.1034676, 8.6920599 50.1036148, 8.6920081 50.1036065, 8.6919758 50.1036013, 8.6919476 50.1036771, 8.6919303 50.1037539, 8.6919222 50.1038352, 8.6919279 50.1039154, 8.6919436 50.1040048, 8.6919771 50.1041333, 8.6920258 50.1041324, 8.6921417 50.1042154, 8.6921417 50.104248, 8.6933303 50.1043237, 8.6933464 50.1042263, 8.693389 50.1041483, 8.6938751 50.1041796, 8.6938474 50.1043575, 8.6948954 50.1044255))",,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3067432353, 3067432354, 3067432355, 3067432356, 3067432359, 9854423370, 1843025116, 388293542, 3067432360, 3067432373, 9854423365, 10006597070, 9854423364, 10006597069, 9854423362, 9854423363, 10006597068, 9854423368, 10006597067, 10006597066, 10006597065, 9854423380, 9422314199, 9854423367, 3067432364, 3067432371, 9854423371, 3067432370, 3067432372, 3067432369, 3067432368, 3067432367, 3067432366, 3067432363, 388293597, 388293599, 3067432361, 3067432358, 3067432357, 3067432353]",,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,
way,328224149,,"POLYGON ((8.6211877 50.180575, 8.6216799 50.1799324, 8.6198114 50.1793838, 8.6195271 50.1797908, 8.6193553 50.1800398, 8.6211877 50.180575))",Frankfurt am Main,55,60438,Graf-von-Stauffenberg-Allee,school,Poststelle.marie-curie-schule@stadt-frankfurt.de,+49 69 21277345,+49 69 21277303,https://www.marie-curie-schule.de/,1,Marie-Curie-Schule,Stadt Frankfurt am Main,public,,yes,,,DE,,,,,,,,,,,,,,"[5841758928, 3350347322, 3350347315, 5841759218, 5841759219, 5841758928]",Q7186,,,,,,,,,,,,,,,,,Grundschule Riedberg II,,,,,,,,,,,,
way,363618057,,"POLYGON ((8.5579635 50.1068699, 8.5582468 50.1065898, 8.5585736 50.1063214, 8.5604575 50.106618, 8.5601503 50.106883, 8.5597961 50.1070312, 8.5594562 50.1070848, 8.5590899 50.1070675, 8.558532 50.1070021, 8.5579635 50.1068699))",Frankfurt am Main,60,65929,Palleskestraße,school,poststelle.igs-15@stadt-frankfurt.de,+49 69 212 45547,+49 69 212 71432,https://igs15-frankfurt.de/,,IGS 15,Stadt Frankfurt am Main,public,,,,,,,,,,,,,,,,,Containeranlage für temporär ausgelagerte Schulen.,,"[3677877978, 9984712954, 3677877982, 3677877981, 3677877980, 4616414228, 3677877979, 4616414226, 4616414227, 3677877978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,370897952,,"POLYGON ((8.5548216 50.1057766, 8.5537904 50.1052629, 8.5551228 50.1040941, 8.5564055 50.1046779, 8.5554575 50.1055244, 8.555246 50.1054261, 8.5548216 50.1057766))",Frankfurt am Main,20,65929,Palleskestraße,school,poststelle.igs-west@stadt-frankfurt.de,+49 69 21247093,+49 69 21247087,https://www.igs-west-frankfurt.de/,2A,IGS West,Stadt Frankfurt am Main,public,,yes,Integrierte Gesamtschule West,,,,,,,,,,,,,,,,"[3745668131, 3745668130, 3745668128, 3745668129, 5554738808, 5554738809, 3745668131]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,418680975,fence,"POLYGON ((8.5034732 50.0875008, 8.5037703 50.0872643, 8.5040894 50.0870377, 8.5044099 50.0871785, 8.5046839 50.0870987, 8.5046427 50.087191, 8.5061196 50.0873391, 8.5060099 50.0875991, 8.5058218 50.0875811, 8.5057982 50.087622, 8.5057807 50.0876517, 8.5055961 50.0876276, 8.5054057 50.0881768, 8.5034732 50.0875008))",Frankfurt am Main,13,65931,Paul-Kirchhof-Platz,school,info@ludwig-weber-schule.de,+49 69 21245476,+49 69 21245465,https://ludwig-weber-schule.de/,1,Ludwig-Weber-Schule,Stadt Frankfurt am Main,public,3158,limited,,,,,,,,,,,,,,,,,"[4190385511, 4190385509, 60683082, 9988448782, 61152092, 9988448783, 2337512662, 2337512696, 2337512691, 1229210114, 2337512705, 2337512700, 61152093, 4190385511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,422992242,,"POLYGON ((8.6185162 50.1185205, 8.6194604 50.1176301, 8.6205545 50.1180765, 8.6199288 50.118651, 8.6196536 50.1189115, 8.6192908 50.1187836, 8.6185162 50.1185205))",Frankfurt am Main,41,60486,Biegweg,school,sekretariat@hessenkolleg-frankfurt.de,+49 69 70767020,+49 69 703090,http://www.hessenkolleg-frankfurt.de/,4A,Hessenkolleg Frankfurt,Land Hessen,,5507,,,Q1615801,,,,,,,,,,,,,,,"[4227149785, 4227149783, 4227149784, 4227149786, 36141170, 4227149787, 4227149785]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447724982,,"POLYGON ((8.5052003 50.0859397, 8.5044176 50.0858505, 8.5044443 50.0856849, 8.5044006 50.0856566, 8.5043379 50.0856119, 8.5037545 50.0859138, 8.5025436 50.0857018, 8.5027783 50.0869114, 8.5037703 50.0872643, 8.5040894 50.0870377, 8.5044099 50.0871785, 8.5046839 50.0870987, 8.5052003 50.0859397))",Frankfurt am Main,33,65931,Straße zur Internationalen Schule,school,isf@sabis.net,,+49 69 954319710,https://www.isf.sabis.net,0;1;2A;3A,International School Frankfurt Rhein-Main,ISF International School Frankfurt Rhein–Main Verwaltungs-GmbH,,,yes,,Q6055323,,,,,,,,,,,,,,,"[4640648658, 3159385783, 3159385782, 3159396597, 3159385781, 3159385784, 61151596, 9988448774, 4190385509, 60683082, 9988448782, 61152092, 4640648658]",,,,,,,,,,,ISF,,,,,,,,,,,,,,,,Internationale Schule Frankfurt-Rhein-Main,,,
