element_type,osmid,geometry,amenity,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date,name,operator,ref,website,fee,source,layer,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,shop,note,check_date:opening_hours,opening_hours,addr:suburb,level,survey:date,nodes,building,building:levels,roof:levels,roof:shape,unimainz:buildingId,phone,short_name,wikidata,wikimedia_commons,wikipedia,opening_hours:signed,toilets,smoking,building:material,height,branch,roof:colour,email,alt_name,company,office,leisure,not:brand:wikidata,description,official_name,source:geometry,healthcare,healthcare:speciality,opening_hours:covid19,toilets:wheelchair,cuisine,takeaway,contact:phone,contact:website,url,nohousenumber,gambling,building:colour,craft,source:position,note:de,start_date,addr:housename,second_hand,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:inspection,noaddress,outdoor_seating,diet:vegan,diet:vegetarian,roof:material,source_date,atm,source:date,social_facility:for,trade,delivery,drive_through,fax,disused:amenity,cafe,fuel:diesel,fuel:octane_95,fuel:octane_98,contact:fax,fixme,housename,seasonal,commercial,location,construction,opening_date,roof:type,ways,type
way,435191215,"POLYGON ((8.283481 49.995483, 8.2834739 49.9954125, 8.2835332 49.99541, 8.2835403 49.9954805, 8.283481 49.995483))",,,,,,,,,,,,,,,,,,,,,,,,,,"[4331301189, 4331301190, 4331301191, 4331301192, 4331301189]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,summer,,,,,,,
way,464890023,"POLYGON ((8.2306587 49.967932, 8.2308495 49.9678162, 8.2314409 49.9682192, 8.2312501 49.968335, 8.2306587 49.967932))",,,,,,,MDZ Haifa-Allee,,,http://www.mdz-haifa-allee.de,,,,Mainz,DE,20,55128,Haifa-Allee,,,,,,,,"[4599423113, 4599423114, 4599423115, 4599423116, 4599423113]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medical,,,,,,
way,477680973,"POLYGON ((8.2515551 49.9463017, 8.2527167 49.9464143, 8.252922 49.9455372, 8.2517604 49.9454246, 8.2515551 49.9463017))",,,,,,,Köbig,,,,,,,,,,,,,,,,,,,"[4709880796, 4709880795, 4709880794, 4709880793, 4709880796]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,478798984,"POLYGON ((8.2547418 49.9646404, 8.2544789 49.9644037, 8.2540357 49.9646085, 8.2542986 49.9648452, 8.2545497 49.9647292, 8.2545732 49.9647504, 8.254639 49.96472, 8.2546154 49.9646988, 8.2547418 49.9646404))",,,,,,,Elektrogroßhandel,,,,,"Stadt Mainz, eigene Quelle",,,,,,,electronics,,,,,,,"[4719951333, 4719951332, 4719951331, 4719951330, 4719951329, 4719951328, 4719951327, 4719951326, 4719951333]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,484050868,"POLYGON ((8.2627315 49.9491154, 8.262963 49.9491388, 8.2629947 49.9490091, 8.2627632 49.9489856, 8.2627315 49.9491154))",,,,,,,Dackermann KFZ Service & Autoglas,,,,,,,Mainz,DE,3,55129,Athener Allee,,,,,,,,"[4767969295, 4767969292, 4767969293, 4767969294, 4767969295]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,514181070,"POLYGON ((8.2403021 50.0179847, 8.2401405 50.0180555, 8.2402103 50.0181216, 8.2402191 50.0181177, 8.2403629 50.0182541, 8.240507 50.018191, 8.2403631 50.0180546, 8.2403719 50.0180508, 8.2403021 50.0179847))",,,,,,,,,,,,"Stadt Mainz, eigene Quelle",,Mainz,DE,5,55120,Zwerchallee,,,,,,,,"[5024012915, 5024012914, 5024012913, 5024012912, 5024012911, 5024012918, 5024012917, 5024012916, 5024012915]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,530770421,"POLYGON ((8.2408792 50.0158124, 8.2407777 50.0158421, 8.2407292 50.0157736, 8.2408306 50.0157439, 8.2408792 50.0158124))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2450771610, 2450771611, 2450771609, 5153312881, 2450771610]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,556937287,"POLYGON ((8.2621822 50.0145481, 8.2619847 50.0144016, 8.2622862 50.0142337, 8.2625429 50.0140911, 8.2629612 50.0138593, 8.2631582 50.0140062, 8.2627401 50.0142378, 8.2627533 50.0142476, 8.2624965 50.0143902, 8.2624835 50.0143805, 8.2621822 50.0145481))",,,,,,,Altes Weinlager,,,,,,,Mainz,,59-61,55118,Taunusstraße,,,,,,,,"[1750146456, 1750146454, 1750146449, 1750146448, 1750146439, 1750146440, 1750146451, 2447317744, 2447317745, 1750146453, 1750146456]",commercial,4,1,many,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,588001275,"POLYGON ((8.2319997 49.9673869, 8.2318828 49.9674531, 8.2317106 49.9673349, 8.231581 49.9674134, 8.2319021 49.9676339, 8.2320317 49.9675554, 8.2319229 49.9674806, 8.2320363 49.9674119, 8.2321451 49.9674867, 8.2322747 49.9674081, 8.2319536 49.9671877, 8.231824 49.9672662, 8.2319997 49.9673869))",,,,,,,,,,,,,,Mainz,DE,28,55128,Haifa-Allee,,,,,,,,"[5616595202, 5616595201, 5251788925, 5251788924, 5251788923, 5251788926, 5616595200, 5616595203, 5251788922, 5251788921, 5251787620, 5251787619, 5616595202]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,596341016,"POLYGON ((8.2297874 50.0143875, 8.229733 50.0143546, 8.2296181 50.0144333, 8.2296726 50.0144662, 8.2297874 50.0143875))",,,,,,,,,,,,"Stadt Mainz, eigene Quelle",,Mainz,DE,6,55120,Im Gewerbegebiet,,,,,,,,"[5681269022, 5681269023, 5681269024, 5681269025, 5681269022]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,619130128,"POLYGON ((8.2648726 49.9990951, 8.2651203 49.9991873, 8.2652332 49.9992287, 8.26527 49.9991873, 8.2653813 49.9990637, 8.2650215 49.9989298, 8.2648726 49.9990951))",,,,,,,,,,,,,,,,,,,,,,,,,,"[263686272, 2281837732, 2281829387, 5851094021, 5851094019, 5851094018, 263686272]",commercial,1,0,flat,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,
way,655640840,"POLYGON ((8.2538974 49.945918, 8.2539673 49.9456535, 8.2541641 49.9456751, 8.2541216 49.945836, 8.2541789 49.9458422, 8.2541649 49.9458954, 8.2541515 49.9459458, 8.2538974 49.945918))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6142628613, 6142628614, 6142628615, 6142628616, 6142628617, 6142628626, 6142628618, 6142628613]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,655640841,"POLYGON ((8.2541515 49.9459458, 8.2541458 49.945968, 8.2544039 49.945996, 8.2544101 49.9459723, 8.2549935 49.9460357, 8.2550742 49.9457282, 8.2542966 49.9456437, 8.2542287 49.9459023, 8.2541649 49.9458954, 8.2541515 49.9459458))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6142628618, 6142628619, 6142628620, 6142628621, 6142628622, 6142628623, 6142628624, 6142628625, 6142628626, 6142628618]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662641645,"POLYGON ((8.2531474 49.9608689, 8.2535105 49.9602405, 8.2535914 49.9602599, 8.2536059 49.9602349, 8.2536849 49.9602538, 8.2533229 49.9608804, 8.2532439 49.9608615, 8.2532285 49.9608883, 8.2531474 49.9608689))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6203408679, 6203408680, 6203408681, 6203408682, 6203408683, 6203408684, 6203409885, 6203409886, 6203408679]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662641647,"POLYGON ((8.2530196 49.9611267, 8.2531235 49.9609342, 8.253276 49.9609683, 8.2531721 49.9611608, 8.2530196 49.9611267))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6203409887, 6203409888, 6203409889, 6203409890, 6203409887]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662641648,"POLYGON ((8.254499 49.9629163, 8.2545822 49.962749, 8.2550194 49.9628421, 8.2549389 49.963006, 8.254499 49.9629163))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6203409891, 6203409892, 6203409893, 6203409894, 6203409891]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662842826,"POLYGON ((8.2563323 49.9588053, 8.2564232 49.9588247, 8.2564966 49.9586821, 8.2564058 49.9586627, 8.2563323 49.9588053))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6205111500, 821616680, 6205111499, 6205111498, 6205111500]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662842827,"POLYGON ((8.2561299 49.9589719, 8.2562074 49.9589884, 8.2562367 49.9589315, 8.2563551 49.9589568, 8.2564232 49.9588247, 8.2563323 49.9588053, 8.2560743 49.9587503, 8.2560062 49.9588824, 8.2561592 49.958915, 8.2561299 49.9589719))",,,,,,,,,,,,,,,,,,,,,,,,,,"[805421912, 6205111507, 6205111506, 821616653, 821616680, 6205111500, 821616633, 821616655, 6205111508, 805421912]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,662842828,"POLYGON ((8.2562216 49.9583848, 8.2564026 49.958425, 8.2562668 49.9586784, 8.2560857 49.9586382, 8.2562216 49.9583848))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6205111504, 6205111503, 6205111502, 6205111501, 6205111504]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,663097959,"POLYGON ((8.2927083 49.978624, 8.2929321 49.9783766, 8.2931653 49.9784567, 8.29294 49.9787106, 8.2927083 49.978624))",,,,,,,,,,,,,,,,2-4,,Weberstraße,,,,,,,,"[523833232, 2024538415, 2024538416, 6207192707, 523833232]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,671879519,"POLYGON ((8.2641591 49.9638192, 8.2641565 49.963912, 8.2641547 49.9639792, 8.264901 49.9639876, 8.2649054 49.9638276, 8.2641591 49.9638192))",,,,,,,REDNET AG,,,,,,,Mainz,DE,12,55129,Carl-von-Linde-Straße,,,,,,,,"[6291713212, 6990072591, 6291713211, 6291713210, 6291713209, 6291713212]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.rednet.ag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679680186,"POLYGON ((8.2380965 49.9689919, 8.238078 49.96899, 8.2379325 49.9689755, 8.2379168 49.9689739, 8.2378803 49.9691248, 8.23806 49.9691428, 8.2380965 49.9689919))",,,,,,,,,,,,,,Mainz,DE,19,55128,Drechslerweg,,,,,,,,"[6364398900, 6364398893, 6364398899, 6364398903, 6364398902, 6364398901, 6364398900]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,683285406,"POLYGON ((8.2539523 50.0045885, 8.2548663 50.0040752, 8.2548891 50.0040695, 8.2549079 50.0040689, 8.2549314 50.0040727, 8.2549468 50.0040817, 8.2549592 50.0040921, 8.2549608 50.0041051, 8.2549575 50.0041182, 8.2549474 50.0041303, 8.2541213 50.0047734, 8.2539626 50.0046953, 8.2540306 50.0046385, 8.2539523 50.0045885))",,,MyPlace-SelfStorage,Q109659129,,,MyPlace-SelfStorage,SelfStorage Dein Lagerraum GmbH,,https://www.myplace.de/,,,,Mainz,,7,55122,Anni-Eisler-Lehmann-Straße,storage_rental,,,,,,2021-08-26,"[6399947085, 6399947086, 6406665334, 6399947091, 6406665333, 6399947089, 6406665332, 6399947090, 6406665335, 6399947087, 6399947088, 10584869735, 10584869734, 6399947085]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686838268,"POLYGON ((8.2366578 49.997422, 8.2367416 49.9972669, 8.2368549 49.9972923, 8.236771 49.9974473, 8.2366578 49.997422))",,,,,,,,,,,,,,Mainz,,17,55122,Ricarda-Huch-Straße,,,,,,,,"[3832832113, 3832832114, 6438189418, 6438189419, 3832832113]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,713652376,"POLYGON ((8.1524388 49.9739611, 8.152743 49.9741218, 8.1528508 49.974037, 8.1525466 49.9738763, 8.1524388 49.9739611))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6709852564, 6709852563, 6709852566, 6709852565, 6709852564]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,727400492,"POLYGON ((8.2906051 49.9860644, 8.2906433 49.9860403, 8.2907028 49.9860792, 8.2906646 49.9861033, 8.2906051 49.9860644))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6816858794, 6816858795, 6816858796, 6816858797, 6816858794]",commercial,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,727400493,"POLYGON ((8.2904666 49.9857976, 8.2905306 49.9857594, 8.2905646 49.9857829, 8.2905007 49.9858211, 8.2904666 49.9857976))",,,,,,,,,,,,,,,,,,,,,,,,,,"[6816858798, 6816858799, 6816858800, 6816858801, 6816858798]",commercial,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,749489285,"POLYGON ((8.2689958 49.9978984, 8.2690141 49.9978698, 8.269099 49.9977506, 8.26927 49.9978013, 8.2696051 49.9979071, 8.269524 49.9980179, 8.2695026 49.9980117, 8.2693675 49.9982056, 8.2691919 49.9981546, 8.2693079 49.9979896, 8.2689958 49.9978984))",,,,,,,,,,,,,-1,,,4-6,,Ludwigsstraße,,,,,,,,"[7008675099, 7008767337, 7008675103, 1622765994, 1622766030, 1622766045, 7008675104, 7008675100, 7008675101, 7008675102, 7008675099]",commercial,2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,
way,793593853,"POLYGON ((8.2499404 50.0219579, 8.2507051 50.0215837, 8.250495 50.0214064, 8.2499524 50.021672, 8.2493583 50.0211709, 8.2491361 50.0212796, 8.2497597 50.0218055, 8.2499404 50.0219579))",,,,,,,Logistikzentrum 2,Werner & Mertz GmbH,,,,,,,,,,,,,,,,,,"[2037617293, 2037617227, 2037617204, 7422254345, 7422254346, 2037617194, 2037617264, 2037617293]",commercial,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,793597080,"POLYGON ((8.2433282 50.0224064, 8.2435635 50.0223188, 8.2436997 50.02247, 8.2446044 50.0221333, 8.2442158 50.0217022, 8.2430758 50.0221264, 8.2433282 50.0224064))",,,,,,,Produktionszentrum L8,Werner & Mertz GmbH,,,,,,Mainz,,96,55120,Rheinallee,,,,,,,,"[7422298517, 10674031730, 10674031729, 7422298518, 7422298519, 7422298520, 7422298517]",commercial,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,801730896,"POLYGON ((8.2785053 50.0005859, 8.2785435 50.0005468, 8.2785039 50.0005308, 8.2784657 50.0005699, 8.2785053 50.0005859))",ice_cream,,,,,,Eis am Rhein,,,,,,,,,,,,,,,,,,,"[7499032893, 7499032894, 7499032895, 7499032896, 7499032893]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,855363028,"POLYGON ((8.2255428 49.9927939, 8.225484 49.9929364, 8.2257153 49.9929759, 8.2257188 49.9929674, 8.2257483 49.9929724, 8.2257851 49.9929787, 8.2257816 49.9929874, 8.2262992 49.9930757, 8.2263579 49.9929335, 8.2258386 49.9928449, 8.2258279 49.9928707, 8.2257888 49.992864, 8.2257632 49.9928596, 8.2257741 49.9928334, 8.2255428 49.9927939))",,,,,,27.11.2019,,Studierendenwerk Mainz,,,,,-1,Mainz,,2a,55124,Isaac-Fulda-Allee,,Das Studierendenwerk Mainz baut ein neues Verwaltungsgebäude.,,,,,,"[7976838913, 7976838914, 7976838903, 7976838904, 9897445381, 7976838905, 7976838906, 7976838907, 7976838908, 7976838909, 7976838910, 9897445382, 7976838911, 7976838912, 7976838913]",commercial,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,house,Ende 2020,,,
way,1029978016,"POLYGON ((8.2308239 49.9688492, 8.2306669 49.9689414, 8.2309072 49.9691106, 8.2305935 49.969295, 8.2303112 49.9690963, 8.2301129 49.9692129, 8.2293862 49.9687013, 8.229818 49.9684475, 8.2299594 49.9685471, 8.2306343 49.9681505, 8.2310165 49.9684196, 8.2305789 49.9686768, 8.2308239 49.9688492))",,,,,,,,,,,,,,,,,,,,,,,,,,"[9494777224, 9494777225, 9494777226, 9494704616, 9494704615, 9494777217, 9494777218, 9494777219, 9494777220, 9494777221, 9494777222, 9494777223, 9494777224]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
way,1051534559,"POLYGON ((8.29337 49.9828499, 8.2931516 49.9827129, 8.2932928 49.9826198, 8.2935115 49.9827568, 8.29337 49.9828499))",,,,,,,,,,,,,,,,,,,,,,,,,,"[9663327584, 9663327585, 9663327586, 9663327587, 9663327584]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1074444297,"POLYGON ((8.2401717 49.9674573, 8.2403104 49.967552, 8.2400928 49.9676848, 8.239954 49.9675901, 8.239966 49.9675828, 8.2399028 49.9675397, 8.239983 49.9674907, 8.2400462 49.9675338, 8.2401717 49.9674573))",,,,,,,,,,,,,,Mainz,DE,9,55128,Am Schleifweg,,,,,,,,"[9855171250, 9855171258, 9855171257, 9855171256, 9855171255, 9855171254, 9855171253, 9855171252, 9855171250]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,
way,1082830818,"POLYGON ((8.2304963 50.0256571, 8.2306174 50.0256193, 8.2306925 50.0257098, 8.2305706 50.02575, 8.2304963 50.0256571))",,,,,,,,,,,,,,,,,,,,,,,,,,"[9923970214, 9923970215, 8868338480, 9923970216, 9923970214]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1108475787,"POLYGON ((8.2535458 50.0145361, 8.2536095 50.0145546, 8.2536813 50.0145533, 8.2537327 50.0145269, 8.2537943 50.0144939, 8.2538743 50.014457, 8.2537492 50.0143958, 8.2537105 50.0144153, 8.2536464 50.0144583, 8.2535458 50.0145361))",,,,,,,,,,,,survey,,,,,,,,,,,,,,"[10142281140, 10142281141, 10142281142, 10142281143, 10142281144, 10142281145, 10142281146, 9237198010, 10142281147, 10142281140]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1160410864,"POLYGON ((8.2802564 49.9592864, 8.2805032 49.959314, 8.2805716 49.9591682, 8.2804294 49.9591397, 8.2804254 49.9590491, 8.2802603 49.9590457, 8.2802606 49.9591395, 8.2802564 49.9592864))",,,,,,,,,,,,,,,,,,,,,,,,,,"[10792545630, 10792545631, 10792545632, 10792545633, 10792545634, 10792545635, 2049536474, 10792545630]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
