element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:phone,cuisine,level,name,old_name,opening_hours,operator,outdoor_seating,smoking,strapline,toilets,geometry,contact:email,contact:fax,contact:website,diet:vegetarian,indoor_seating,stars,tenant,wheelchair,wikidata,opening_hours:kitchen,wheelchair:description,alt_name,brewery,brand,brand:wikidata,brand:wikipedia,lastcheck,phone,website,diet:vegan,email,delivery,payment:cash,payment:credit_cards,payment:debit_cards,start_date,takeaway,toilets:wheelchair,website:menu,contact:facebook,contact:instagram,diet:halal,organic,short_name,description,fixme,microbrewery,name:etymology:wikidata,opening_hours:covid19,brewery:wikidata,brewery:schwarzbier,brewery:weizen,payment:girocard,payment:mastercard,payment:visa,reservation,check_date:opening_hours,addr:floor,contact:tripadvisor,internet_access,surveillance,opening_hours:signed,capacity,source,culture,addr:suburb,highchair,payment:maestro,payment:v_pay,air_conditioning,payment:edenred_ticket,payment:vpay,note,name:fr,vacant,diet:lacto_vegetarian,surveillance:type,payment:girocard_contactless,payment:mastercard_contactless,payment:visa_electron,addr:neighbourhood,payment:sodexo,terrace,dispensing,name:ja,opening_hours:note,pub,check_date,delivery:partner,ref:vatin,contact:whatsapp,mobile_phone:repair,disused:amenity,disused:opening_hours:signed,disused:outdoor_seating,disused:wheelchair,building,internet_access:fee,bar,contact:takeaway,delivery:description,payment:ep_geldkarte,description:covid19,toilets:access,description:delivery,fax,wheelchair:step_height,description:payment,operator:wikidata,payment:account_cards,reusable_packaging:accept,reusable_packaging:network,reusable_packaging:offer,safety:hand_sanitizer:covid19,safety:mask:covid19,takeaway:covid19,university,drink:cola,drink:soft_drink,url,contact:mobile,note:de,ice_cream,barrier,height,leaf_cycle,leaf_type,tourism,payment:mensa_card,internet_access:captive_portal,internet_access:password,internet_access:ssid,drink:beer,drink:coffee,drink:lemonade,drink:liquor,drink:milk,drink:soda,drink:tea,drink:wine,indoor,nodes,building:part,roof:orientation,roof:shape,building:colour,building:levels,historic,roof:levels,wikimedia_commons,wikipedia,payment:jcb,image,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:discover_card,payment:google_pay,payment:unionpay,payment:visa_contactless,atm,addr:housename,location
node,7341012725,Saarbrücken,,31,66119,Julius-Kiefer-Straße,restaurant,,regional;german;french,0,Altes Haus,,,Moni Lion,,,,,POINT (7.0114781 49.2175831),,,,,,,,limited,,,,,,,,,,+49 681 686 11 661.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"seit Mittwoch, 10. Mai 2023, wieder geöffnet mit der neuen Pächterin Moni Lion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7352098984,,,,,,restaurant,+49 681 8579524,kebab;turkish;escalope;salad,0,Ararat 1 Kebaphaus,,"Mo-Fr 11:00-22:00; PH,Su 16:00-22:00; Sa off",Ariz,,,,,POINT (7.0127825 49.2186229),,,,yes,,,,no,,,,,,,,,,,,no,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
node,7395564660,,,,,,restaurant,,,,Keng,Gino Vorstadtkneipe,Mo-Fr 09:30-18:00; Sa 09:30-22:00; Su 09:30-14:00,,,,Breakfast • Thai Restaurant,,POINT (6.9871287 49.2313871),,,https://keng-thai-restaurant.eatbu.com/,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,keng.thairestaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7399632543,Saarbrücken,,1,66125,Alter Stadtweg,restaurant,,kebab;pizza,0,Sultan Sofrası / Sultan's Küche,,Mo-We 09:00-17:00; Fr 09:00-17:00; Sa-Su 09:00-16:00,,,,,,POINT (7.0356339 49.2754617),,,,yes,,,,no,,,,,,,,,,+49 6897 9115738,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7431806625,,,,,,restaurant,+49 681 58958958,italian,,Amicizia – cucina von amore,,,,,,,,POINT (6.9847464 49.2340744),,,https://www.amiciziasaarbruecken.de/,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7463057010,Saarbrücken,DE,22,66111,Bahnhofstraße,restaurant,+49 681 3799111,italian,0;1,Vapiano,,"11:00-23:00; Fr,Sa 11:00-24:00; Jan 01 12:00-23:00; Dec 24,Dec 25 off; Dec 26,Dec 31 12:00-22:00",,pedestrian_zone,,,,POINT (6.9957523 49.2340972),saarbruecken1@vapiano.de,,https://de.vapiano.com/de/restaurants/vapiano-saarbruecken-bahnhofstrasse-22-1/,yes,yes,,,yes,,"Mo-Th 11:00-22:30; Fr,Sa 11:00-23:00; PH,Su 12:00-22:00",,,,Vapiano,Q506252,en:Vapiano,,,,yes,,yes,yes,,,,,,,,,,,,,,,,"PH,Mo-Su 11:30-21:00",,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foodora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7474398364,,,,,,restaurant,+49 681 51546,mexican,0,El Paso,,"Tu-Fr 11:45-14:00,18:00-23:00; Sa 18:00-23:00; PH,Mo closed",Familie Olsommer,no,,,,POINT (6.9749414 49.2335687),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7530037301,,,,,,restaurant,+49 681 98332480,,0,The Central Place,cafe bistro No8,"Mo-Fr 08:00-16:00; PH,Sa-Su closed",,,,,,POINT (6.9557515 49.2398264),,,https://theplace-sb.com,,yes,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7727352224,Saarbrücken,,22,66111,Karcherstraße,restaurant,+49 681 68627967,cambodian,0,Bistro Kambodscha,,"Mo-Sa 11:30-14:30,18:00-24:00; PH,Su closed",Dewu Zheng,,,,,POINT (6.9953044 49.2392403),info@bistro-kambodscha.de,,http://www.bistro-kambodscha.de,,,,,no,,"Mo-Sa 11:30-14:30,18:00-22:00; PH,Su closed",,,,,,,,,,,,,,,,,yes,,,https://www.facebook.com/BistroKambodscha/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7771030147,,,,,,restaurant,+49 681 83907886,,0,Le Comptoir,,"Tu-Sa 18:30-23:30; Mo,Su closed",Nora Christian;Comptoir GmbH,,,,,POINT (6.9989996 49.2358148),,,https://www.lecomptoir-saarbruecken.de/,,,,,no,,Tu-Sa 18:30-21:30,3 Stufen am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7785581318,,,,,,restaurant,,,0,La Monalisa,,"11:00-14:30,17:00-23:00",Indira,,,Pizzeria,,POINT (7.0366327 49.2258852),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7800992019,,,,,,restaurant,,,,Sportlertreff,,,,terrace,,,,POINT (7.0347799 49.2503515),,,https://www.lsvs.de/sportschule/sportlertreff.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7888175686,,,,,,restaurant,,,0,Am Schenkelberg,,,,,,,,POINT (7.0084648 49.2202708),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7967032152,,,,,,restaurant,,,0,Il Gabbiano,,"Mo,Tu,We,Fr 12:00-14:30,18:30-22:30; Sa 18:30-22:30; Su 12:00-14:30; Th closed",,,,Osteria & Ristorante,,POINT (6.9694697 49.2324694),,,,,,,,limited,,"Mo,Tu,We,Fr 12:00-14:00,18:30-22:00; Sa 18:30-22:00; Su 12:00-14:00; Th closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8010734074,,,,,,restaurant,,romanian,0,Transilvania Restaurant,,"Mo-Th 12:00-14:00,17:00-23:00; Fr-Sa 12:00-14:00,17:00-24:00; Su 12:00-23:00",,,,Original rumänische Küche,,POINT (6.945013 49.2399635),,,http://www.transilvania-saarbrücken.de,,,,,no,,,1 Stufe am Eingang,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8117732598,Saarbrücken,DE,42A,66123,Am Kieselhumes,restaurant,+49 681 64413,indian;italian,0,Punjab,,"Mo 17:30-22:30; Tu-Su 11:00-14:30,17:30-22:30",Familie Singh,yes,,Restaurant • Pizzeria – indische & italienische Spezialitäten,,POINT (7.0212655 49.2324594),,,https://www.restaurantpunjab.de/,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8117732599,Saarbrücken,DE,42B,66123,Am Kieselhumes,restaurant,+49 681 36710,greek,0,To Steki,,"Tu-Th 17:30-22:00; Fr-Su 12:00-14:30,18:00-22:00; Mo off",Triantafyllos Apostolidis,yes,,,,POINT (7.0211728 49.2323862),,,https://www.to-steki.com,,yes,,,no,,,3 Stufen an der Tür; Zugang zur Außenterrasse aber möglich,,,,,,,,,,,,,,,,,,,,,,,,,,,,"We-Sa 17:00-20:30; Su 11:30-14:00; Mo,Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8119386547,Saarbrücken,,17,66117,Deutschmühlental,restaurant,,,,Bel étage,,,,,,,,POINT (6.9617397 49.2265109),,,https://beletage-saarland.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gastronomie der Spielbank Saarbrücken – Restaurant und Veranstaltungsort für Konzerte, Feiern, Meetings, Seminare, Präsentationen u.v.m.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8143457808,Saarbrücken,DE,1,66131,Wogbachtal,restaurant,+49 6893 9871471,regional,,Wogbachtal-Hütte,,"We,Sa 12:00-20:00; PH,Su 10:00-20:00; Mo-Tu,Th-Fr closed",,yes,,,,POINT (7.1118429 49.2293603),,,https://www.wogbachtal-huette.saarland/,,yes,,,yes,,"We,Sa 12:00-19:00; PH,Su 12:00-19:00; Mo-Tu,Th-Fr closed",,Wogbachtalstube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8164562998,,,,,,restaurant,,regional,,Zum Reinsche,,"Tu,Sa 11:00-23:00; We-Fr 11:00-14:30,17:00-23:00; Su 11:00-14:30",,,,,,POINT (7.0681961 49.2199789),,,http://www.zum-reinsche.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8164563010,Saarbrücken,DE,20,66132,Blumenstraße,restaurant,,,,Zur Schwalbe,,,,,,,,POINT (7.0684861 49.2209355),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8164563011,Saarbrücken,DE,29,66132,Hauptstraße,restaurant,+49 681 894659,local,,Zur Linde,,,,,,,,POINT (7.0708345 49.2206446),,+49 681 892515,,,,,Familie Michael Diener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8241042601,,,,,,restaurant,+49 681 372717,german;international;italian;pizza;regional,0,Soma,,"Mo-Fr 10:30-14:00,17:30-23:00; Sa-Su 17:30-23:00",,,,,,POINT (6.9994399 49.2399677),,,http://www.somapizzaservice.de,yes,,,,limited,,,1 Stufe,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 681 372717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8358427920,,,,,,restaurant,,greek,0,Akropolis,,"Tu-Su 11:30-14:00,14:00-23:00; Mo closed; PH open",,,,,,POINT (6.9745096 49.227382),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8425953195,,,,,,restaurant,,,,QU4RTIER,,Mo-Fr 11:30-23:00; Sa 17:00-23:00; Su off,,,,,,POINT (6.9895368 49.2430932),,,https://www.qu4rtier.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/QU4RTIERsb,https://www.instagram.com/qu4rtier_sb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8476993845,,,,,,restaurant,,burger;german;kebab;pasta;pizza;salad,0,Saarland Restaurant,,Mo-Th 11:30-23:30; Fr 11:30-01:00; Sa 14:00-01:00; Su 14:00-23:30,,,,,,POINT (6.948887 49.2419693),,,,,,,,limited,,,1 Stufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8480983816,,,,,,restaurant,,,0,Orient Restaurant,,,P. Sarisaltik,,,,,POINT (6.9719306 49.2437859),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8583562190,,,,,,restaurant,,,0,Sapori di spezia,L. Schmitt Brot- und Feinbäckerei,"Mo,Tu,Th-Su12:00-14:30, 17:00-21:00",,,,,,POINT (6.990246 49.2472549),,,,,,,,yes,,,lange Rampe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8623323753,,,,,,restaurant,+49 681 5846454,italian;pasta;pizza,0,La Bella,,"Tu-Fr 10:30-14:00,17:00-23:00; Sa 17:00-23:30; Su 10:30-14:00,17:00-23:30; PH,Mo closed",Veluppillai Logeswaran,,,Pizzeria Restaurante,,POINT (6.982957 49.2309312),,,,,,,,no,,,2 Stufen,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8734261907,Saarbrücken,,2,66111,Karl-Marx-Straße,restaurant,,,0,Ibn Al-Scham,Saar Chicken;A1 Automatenspiel Spielhalle 777;Kupferkessel,,,,,,,POINT (6.9914493 49.2393728),,,,,,,,limited,,,1 kleine Stufe,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8934100088,,,,,,restaurant,,italian,,Ristorante Pizzeria da Erminia,,"PH,Tu-Su 12:00-14:00,18:00-22:00",,,,,,POINT (7.0294259 49.1986567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8939969658,,,,,,restaurant,,german,0,Gasthaus Holzhauser,,Tu-Fr 17:00+; Sa 19:15+; Su 10:00-14:00; Mo closed,,,,,,POINT (7.0091954 49.2653984),,,,,,,,no,,,2 Stufen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9051818030,,,,,,restaurant,,,,K. F. Scheich,,,,,,,,POINT (7.0229347 49.1953636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9064641867,,,,,,restaurant,,,0,Siena,,,,,,Pilsstube • Pizzeria,,POINT (6.9495847 49.246668),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9072432172,,,,,,restaurant,+49 681 751872,regional,,Restaurant Café Noir,,"Mo,Su 12:00-15:00; Tu-Sa 12:00-15:00,18:00-22:00",,yes,no,,,POINT (6.9618231 49.2470941),,,https://restaurant-cafe-noir.eatbu.com,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9197988346,,,,,,restaurant,,asian;sushi,0,Sumo,La Frontiera,"Mo,We-Fr 12:00-15:00,17:00-21:00; Sa-Su 12:00-21:00; Tu closed",,yes,,,,POINT (7.0250521 49.1929711),,,,,,,,no,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9394256404,,,,,,restaurant,,italian;pizza,,Per Te,,"Tu-Th, Su 11:30-14:00, 17:30-21:30; Fr 11:30-14:00, 17:30-23:00; Sa 17:30-23:00",,,,,,POINT (7.0370892 49.1784475),,,,,,,,,,,,,,,,,,,https://pizza-perte.eatbu.com/?lang=de,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9396366026,,,1,,Am Ottenhausener Berg,restaurant,+49 681 7096463,regional,,Gasthaus Herrmann,,"Mo 17:00-22:00; Tu, Th-Su 11:30-14:00,17:00-22:00",,,,,,POINT (6.9133004 49.2402311),,+49 681 76177736,https://www.gasthaus-herrmann.de/,,,,,yes,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9498728686,,,,,,restaurant,+49 681 38376338,asian,0,Asia's 4 Seasons,,"Mo-Sa 11:30-14:30,17:30-22:00; PH,Su closed",,,,Sushi & more,,POINT (7.0066113 49.232157),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9693215434,,,,,,restaurant,,,,Zum Tönnchen,,,O. u. A. Baller,,,,,POINT (7.0376464 49.2065265),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9699317701,,,,,,restaurant,,italian;pasta;pizza,,Bellaggio,Piccolo Mondo,,,,,Ristorante – Pizzeria,,POINT (7.0438921 49.2089808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9773892708,,,,,,restaurant,+49 681 7094144,thai,,China-Thai Bistro,,"Mo,Th-Fr,Su 11:30-14:00,17:00-22:30; We,Sa 17:00-22:30",,,,,,POINT (6.9341695 49.2367992),,,,,,,,yes,,,,,,,,,,,,,,,,no,no,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9800272643,,,,,,restaurant,+4968176198700,,0,Veggie House,,,,,,,,POINT (6.9443336 49.2413061),,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9800272676,,,,,,restaurant,,italian,0,Buon Gustato,,Tu 14:30-21:00; We-Sa 11:30-21:00; Su 11:30-17:30; Mo closed,,,,,,POINT (6.9414128 49.2450233),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10065106146,,,,,,restaurant,,german,0,Schlosskrug,,,Familie Leppert,,,,,POINT (7.0036019 49.2349876),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10074282533,,,,,,restaurant,,italian,0,Ristorante R1 Giuseppe,,"Th-Tu 12:00-14:00,18:00-23:00",,yes,,,,POINT (7.0028655 49.2366142),,,,yes,,,,no,,,,,,,,,,+49 681 91005636,https://www.r1giuseppe.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
