element_type,osmid,geometry,historic,name,wheelchair,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,description,image,tourism,website,access,indoor,start_date,amenity,nodes,architect,building,building:levels,check_date:opening_hours,construction:start_date,contact:email,contact:phone,contact:website,heritage,name:sk,opening_hours,ref:isil,roof:shape,short_name,wikidata,wikipedia,source:addr,building:colour,nohousenumber,roof:colour,source:geometry,building:architecture,elevator,last_renovation,height,phone,toilets:wheelchair,leisure,sport,source:outline,addr:suburb,operator,roof:levels,building:material,community_centre,operator:type,name:etymology:wikidata,opening_hours:signed,owner,heritage:description,heritage:operator,roof:material,building:part,alt_name,community_centre:for,denomination,religion,old_name,ref,height:note,roof:height,roof:orientation,contact:facebook,contact:instagram,3dr:height1,3dr:length2,3dr:type,building:facade:material,drinking_water,fee,female,male,toilets:disposal,unisex,capacity,opening_hours:covid19,payment:cards,payment:cash,shower,toilets,email,polling_station,disused:building,loc_name,source:height,addr:housename,museum,architect:wikidata,retreat,retreat:for,retreat:operator,note,noaddress,social_facility,social_facility:for,temporary,ways,type,disused:amenity,club,contact:fax,official_name
way,484396384,"POLYGON ((8.4319015 49.0043776, 8.4318982 49.0043698, 8.4315983 49.0044249, 8.4313032 49.0044792, 8.4312986 49.0044685, 8.431139 49.0044978, 8.4311436 49.0045086, 8.4308967 49.004554, 8.4308472 49.0045631, 8.430918 49.0047288, 8.4312144 49.0046743, 8.431219 49.004685, 8.4313646 49.0046583, 8.4313786 49.0046557, 8.4313741 49.0046451, 8.4315667 49.0046097, 8.4316221 49.0045995, 8.4316472 49.0045949, 8.4316693 49.0045908, 8.4316909 49.0045869, 8.4317161 49.0045822, 8.4317833 49.0045698, 8.4319691 49.0045357, 8.4319629 49.0045212, 8.4319015 49.0043776))",,,,,Karlsruhe,DE,35,76131,Alter Schlachthof,,,,,,,,1887,,"[4771469023, 842281891, 5307564881, 4771468909, 4771468906, 4771468907, 4771468908, 4799843336, 842281903, 842281932, 4771468917, 5299338628, 4771468911, 4771468910, 4771468916, 7817416327, 4771469021, 5307573738, 5307564880, 5307573737, 4771468920, 7817416326, 842281870, 4771469022, 4771469023]",,civic,,,,,,,yes,,,,,,,,,#4a4245,,,,,,,,,,,,,Oststadt,Kulturzentrum Tollhaus e.V.,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,485944461,"POLYGON ((8.4249491 49.0227703, 8.4249492 49.022781, 8.4250133 49.0228223, 8.4250137 49.0228231, 8.4250137 49.022824, 8.4250126 49.0228252, 8.4250106 49.0228259, 8.4249193 49.0228265, 8.4248979 49.0228266, 8.4248768 49.0228267, 8.4247853 49.0228273, 8.424784 49.022827, 8.4247829 49.0228262, 8.4247823 49.0228251, 8.4247826 49.022824, 8.4247839 49.022823, 8.4248455 49.0227817, 8.4248453 49.022771, 8.4249491 49.0227703))",,,,,,,,,,,,,,,,,2011,,"[6221626597, 4787010835, 7112717436, 7112717428, 4787010834, 7112717437, 7112717438, 7112717416, 4787010831, 7112717417, 7112717439, 7112717430, 7112717440, 4787010833, 7112717429, 7112717441, 4787010832, 6221626596, 6221626597]",,civic,1,,,,,,,,,,flat,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,538857781,"POLYGON ((8.3990397 49.0125508, 8.3990592 49.0125565, 8.3992258 49.0126052, 8.3993162 49.0124724, 8.3991458 49.0124225, 8.3991301 49.0124179, 8.3990397 49.0125508))",,Junge Kunsthalle,,,Karlsruhe,DE,4,76133,Hans-Thoma-Straße,,,,gallery,,,,,,"[5215183645, 5215183640, 5215183642, 5215183643, 5215183641, 5215183644, 5215183645]",,civic,2,,,,,,yes,,,,hipped,,,,,#dccab3,,#8991af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,558244810,"POLYGON ((8.476526 49.0004544, 8.4763799 49.0004155, 8.4763649 49.0004188, 8.4763129 49.0004076, 8.476264 49.0004014, 8.4761977 49.000394, 8.476207 49.0003577, 8.47612 49.0003519, 8.4760666 49.0002384, 8.4761547 49.0002413, 8.4762147 49.0002448, 8.4762779 49.00025, 8.4763385 49.0002564, 8.4763964 49.0002667, 8.4764671 49.0002818, 8.4765363 49.0002998, 8.4766234 49.0003247, 8.4767657 49.0003727, 8.4768135 49.0003889, 8.4767565 49.000486, 8.4767051 49.0004715, 8.4766811 49.0005498, 8.4767364 49.0005571, 8.4766371 49.0008823, 8.4763934 49.0008502, 8.4764362 49.0007104, 8.4764473 49.0007119, 8.476526 49.0004544))",,Anna-Leimbach-Haus,yes,,Karlsruhe,DE,6,76227,Blumentorstraße,,,,,,,,2020-02,social_facility,"[5382868723, 5382868722, 5382868721, 5382868320, 5382868319, 5382868318, 5382868317, 5382868316, 1118737162, 5382868737, 5382868736, 5382868735, 5382868734, 5382868733, 5382868313, 5382868314, 5382868315, 8058885245, 5382868732, 5382868731, 8121305553, 8121305552, 5382868730, 5382868729, 5382868728, 5382868727, 5382868726, 5382868723]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,Durlach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna-Leimbach-Haus,,,,,,,,nursing_home,senior,,,,,,,
way,584945302,"POLYGON ((8.3988588 49.0134902, 8.3988466 49.013533, 8.3988393 49.0135321, 8.3986134 49.0135043, 8.398619 49.0134847, 8.3986322 49.0134384, 8.3986441 49.0133966, 8.398654 49.0133978, 8.3988643 49.012878, 8.3988554 49.0128771, 8.3988802 49.0128282, 8.3988915 49.0128059, 8.3989003 49.0127885, 8.3989278 49.0127343, 8.398934 49.0127357, 8.3991518 49.0127827, 8.3991348 49.0128174, 8.3991632 49.0128234, 8.3991251 49.0129011, 8.3990967 49.0128951, 8.3990824 49.0129241, 8.3990727 49.0129221, 8.3988704 49.0134245, 8.3988773 49.0134253, 8.3988588 49.0134902))",,Orangerie,yes,,Karlsruhe,,6,76133,Hans-Thoma-Straße,,,,gallery,,,,1857,,"[5215177890, 5215183627, 5215177898, 5215183628, 5215177873, 10588769729, 5215183629, 5215183635, 5215183634, 5215183625, 10588769723, 10588769731, 10588769720, 5215183624, 5215177871, 5215183623, 5215177918, 5215177919, 5215177920, 5215177917, 5215183622, 5215183621, 5215183632, 5215183626, 5215177890]",Heinrich Hübsch,civic,,,,,,,yes,,,,,,Q15727413,,,,,,,,,,,,,,,,,Staatliche Schlösser und Gärten Baden-Württemberg,,,,government,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,
way,623174831,"POLYGON ((8.4313162 48.9874199, 8.4315431 48.9874298, 8.4315798 48.9870693, 8.431353 48.9870594, 8.4313162 48.9874199))",,,,,,,,,,,,,,,private,,~2015,,"[5885464255, 5885464254, 5885464260, 5885464261, 5885464255]",GJL Freie Architekten BDA,civic,1,,,,,,,,,,,,,,,,yes,,Bing 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,623174832,"POLYGON ((8.4313044 48.9875362, 8.4315312 48.9875461, 8.4315347 48.9875122, 8.4313078 48.9875023, 8.4313044 48.9875362))",,,,,,,,,,,,,,,private,,~2015,,"[5885464259, 5885464258, 5885464257, 5885464256, 5885464259]",GJL Freie Architekten BDA,civic,1,,,,,,,,,,,,,,,,yes,,Bing 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,638843358,"POLYGON ((8.4381035 49.0257332, 8.4380547 49.0257885, 8.4381196 49.0258131, 8.4382126 49.0258484, 8.438246 49.0258611, 8.4382948 49.0258057, 8.438175 49.0257603, 8.4381035 49.0257332))",,,,,,,,,,,,,,,,,1967,,"[6020454213, 1497215493, 7091781500, 1497215497, 6020454214, 6020454217, 1497215501, 6020454213]",,civic,1,,,,,,,,,,gabled,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,4.5,,,,,,,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,,,,,,,,,tar_paper,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640384200,"POLYGON ((8.459311 49.0279396, 8.4594854 49.0278669, 8.4597154 49.027771, 8.4596422 49.0276955, 8.4594122 49.0277914, 8.4592378 49.0278642, 8.459311 49.0279396))",,,,,,,,,,,,,,,,,1951,,"[1300501171, 1300501193, 6032805678, 6032805677, 1300501183, 1300501195, 1300501171]",,civic,,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,sports_hall,multi,,,Vereinigte Turnerschaft Karlsruhe-Hagsfeld 1895 e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,655182557,"POLYGON ((8.369488 49.0307522, 8.3695735 49.0307511, 8.3695769 49.0308618, 8.3694914 49.0308629, 8.369488 49.0307522))",,Bürgerzentrum Nordwest,,,Karlsruhe,DE,2b,76185,Landauer Straße,,,,,https://www.ka-nordweststadt.de/,,,,community_centre,"[6138908255, 6138908254, 6138908253, 6138908252, 6138908255]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,664685675,"POLYGON ((8.42455 49.0225359, 8.4245498 49.0225218, 8.4244008 49.0225228, 8.424365 49.022523, 8.424365 49.0225188, 8.4242253 49.0225197, 8.4242256 49.0225407, 8.4243653 49.0225398, 8.4243653 49.0225371, 8.42455 49.0225359))",,,,,,,,,,,,,,,,,2011,,"[6221626583, 6221626582, 7417158629, 6221626581, 6221626580, 6221626579, 6221626578, 3849067826, 6221626577, 6221626583]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,664685676,"POLYGON ((8.4241983 49.0226948, 8.424199 49.0227408, 8.4241803 49.0227409, 8.4241193 49.0227295, 8.4241112 49.0227267, 8.4241051 49.0227224, 8.4241014 49.0227169, 8.4241008 49.022711, 8.4241032 49.0227052, 8.4241084 49.0227004, 8.4241158 49.0226969, 8.4241245 49.0226953, 8.4241983 49.0226948))",,,,,,,,,,,,,,,,,2011,,"[6221626595, 6221626585, 6221626584, 6221626593, 6221626592, 6221626591, 6221626590, 6221626589, 6221626588, 6221626587, 6221626586, 6221626594, 6221626595]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,667906613,"POLYGON ((8.3962461 49.0494494, 8.3962838 49.0493275, 8.3960033 49.0492902, 8.3960298 49.0492046, 8.3959287 49.0491912, 8.3958753 49.0493637, 8.3960151 49.0493823, 8.3960043 49.0494172, 8.3962461 49.0494494))",,Haus der Reformation,,,Karlsruhe,DE,22,76149,Kiefernweg,,,,,,,,2015,community_centre,"[6254075870, 6254075869, 6254075868, 6254075867, 6254075866, 6254075865, 6254075864, 6254075863, 6254075870]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,672673106,"POLYGON ((8.474291 49.0137721, 8.4745553 49.0136626, 8.4746919 49.013606, 8.4746751 49.0135886, 8.4747548 49.0135556, 8.4747242 49.0135238, 8.4742026 49.01374, 8.4742499 49.0137891, 8.474291 49.0137721))",,,,,,,,,,,,,,,,,2007-06,,"[3403883019, 4368702568, 4368702565, 3403883078, 3403883017, 3403883069, 3403883018, 3403883047, 3403883019]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,672673107,"POLYGON ((8.4746494 49.0136708, 8.474689 49.0137119, 8.474695 49.0137182, 8.4747962 49.0136762, 8.4747506 49.0136289, 8.4746494 49.0136708))",,,,,,,,,,,,,,,,,2007-06,,"[4368702569, 6299222611, 6299222610, 3403883038, 4368702566, 4368702569]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,684874103,"POLYGON ((8.4075327 49.027751, 8.4074978 49.0276658, 8.407894 49.027596, 8.4079168 49.0275919, 8.4078791 49.0274998, 8.4080775 49.0274649, 8.4081153 49.027557, 8.408153 49.0275503, 8.4081954 49.0276536, 8.4079591 49.0276952, 8.4079517 49.0276771, 8.4075327 49.027751))",,,,,,,,,,,,,,,,,,,"[1488327090, 1488327095, 6416988685, 1488327102, 1488327083, 1488327067, 1488327116, 1488327085, 1488327132, 1488327096, 1488327101, 1488327090]",,civic,1,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Karlsruher TV e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710534219,"POLYGON ((8.342125 49.0172903, 8.3420599 49.0173213, 8.3421405 49.0173941, 8.3421117 49.0174078, 8.3421286 49.0174231, 8.3419482 49.0175091, 8.3420423 49.017594, 8.3421517 49.0175418, 8.3421656 49.0175543, 8.3423382 49.0174827, 8.3423165 49.0174631, 8.3422419 49.0173958, 8.342125 49.0172903))",,,,Maps4BW,Karlsruhe,DE,8b,76189,Werftstraße,,,,,,,,,,"[6680389526, 1163435933, 1163435045, 1163436443, 1163437071, 1163435138, 1163436307, 1163435924, 1163436797, 1163437013, 7549631360, 7549631369, 6680389526]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,724738695,"POLYGON ((8.368982 49.0219421, 8.3686528 49.0216605, 8.3684452 49.0217649, 8.3687744 49.0220465, 8.368982 49.0219421))",,Reithaus Egon von Neindorff,,,Karlsruhe,DE,1,76187,Nancystraße,,,,,,private,,1904,,"[6796984177, 305360870, 305360869, 305360867, 6796984177]",,civic,1,,,,,,yes,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,pitch,equestrian,,,Reitinstitut von Neindorff-Stiftung,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,777277359,"POLYGON ((8.3601636 49.009921, 8.3602828 49.0101271, 8.3605046 49.0100507, 8.3604971 49.0100413, 8.3605678 49.0100169, 8.3605935 49.0100489, 8.3607333 49.0100137, 8.360544 49.009778, 8.3604114 49.0098238, 8.3604141 49.0098271, 8.3604515 49.0098737, 8.3603858 49.0098964, 8.3603533 49.009856, 8.3602373 49.0098961, 8.3601636 49.009921))",,Bürgerzentrum Mühlburg,yes,,Karlsruhe,,79a,76185,Weinbrennerstraße,,,,,,,,2019-10,community_centre,"[7252718957, 6916900509, 6918524603, 6918524602, 6918524601, 6918524600, 6916900510, 6916900511, 1313079845, 6918524599, 6916900512, 6916900513, 1313079810, 1313079821, 7252718957]",Klinkott Architekten,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,783427590,"POLYGON ((8.4461497 49.0260721, 8.44615 49.0260727, 8.4461777 49.026068, 8.4461674 49.0260416, 8.4461665 49.0260417, 8.4461091 49.0258948, 8.4461037 49.0258809, 8.4460824 49.0258263, 8.4458827 49.0258598, 8.4459001 49.0259044, 8.445977 49.0261011, 8.4461497 49.0260721))",,,,,,,,,,,Erweiterung Boulderhalle,,,,,,2018-04-21,,"[7316747106, 7316747101, 7316747102, 7316747103, 7316747104, 9121290653, 9121290648, 5045058347, 388455969, 4329623119, 388455970, 7316747106]",,civic,2,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,822623730,"POLYGON ((8.4019122 49.0005724, 8.4019198 49.000594, 8.4019273 49.0006156, 8.4018541 49.0006266, 8.4018466 49.000605, 8.401839 49.0005834, 8.4019122 49.0005724))",,,,,,,,,,,,,,,,,2015,,"[7680921539, 7680914365, 3686793029, 7680914314, 7680921538, 7680914313, 7680921539]",,civic,1,,,,,,,,,,flat,,,,,#E0E0E0,,,,,,,,,,,,,,,,plaster,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,837583905,"POLYGON ((8.4319015 49.0043776, 8.4319629 49.0045212, 8.4320153 49.0045116, 8.4320246 49.0045335, 8.4320349 49.0045316, 8.4320474 49.0045609, 8.4323935 49.0044973, 8.4323973 49.0045061, 8.4325572 49.0044766, 8.4325542 49.0044697, 8.4325409 49.0044386, 8.432578 49.0044318, 8.432569 49.0044106, 8.432499 49.004247, 8.4324619 49.0042538, 8.4324255 49.0041686, 8.4323681 49.0041792, 8.4322656 49.004198, 8.432302 49.0042832, 8.4319457 49.0043488, 8.4319539 49.004368, 8.4319015 49.0043776))",,,,,,,,,,,,,,,,,2010,,"[4771469023, 4771469022, 2846942867, 2846942869, 842281851, 2846942870, 2846942861, 2846942862, 842281834, 5307544700, 2846942841, 2846942835, 5307544695, 2846939754, 2846939755, 842281818, 4799843332, 842282003, 842281995, 842281782, 2846939792, 4771469023]",,civic,4,,,,,,,,,,skillion,,,,,,,,,,,,,,,,,,,Kulturzentrum Tollhaus e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,854606013,"POLYGON ((8.4796219 49.0064183, 8.4796307 49.0063791, 8.479622 49.0063782, 8.4796291 49.0063466, 8.4796139 49.0063451, 8.4796282 49.0062815, 8.4795123 49.0062703, 8.4795094 49.0064074, 8.4796219 49.0064183))",,,,,,,,,,,,,,,,,2006-05-13,,"[2513920390, 7969717549, 7969717550, 2513920393, 1948111320, 560854211, 560854204, 7969717548, 2513920390]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,854606015,"POLYGON ((8.4795094 49.0064074, 8.4796219 49.0064183, 8.4796552 49.0064215, 8.4796299 49.0065337, 8.4795069 49.0065218, 8.4795094 49.0064074))",,,,,,,,,,,,,,,,,2011-05-14,,"[7969717548, 2513920390, 560854238, 2513920386, 560854199, 7969717548]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,860197366,"POLYGON ((8.4801935 49.004514, 8.4801987 49.004531, 8.4802456 49.0045811, 8.4802543 49.0044873, 8.4802671 49.0043507, 8.4801537 49.0043839, 8.4801935 49.004514))",,,,,Karlsruhe,DE,40,76227,Alte Weingartener Straße,,,,,,,,2011,,"[3412507572, 248579153, 248579154, 3412507570, 3412507569, 3412507571, 3412507572]",,civic,1,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,,,,,,,,Stadt Karlsruhe - Bäderbetriebe,,,,public,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,866441826,"POLYGON ((8.4436645 49.0200934, 8.443622 49.0200622, 8.4435853 49.0200837, 8.4436278 49.020115, 8.4436645 49.0200934))",,,,,,,,,,2020-11,,,,,,,2020-03-16,,"[8075835483, 8075835482, 8075835481, 8075835480, 8075835483]",,civic,1,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
way,1002005669,"POLYGON ((8.3663687 49.0433167, 8.3664043 49.0433389, 8.3661977 49.0434814, 8.3661827 49.043472, 8.3660977 49.0435306, 8.3661996 49.0435941, 8.3662864 49.0435343, 8.3662708 49.0435245, 8.3663404 49.0434765, 8.3663559 49.0434862, 8.3664716 49.0435583, 8.3663708 49.0436278, 8.3663268 49.0436003, 8.3661885 49.0436957, 8.3661134 49.0436488, 8.3661071 49.0436532, 8.366014 49.0435951, 8.3660204 49.0435907, 8.3659414 49.0435414, 8.3663006 49.0432937, 8.3663154 49.0432835, 8.3663687 49.0433167))",,,,,Karlsruhe,DE,2,76149,Neureuter Hauptstraße,,,,,,,,,,"[1445723875, 1445723877, 1445723908, 1445723901, 1445723920, 1445723929, 1445723922, 1445723919, 1445723900, 1445723907, 1445723936, 9248015504, 1445723932, 1445723942, 9248015508, 9248015505, 9248015506, 9248015507, 1445723924, 1445723870, 9248015509, 1445723875]",,civic,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",Neureut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1002005670,"POLYGON ((8.3663687 49.0433167, 8.3663154 49.0432835, 8.3663006 49.0432937, 8.3662457 49.0432595, 8.3663027 49.0432202, 8.3663524 49.0432512, 8.3664108 49.0432876, 8.3663687 49.0433167))",,,,,,,,,,,,,,,,,,,"[1445723875, 9248015509, 1445723870, 1445723864, 1445723850, 1445723861, 1445723869, 1445723875]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033290973,"POLYGON ((8.4021957 49.0015837, 8.4019332 49.0015936, 8.401861 49.0015963, 8.4018681 49.0016773, 8.4018741 49.001677, 8.4019403 49.0016745, 8.4019683 49.0016735, 8.4019694 49.0016862, 8.4022039 49.0016773, 8.4021957 49.0015837))",,,,,,,,,,,,,,,,,2021-09,,"[154915655, 154916892, 9520046437, 9520046436, 7684605708, 9520046435, 3491843795, 3491843793, 3491843797, 154915655]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1097458694,"POLYGON ((8.5081758 49.0049954, 8.5081576 49.0050842, 8.507942 49.0050652, 8.5079602 49.0049764, 8.5081758 49.0049954))",,,,,Karlsruhe,DE,98a,76229,Augustenburgstraße,,,,,,,,,,"[1638284543, 1638284566, 1638284563, 10048820943, 1638284543]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,Grötzingen,DRK-Kreisverband Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1162146284,"POLYGON ((8.4434856 49.0350773, 8.443434 49.0351, 8.4434198 49.0350861, 8.4433139 49.0351327, 8.4435292 49.0353224, 8.4436491 49.035428, 8.4436758 49.0354163, 8.4437003 49.0354402, 8.4437241 49.0354635, 8.4438483 49.0354089, 8.4437094 49.035273, 8.443693 49.0352802, 8.4434856 49.0350773))",,Kinder- und Jugendhaus Waldstadt,,,Karlsruhe,DE,8,76139,Neisser Straße,,,,,https://stja.de/kjh-waldstadt/,,,2008-04,community_centre,"[1722007345, 1722007365, 1722007357, 1722007402, 5235980800, 6491335258, 1722007510, 10689274931, 1722007538, 1722007508, 1722007474, 1722007492, 1722007345]",,civic,1,,,,,http://kjh-waldstadt.de,,,"Mo-Th 12:00-17:00, Mo-Fr 18:00-20:30, Fr 12:00-17:00",,flat,KJH Waldstadt,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,Waldstadt,Stadtjugendausschuss e.V.,,,youth_centre,association,,,,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,338755,"POLYGON ((8.4070249 49.0108607, 8.4072114 49.0106593, 8.4069448 49.0105639, 8.4068181 49.0105199, 8.406615 49.010459, 8.4063284 49.0103859, 8.4060843 49.0108642, 8.4064085 49.0109491, 8.4066237 49.0110155, 8.4068373 49.0110885, 8.4070249 49.0108607), (8.4063086 49.0106927, 8.4064411 49.0107288, 8.4063982 49.0107964, 8.4062691 49.0107612, 8.4063086 49.0106927), (8.4065603 49.0106945, 8.4064955 49.0106753, 8.4065077 49.0106597, 8.4064212 49.0106325, 8.406407 49.010649, 8.4063687 49.0106377, 8.4064258 49.0105257, 8.4066308 49.0105844, 8.4065603 49.0106945), (8.4069852 49.0107032, 8.4068989 49.0108011, 8.4067194 49.0107434, 8.4067924 49.0106356, 8.4069852 49.0107032), (8.4067931 49.0108699, 8.4067976 49.0108713, 8.4067546 49.0109303, 8.4067501 49.0109288, 8.4067304 49.0109559, 8.4064941 49.0108817, 8.4065771 49.010768, 8.4068133 49.0108422, 8.4067931 49.0108699))",,,no,,Karlsruhe,,4 - 6,76131,Schlossplatz,,,,,,,,1913,,"[[[1243338237, 1243338115, 1243338144, 574274478, 6599459454, 6599459451, 6599459452, 6599459453, 1243338237], [1243338120, 1243338148, 574274480, 1243338259, 1243338120], [1243338246, 6599459450, 6599459449, 6599459448, 1243338184, 1243338171, 1243338269, 574274475, 1243338246], [1243338073, 574274477, 1243338223, 1243338209, 1243338073], [573397781, 6599459447, 573397780, 573397782, 5119365619, 573397777, 1243338085, 2459495525, 573397778, 573397776, 573397781]]]",Friedrich Ostendorf,civic,3.5,,,,,,,,,,gabled,,,,,,,gray,"Maps4BW (LGL, www.lgl-bw.de);Bing 2013",,,,,,,,,,,Regierungspräsidium Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[702750235, 45236390, 702750234, 702750233, 45182806]",multipolygon,,,,
relation,1764137,"POLYGON ((8.3888643 49.0578557, 8.389428 49.0576943, 8.3892667 49.0574523, 8.3892623 49.0574457, 8.389238 49.0574092, 8.3886743 49.0575706, 8.3888643 49.0578557), (8.3887604 49.0575877, 8.3889811 49.0575233, 8.3890941 49.0576898, 8.3888735 49.0577541, 8.3887604 49.0575877))",,Friedhofskapelle,,,Karlsruhe,DE,181,76149,Alte Friedrichstraße,,,,,,,,,funeral_hall,"[[[1444878619, 1444878609, 1444878596, 1444878616, 1444878619], [1444878602, 1444878579, 1452945084, 1452945087, 1444878617, 1444878621, 1444878602]]]",,civic,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[131239304, 131239302]",multipolygon,,,,
