element_type,osmid,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,capacity,capacity:disabled,capacity:women,contact:email,contact:phone,contact:website,fee,maxheight,name,opening_hours,operator,parking,geometry,wheelchair,addr:country,layer,maxweight,trailer,surface,bicycle,foot,vehicle,created_by,level,phone,description,entrance,horse,lit,traffic_sign,informal,note,smoothness,motorcycle,source,capacity:charging,check_date:opening_hours,bus,ref,maxspeed,access:description,park_ride,motorcar,fixme,capacity:charging:note,old_name,old_operator,website,owner,wheelchair:description,elevator,toilets:wheelchair,surveillance,payment:karlsruher,maxstay,operator:type,supervised,access:conditional,covered,building,motor_vehicle,agricultural,emergency,goods,hgv,tourist_bus,type,wikidata,wikipedia,start_date,customers,capacity:caravans,power_supply,sanitary_dump_station,nodes,parking:orientation,building:levels,source:geometry,surface:note,disused,check_date,source:addr,capacity:parent,brand,parking:condition,payment:coins,payment:maestro,payment:mastercard,payment:notes,payment:others,payment:v_pay,payment:visa,capacity:hgv,capacity:trailer,addr:housename,addr:suburb,ele,charge,payment:account_cards,payment:american_express,payment:debit_cards,payment:electronic_purses,payment:telephone_cards,parking:condition:area,parking:condition:area:customers,capacity:car_sharing,capacity:bus,landcover,access:note:de,capacity:private,parking:condition:default,parking:condition:time_interval,proposed:access,demolished:building,removed:office,fee:disabled,orientation,maxstay:conditional,fee:conditional,landuse,roof:material,roof:shape,parking:condition:maxstay,last_renovation,demolished:leisure,capacity:taxi,parking:condition:residents,capacity:note,operator:wikidata,leisure,fee:description,roof:levels,comment,location,parking:condition:capacity,access:customers,payment:contactless,payment:girocard,check_date:fee,capacity:conditional,capacity:short,indoor,lit:note,payment:bahncard,payment:credit_cards,room,source:capacity,alt_name,disused:bunker_type,disused:location,disused:military,disused:military:note,capacity:large,maxstay:monitoring,parking_space,mofa,moped,car,capacity:coach,service,hoops,car_sharing,source:outline,area,tunnel,paving_stones:shape,payment:cash,note:editor,capacity:bus:conditional,motor_vehicle:conditional,tourist_bus:conditional,ways,parking:condition:both
way,53085176,customers,,,,,parking,,3,,,,,no,,,"Mo-Sa 07:00-20:00; Su,PH off",Hornbach Baumarkt AG,surface,"POLYGON ((8.4611522 49.0187565, 8.4611826 49.0187983, 8.4611394 49.0188118, 8.4610586 49.0188371, 8.4610176 49.0188499, 8.4609888 49.0188589, 8.4609303 49.0188772, 8.4608995 49.0188868, 8.4608691 49.018845, 8.4608256 49.0187852, 8.4608114 49.0187657, 8.4607972 49.0187462, 8.460783 49.0187266, 8.4607699 49.0187086, 8.460754 49.0187135, 8.4607077 49.018728, 8.4606934 49.0187084, 8.4606792 49.0186888, 8.4606649 49.0186692, 8.4606507 49.0186496, 8.4606364 49.01863, 8.4605971 49.0185775, 8.4594097 49.018949, 8.4593768 49.0189037, 8.4606321 49.018511, 8.4629949 49.0177719, 8.463042 49.0178379, 8.4632032 49.0180639, 8.4636495 49.0186894, 8.4635454 49.018722, 8.4634294 49.0187583, 8.4630048 49.0181747, 8.462905 49.0182059, 8.4623504 49.0183795, 8.4623385 49.0183873, 8.4623676 49.0184273, 8.4623383 49.0184364, 8.4623091 49.0184456, 8.4622798 49.0184547, 8.4622506 49.0184639, 8.4622026 49.0184789, 8.4621758 49.0184873, 8.4621465 49.0184964, 8.4621173 49.0185056, 8.462088 49.0185147, 8.4620588 49.0185239, 8.4620297 49.0184839, 8.4611522 49.0187565))",,,,,,,,,,,,,,,,,,,,,,,4,,,P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hornbach,,,,"[10031698517, 10031698518, 10031698519, 10031698520, 10031698521, 10031698522, 10031698523, 10031698524, 10031698525, 10031698529, 10031698528, 10031698527, 10031698526, 10031698547, 445551072, 1754027944, 10031698534, 10031698535, 10031698537, 10031698538, 10031698546, 1519991976, 1519991926, 1519991929, 672106533, 10031698554, 10031698551, 10031698552, 10031698553, 4897886596, 672106541, 672106544, 445551053, 445551055, 10031669211, 10031669210, 10031669204, 10031669206, 10031669208, 9106070604, 9106070603, 10031669194, 10031669196, 10031669198, 10031669201, 10031669200, 10031669203, 10031698517]",,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53085178,customers,,,,,parking,,,,,,,no,,,24/7,fair parken GmbH,surface,"POLYGON ((8.4612036 49.0196546, 8.461659 49.0195124, 8.4617051 49.0195461, 8.4617854 49.019521, 8.4617392 49.0194873, 8.4627367 49.0191759, 8.4629045 49.0194049, 8.4629288 49.0194379, 8.4622854 49.0196412, 8.4621904 49.0196712, 8.4621738 49.0196486, 8.4621607 49.0196308, 8.4621465 49.0196115, 8.4621402 49.0196029, 8.4621324 49.0195923, 8.4621182 49.019573, 8.4621144 49.0195678, 8.4621007 49.0195492, 8.4620841 49.0195266, 8.4621304 49.019512, 8.4621189 49.0194963, 8.4621073 49.0194806, 8.4620611 49.0194952, 8.4620542 49.0194858, 8.4620364 49.0194616, 8.4612745 49.0197009, 8.4612563 49.019689, 8.4612036 49.0196546))",,,,,,paving_stones,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,90 minutes,,no,,,,,,,,,,,,,,Penny Hagsfeld Storrenacker,,,,"[6597595164, 6268697560, 6268697558, 6268697557, 6268697559, 672106553, 6718078985, 672106554, 6718077043, 672106557, 1043673041, 6718077042, 6718077041, 6718079086, 6718077040, 6718077039, 6268697561, 6718079089, 5809534202, 5809534204, 6718079068, 5809534205, 5809534203, 1043673014, 3945081572, 6597595163, 6597595162, 6597595164]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54856331,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4659231 48.9948184, 8.4659955 48.9947794, 8.4655101 48.994391, 8.4649648 48.9946873, 8.4654481 48.9950739, 8.4654772 48.9950582, 8.4659231 48.9948184))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[690665483, 690665464, 690665458, 690665485, 690665474, 690665457, 690665483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56215350,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4917988 48.9951314, 8.4922389 48.9948343, 8.4919482 48.9947462, 8.4915306 48.9950315, 8.4917988 48.9951314))",,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[705466786, 705466787, 705466788, 705466789, 705466786]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62284561,destination,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3511463 49.0136061, 8.3511919 49.0136272, 8.3514604 49.0133913, 8.3514113 49.0133683, 8.3511463 49.0136061))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[778198851, 778198854, 778198857, 778198860, 778198851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,62321857,customers,,,,,parking,150,4,,,,,no,,,,Aldi,surface,"POLYGON ((8.4510878 48.9962855, 8.4515634 48.9964392, 8.4515849 48.9964105, 8.4517629 48.996468, 8.4518422 48.9964936, 8.4517096 48.9966703, 8.45172 48.9966737, 8.4518227 48.9967078, 8.4518325 48.9966957, 8.4518519 48.9966716, 8.4519216 48.9966951, 8.4519582 48.9967063, 8.4520629 48.9966886, 8.4523948 48.9962382, 8.4523353 48.9962188, 8.4523662 48.9961796, 8.4513136 48.9958383, 8.4511907 48.9959346, 8.4508914 48.9963296, 8.4509374 48.9963452, 8.4510224 48.9963727, 8.4510878 48.9962855))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[778584473, 1273168502, 1273168473, 6806764363, 798704198, 798704205, 3831276819, 1275885075, 3831276818, 1275885076, 3831276816, 798704201, 778584474, 1273168513, 778584475, 1273168499, 778584476, 1273168482, 1273168472, 1273168475, 1273168479, 778584473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,64605481,customers,,,,,parking,200,yes,,,,,no,,,"Mo-Sa 07:00-20:00; Su,PH off",Bauhaus Gesellschaft für Bau- und Hausbedarf mbH & Co. KG Rhein-Donau,surface,"POLYGON ((8.4413819 49.0077759, 8.4415108 49.0077528, 8.4414723 49.0076556, 8.4414375 49.0076626, 8.4414237 49.0076241, 8.4413199 49.0076452, 8.4412658 49.0075201, 8.4412055 49.0075316, 8.4411887 49.0075083, 8.4412309 49.0074779, 8.4406717 49.007171, 8.4400741 49.006842, 8.4400316 49.0068692, 8.4399925 49.006859, 8.4399754 49.0068204, 8.4394359 49.0069235, 8.4394531 49.0069621, 8.4392476 49.0070013, 8.4391837 49.0070135, 8.4392901 49.0072549, 8.4396264 49.0071946, 8.439692 49.0073494, 8.4400228 49.0072873, 8.4400975 49.007275, 8.4401058 49.0072953, 8.4403516 49.0079613, 8.44039 49.0079543, 8.4404436 49.0079446, 8.4404916 49.0079359, 8.4405397 49.0079273, 8.4405877 49.0079186, 8.4406222 49.0079124, 8.4406684 49.0079041, 8.4407146 49.0078958, 8.4407573 49.0078881, 8.440798 49.0078808, 8.440886 49.007865, 8.4409301 49.0078571, 8.4412905 49.0077923, 8.4413819 49.0077759))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,Bauhaus,,,,"[6695393533, 1149070513, 1149070535, 1149070481, 793718058, 793718059, 6034517337, 6034517335, 6034517336, 793718060, 793718061, 793718062, 4609654168, 4609654170, 4609654169, 4609654171, 4609654172, 6034517338, 793718063, 793718054, 4609654173, 4609654167, 4609654129, 1478836509, 4609654130, 6695393519, 6695393509, 4366336542, 4366336541, 4366336540, 4366336539, 4366336538, 4366336537, 4366336535, 6695393507, 6695393525, 6695393524, 6695393528, 6695393505, 6695393533]",,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,65620426,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.5030591 48.9721081, 8.5032435 48.9720987, 8.5037873 48.9721229, 8.5038491 48.9719238, 8.5034376 48.9717373, 8.5030591 48.9721081))",,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1211988835, 809899361, 639160395, 800204926, 800204929, 1211988835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,67261152,yes,,,,,parking,,,,,,,no,,Waldparkplatz Rittnerthof,,,surface,"POLYGON ((8.5019795 48.9887574, 8.5020987 48.988779, 8.502355 48.9882363, 8.5022329 48.9882014, 8.5019795 48.9887574))",,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[812243228, 812243238, 812243239, 812243242, 812243228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70581354,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.4160969 49.0057874, 8.4160565 49.005814, 8.4161021 49.0058705, 8.4161253 49.0059027, 8.4150637 49.006209, 8.4150471 49.0061869, 8.4149159 49.0062249, 8.4148365 49.0061809, 8.4149308 49.0061095, 8.4149897 49.0060648, 8.4150644 49.0060082, 8.4151815 49.0060746, 8.4152131 49.0060674, 8.4150833 49.0059939, 8.415137 49.0059532, 8.4151625 49.0059338, 8.415217 49.0058925, 8.4154207 49.006008, 8.415451 49.0060011, 8.4152366 49.0058795, 8.4152938 49.0058361, 8.4153153 49.0058198, 8.4153695 49.0057787, 8.415656 49.0059412, 8.4156895 49.0059336, 8.4153896 49.0057634, 8.4154486 49.0057193, 8.4154666 49.0057059, 8.4156002 49.0056061, 8.4156206 49.0055908, 8.4156793 49.005547, 8.4160969 49.0057874))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1748370567, 1748370573, 1748370579, 1748370594, 1748370641, 1748370633, 1748370643, 1748370631, 842665022, 842665026, 1748370615, 1748370624, 1748370622, 1748370610, 842664983, 842664986, 1748370592, 1748370613, 1748370612, 1748370588, 842664990, 842664985, 1748370566, 1748370604, 1748370602, 1748370564, 842664988, 842664994, 842664997, 3666251254, 1748370554, 1748370567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,76756520,private,,,,,parking,15,,,,,,,,,,Forstliches Bildungszentrum,surface,"POLYGON ((8.4126778 49.0128245, 8.4126229 49.0128251, 8.4125845 49.0128256, 8.4125832 49.012789, 8.4125512 49.0127905, 8.4124631 49.0127938, 8.4124796 49.0129868, 8.4125982 49.0129838, 8.4126828 49.0129824, 8.4126778 49.0128245))",,,,,,,,,,,,,,,,,,,,,,,,,,,,Frei für Besucher und Mitarbeiter des FBZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[904308757, 3095684633, 1673626402, 968121595, 2026494140, 2026494143, 904308745, 21657540, 904308754, 904308757]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80392577,yes,,,,,parking,6,,,,,,no,,,,,surface,"POLYGON ((8.4790325 48.9727208, 8.4790562 48.9726651, 8.4788433 48.9726281, 8.4788211 48.972681, 8.4790325 48.9727208))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[257167918, 938127223, 938127215, 938127217, 257167918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83521491,permissive,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3331771 49.024588, 8.3332036 49.024614, 8.3332476 49.0246573, 8.3332782 49.0246874, 8.333461 49.0246075, 8.3333599 49.024508, 8.3331893 49.0245826, 8.3331771 49.024588))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[972509261, 1626644344, 1626644345, 972509263, 972509269, 972509270, 1626644336, 972509261]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83521510,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3856173 48.9934363, 8.3856367 48.9936619, 8.3853084 48.9936767, 8.3853336 48.9938775, 8.3843546 48.9939218, 8.3843238 48.9935691, 8.3848747 48.9935451, 8.3848643 48.9934308, 8.3850903 48.9934201, 8.3850948 48.9934609, 8.3855308 48.9934402, 8.3855742 48.9934381, 8.3856173 48.9934363))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[972509354, 972509357, 972509359, 972509362, 972509363, 972509364, 972509365, 972509367, 1366780235, 972509373, 9741378934, 972509380, 972509354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84014417,private,,,,,parking,20,,,,,,no,,,,,surface,"POLYGON ((8.4118542 49.0121771, 8.4118511 49.0121388, 8.411848 49.0120998, 8.4115241 49.0121109, 8.411489 49.0121121, 8.4114503 49.0121135, 8.4110214 49.0121282, 8.4110231 49.0121491, 8.4110246 49.0121682, 8.4110276 49.0122055, 8.4114951 49.0121893, 8.4118542 49.0121771))",yes,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,nur mit Parkausweis oder Transportkarte des KIT,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[528149605, 977499666, 977499643, 10577327843, 977499651, 10577314029, 977499657, 10577314027, 21658409, 977499655, 991953514, 528149605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85472623,customers,,,,,parking,,yes,,,,,no,,,,,surface,"POLYGON ((8.3789463 49.0105742, 8.3792921 49.0105588, 8.3792829 49.0104565, 8.3793664 49.0104533, 8.3793648 49.0104345, 8.3793509 49.0104282, 8.3793282 49.0102375, 8.3792486 49.0102422, 8.3792393 49.0101798, 8.379113 49.0101844, 8.3789169 49.0101916, 8.3789155 49.0101763, 8.3789005 49.0101765, 8.3788236 49.0101795, 8.3789463 49.0105742))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[28342031, 990930813, 1258833665, 1258833607, 1258833496, 1258833589, 1258833652, 1258833636, 28342028, 3308011121, 1258833605, 1258833622, 28342027, 990930831, 28342031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,87257216,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.4853858 48.9974009, 8.485743 48.9976302, 8.4866356 48.9980898, 8.4866738 48.9980561, 8.4862052 48.9978214, 8.4862152 48.9977107, 8.4862024 48.9976423, 8.4861373 48.997547, 8.486053 48.9974705, 8.4859467 48.9973938, 8.4858306 48.9973462, 8.4857092 48.9973115, 8.4854877 48.997326, 8.4853858 48.9974009))",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1014612213, 7902828567, 1014612278, 7902828568, 1014612052, 9290942700, 9290942699, 1014612017, 9290942698, 1014611954, 9290942697, 1014612126, 1014612283, 1014612213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89969496,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3943086 49.0014624, 8.394439 49.0014558, 8.394544 49.001452, 8.3945216 49.0012337, 8.3942862 49.0012441, 8.3943086 49.0014624))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1042865822, 1054236871, 1042865823, 1042865820, 1042865821, 1042865822]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89971670,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4268483 49.0096129, 8.427274 49.0095319, 8.4272566 49.0094926, 8.4273732 49.0094704, 8.4276646 49.0094149, 8.4276544 49.0093918, 8.4276425 49.009365, 8.4275541 49.0091652, 8.4273405 49.0092059, 8.4274301 49.0094083, 8.4271339 49.0094647, 8.4271125 49.0094166, 8.426886 49.0094597, 8.4269136 49.009522, 8.4268163 49.0095405, 8.4268483 49.0096129))",yes,,,,,asphalt,,,,,,,Parkplatz Edeka Xpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1042902270, 1042902237, 1042902266, 9050929386, 1480192179, 10554501387, 9050929387, 1480192098, 1042902271, 1042902263, 10554501383, 4729773102, 1042902240, 10554501398, 1252848365, 1042902270]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90037741,yes,,,,,parking,4,,,,,,no,,,24/7,,surface,"POLYGON ((8.3938307 48.9990066, 8.3938221 48.9989059, 8.3938154 48.9989039, 8.3937582 48.9988866, 8.3937669 48.9989873, 8.3938307 48.9990066))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,"[3665155474, 1043616403, 3665155471, 1043616406, 3665155472, 3665155474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90044563,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.4046172 48.9896457, 8.4047585 48.9899765, 8.4052721 48.9901237, 8.4053771 48.9901189, 8.405467 48.9900846, 8.4055279 48.9900258, 8.4055409 48.9899502, 8.4054981 48.9898842, 8.405434 48.9898464, 8.4047774 48.9896615, 8.4046806 48.9896401, 8.4046172 48.9896457))",,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,24 hours,,,,,,,,,,,,,,,,,,,,"[1043688549, 1043688481, 1043688515, 1120106459, 1043688585, 1043688513, 1043688553, 1043688508, 1043688539, 1043688506, 1329622110, 1043688549]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90044765,private,Karlsruhe,6,76227,Dieselstraße,parking,,,,,,,no,2,Atruvia AG Parkhaus,,Atruvia AG,multi-storey,"POLYGON ((8.4448731 48.9954445, 8.4452871 48.9953695, 8.4462672 48.9951921, 8.4462065 48.9950479, 8.4459897 48.9950871, 8.4459872 48.9950812, 8.4459847 48.9950752, 8.446048 48.9950637, 8.4460356 48.9950342, 8.4447533 48.9952664, 8.4447657 48.9952959, 8.4448288 48.9952845, 8.4448314 48.9952907, 8.4448338 48.9952964, 8.4448124 48.9953003, 8.4448334 48.9953502, 8.4448731 48.9954445))",yes,DE,,2.5,,asphalt,,,,,,,Gebäude 7 (Parkhaus),,,,,,,,,Maps4BW,,,,7,,,no,,,,,,,,,,,,,,private,no,,,parking,,,,,,,,,,,,,,,"[1043690489, 3110164346, 1043690710, 1043691066, 1043690823, 3077319250, 6434039408, 6434039407, 1043690722, 1043690985, 1043690745, 6434039410, 7077996881, 6434039409, 1043690510, 3110164345, 1043690489]",,5,,,,,,,,,,,,,,,,,,Parkhaus,Durlach,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90051807,yes,,,,,parking,68,,,,,,yes,,Hauptbahnhof P7,24/7,Contipark Parkgaragen GmbH,surface,"POLYGON ((8.3975207 48.9917598, 8.3980343 48.9918908, 8.398044 48.9918738, 8.3982204 48.9916082, 8.3976682 48.9914571, 8.397491 48.9917042, 8.3975207 48.9917598))",,,,,,,,,,,,,,,,,,,,,,,,,,P7,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1043771442, 1043771458, 1548574259, 1043771441, 1043771449, 1548574247, 1043771442]",,,,,,,,,DB BahnPark,,yes,,yes,no,,,yes,,,,,,6.5 EUR/day;32.5 EUR/week,no,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90056605,private,,,,,parking,75,,,,,,,,,,,,"POLYGON ((8.4752306 49.0329518, 8.4751929 49.0329936, 8.4755937 49.0331468, 8.47575 49.0330834, 8.4752165 49.0323238, 8.4750993 49.0322714, 8.4749702 49.0324095, 8.4750738 49.0324474, 8.4753847 49.032845, 8.4753575 49.0328695, 8.4753116 49.0328621, 8.4752306 49.0329518))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1043797198, 1043797046, 1043797449, 1043797172, 1043797116, 1043797150, 1043797104, 1043797252, 1043797419, 1043797369, 1043797315, 1043797198]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90417214,permissive,,,,,parking,,,,,,,,,,,Graf Hardenberg GmbH,multi-storey,"POLYGON ((8.417282 49.0081355, 8.4173623 49.008097, 8.4173824 49.0080873, 8.4174025 49.0080777, 8.4179758 49.0078026, 8.4179208 49.0077533, 8.4179872 49.0077214, 8.4180422 49.0077708, 8.4184675 49.0075667, 8.418369 49.0074784, 8.4183738 49.007476, 8.4183447 49.0074499, 8.4183399 49.0074523, 8.4182436 49.0073659, 8.4182273 49.0073734, 8.4181604 49.0074059, 8.4179889 49.0074881, 8.4178887 49.0075362, 8.4178183 49.00757, 8.417824 49.0075751, 8.4177576 49.0076069, 8.4177519 49.0076019, 8.4176865 49.0076332, 8.4176536 49.0076038, 8.4171504 49.0078452, 8.4171691 49.007862, 8.4171878 49.0078787, 8.4170626 49.0079388, 8.4171662 49.0080317, 8.4171781 49.0080423, 8.4171899 49.0080529, 8.417282 49.0081355))",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1048926222, 6132676230, 6132676234, 6132676233, 6284296437, 6284296426, 6284296427, 6284296428, 1048926541, 6284296431, 6284296429, 6284296430, 6284296432, 1048926256, 7109423483, 7109423484, 6284296389, 5761508656, 6284296433, 6284296434, 6284296435, 6284296436, 1048926962, 1048926819, 1048926611, 6132676227, 1048926309, 1048926209, 6132867321, 6132676229, 6132867322, 1048926222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90433090,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.409844 48.9987334, 8.4102231 48.9987366, 8.4102239 48.9986875, 8.4102809 48.9986409, 8.4102842 48.998604, 8.4097164 48.9985929, 8.4097123 48.9986488, 8.4097566 48.9986501, 8.4098471 48.9986915, 8.409844 48.9987334))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6579711729, 6579711736, 6579711735, 6579711734, 1049079800, 6579711730, 6579711728, 6579711732, 6579711731, 6579711729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
