element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,name,opening_hours,opening_hours:covid19,outdoor_seating,phone,website,geometry,opening_hours:signed,wheelchair,addr:country,addr:suburb,alt_name,email,beer_garden,toilets:wheelchair,contact:email,contact:phone,contact:website,access:covid19,brewery,cuisine:description,operator,takeaway:covid19,check_date,kitchen_hours,start_date,note,source:addr,source,addr:subdistrict,takeaway,kitchen,check_date:opening_hours,diet:vegan,diet:vegetarian,indoor_seating,smoking,toilets,fixme,delivery,description,contact:fax,microbrewery,note:en,reg_name,fax,toilets:access,internet_access,internet_access:fee,internet_access:ssid,level,created_by,drive_in,lunch,lunch:warm,old_name,alt_name:note,old_operator,bar,branch,brand,opening_hours:kitchen,website:menu,diet:halal,halal,shop,short_name,lastcheck,payment:contactless,payment:girocard,payment:mastercard,payment:visa,payment:cash,toilets:female,toilets:male,toilets:unisex,capacity,diet:gluten_free,payment:maestro,payment:mastercard:min_payment,payment:others,payment:visa:min_payment,air_conditioning,wifi,delivery:partner,drink:afri-cola,front_cooking,wheelchair:description,contact:facebook,FIXME,changing_table,changing_table:location,ref,table_service,toilets:disposal,operation,tourism,mapillary,survey:date,image,surveillance,reservation,wheelchair:description:de,todo,note:covid19,diet:kosher,drive_through,payment:credit_cards,payment:debit_cards,seating,payment:cryptocurrencies,payment:electronic_purses,ref:vatin,access,description:payment,payment:account_cards,official_name,changing_table:count,description:de,payment:cards,addr:housename,dog,max_level,min_level,wikidata,contact:mobile,name:zh,brand:wikidata,brand:wikipedia,kids_area,kids_area:fee,kids_area:outdoor,kids_area:supervised,loc_name,organic,smoking:outside,source:url,payment:american_express,running_sushi,name:note,name:de,buffet,self_service,designation,old_name_1,old_name_2,service_times,theme,brewery:wikidata,craft,delivery:covid19,description:covid19,payment:diners_club,old_name:1,addr:floor,contact:whatsapp,indoor,craft_beer,contact:instagram,payment:apple_pay,seats,opening_date,seats:indoor,seats:outdoor,drinking_water:refill,drinking_water:refill:network,drinking_water:refill:network:wikidata,sport,currency:EUR,currency:others,access:description,cocktails,happy_hours,lunch:menu,addr:place,breakfast,nodes,building,roof:colour,roof:levels,roof:shape,building:levels,source:outline,internet_access:operator,layer,indoor_slide,source:geometry,disused:amenity,roof:material,height,source:height,ele,building:part,room,capacity:indoor,capacity:outdoor,all_you_can_eat,all_you_can_eat:type,outdoor_seating:capacity,payment:credit_card,wood_oven,delivery:brand,level:ref
node,656242575,Karlsruhe,18,76131,Haid-und-Neu-Straße,restaurant,regional,Hoepfner Burghof,Mo-Sa 11:30-23:00; Su 11:00-22:00,,,+49 721 622644,https://www.hoepfner-burghof.de/,POINT (8.4264463 49.0123982),,yes,DE,,,rezeption@hoepfner-burghof.de,,yes,,,,,Hoepfner,,Waldemar Fretz,,,,,,,,,,,,,,,no,,,,,,,,,+49 721 6635066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,656382769,Karlsruhe,19,76135,Lorenzstraße,restaurant,,mint,Tu 9:30-18:00; Sa-Su 10:30-18:00,,,+49 721 9822223,http://www.mint-karlsruhe.de/,POINT (8.3836019 49.0014263),,yes,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,659502175,Karlsruhe,6-8,76131,Ahaweg,restaurant,,Cantina Majolika,"Mo off; Tu-Fr 12:00-14:00,18:00-24:00; Sa 18:00-24:00",,yes,+49 721 1611492,https://cantinamajolika.de/,POINT (8.4012821 49.0191432),,no,DE,,,kontakt@cantinamajolika.de,,,,,,,,,Cantina GmbH Karlsruhe,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,674759821,Karlsruhe,47,76131,Kaiserstraße,restaurant,,Kulturküche,Tu 11:00-14:00; We 11:00-15:00; Th 11:00-15:00; Fr 11:00-15:00,,yes,,https://kulturkueche-karlsruhe.de/,POINT (8.4124929 49.009085),,limited,DE,,,,,no,info@kulturkueche-karlsruhe.de,+49 721 963 11 487,,,,,Lobin Karlsruhe e.V.,,2023-05-10,,,,,,,yes,,,yes,only,yes,,,,no,,,,,,,,,,,,,,,,Seilerei Provencale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,707282449,Karlsruhe,69,76133,Zähringerstraße,restaurant,italian;pizza,L'Osteria,"Mo-Sa 11:00-24:00; Su,PH 12:00-23:00",,yes,,,POINT (8.4021716 49.0089342),,yes,DE,,,,,yes,,,http://losteria.de/restaurant/karlsruhe/,,,,CG Sysgastro GmbH,,,,2017,,,,,,,2022-11-15,,,yes,no,yes,,yes,,,,,,,,,,,0,,,,,Maredo,,,,,L'Osteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Q17323478,de:L’Osteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,707369022,Karlsruhe,223a,76133,Kaiserstraße,restaurant,salad;asian,dean&david,Mo-Sa 10:00-20:00; Su 11:00-20:00,,yes,+49 721 1519331,https://deananddavid.de/standorte/karlsruhe-kaiserstrasse/,POINT (8.3932756 49.009955),,yes,,,,karlsruhe@deananddavid.com,,no,,,,,,,,,,,,,,,,,,,yes,yes,yes,no,,,yes,,,,,,,,,,,0,,,,,,,,,,dean&david,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,746786773,Karlsruhe,57,76133,Waldstraße,restaurant,italian,Aposto,"Mo-Th 09:30-01:00, Fr,Sa 09:30-02:00, Su 09:30-01:00",,yes,,,POINT (8.3963852 49.0088635),,limited,DE,,,,,yes,karlsruhe@aposto.eu,+49 721 1607773,http://karlsruhe.aposto.eu/,,,,,,,,,,,,,,,,,,,,,,,,+49 721 15105891,,,,,,wlan,no,FreeWiFiAposto,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicht alle Tische mit dem Rollstuhl erreichbar.,https://www.facebook.com/aposto.karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,760729986,Karlsruhe,36,76133,Herrenstraße,restaurant,greek,Syrtaki,"Mo-Su 11:30-15:00,17:00-24:00",,yes,+49 721 21514,,POINT (8.397528 49.0083022),,limited,DE,,,,,,,,,,,,,,,,,,,,,,,2022-08-09,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,805589222,,,,,restaurant,,Rote Bete,"""Sonntag + Feiertag geschlossen""",,no,,,POINT (8.394401 49.01283),,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,805622417,Karlsruhe,57,76133,Akademiestraße,restaurant,tapas,Toro Tapasbar,Mo-Sa 17:00-00:00,,,,,POINT (8.3938305 49.0107562),,no,,,,,,,,+49 721 47030469,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,Schraube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,823471519,Karlsruhe,1,76131,Jagdstraße,restaurant,chicken,Deurer´s-Hühnerhalt im Rintheimer Bahnhöfle,"We-Su,PH 12:00-22:00; Nov 1 - Mar 31 We-Sa 17:00-22:00, Su 12:00-22:00; Mo,Tu off",open,yes,,,POINT (8.4508432 49.0150889),,no,DE,,Hühnerhalt,,,,info@huehnerhalt.de,+49 151 65639729,http://rintheimer-bahnhoefle.de,no,Hoepfner,,Torsten und Brita Deurer,yes,2018-04-02,,,,,,,yes,,2018-04-02,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rintheimer Bahnhöfle,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ka.stadtwiki.net/Rintheimer_Bahnh%C3%B6fle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,824586026,,,,,restaurant,persian,Shiraz,,,,,,POINT (8.3874701 49.0077802),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,828547740,,,,,restaurant,italian,Osteria Carré,"Mo-Sa 11:30-14:30,17:00-22:00; PH,Su 12:00-14:30,17:00-22:00",,yes,,,POINT (8.3765056 49.009246),,no,,,,,no,,info@osteria-carre.de,+49 721 4707020,http://www.osteriacarre.de/,,,,,,,,,,,,,,,,yes,yes,,,,,,,+49 721 4707021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/osteriacarre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,833183624,Karlsruhe,4,76185,Gellertstraße,restaurant,,Gellertstüble,,,,,,POINT (8.3732704 49.0097376),,,DE,Weststadt,,,,,,,,,,,,,,,,,"LGL-BW, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,836684440,Karlsruhe,3,76133,Hirschstraße,restaurant,chinese;japanese;sushi,Seng Sushi,"Mo-Sa 11:30-15:00, 17:30-23:00; Su,PH 12:00-15:00, 17:30-23:00",,,,,POINT (8.3920041 49.0106421),,no,DE,,,,,,,+49 721 1516787,http://www.seng-sushi.de/,,,,,,,,,,,,,,,,,,,,,,,,+49 721 1516788,,,,,,wlan,no,,0,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,yes,,,,,,,,,Hohe Stufe am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,842162353,,,,,restaurant,,Kegelcenter,"Mo-Fr 14:30-23:00;Sa 17:00-23:00;Su ""on repertoire""; PH off",,,,,POINT (8.3836308 49.0100262),,no,,,,,,,,+49 721 848206,https://gaststaettekegelcenter.jimdofree.com/,,,,Ivica & Ksenija Genda,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,912341564,,,,,restaurant,greek,Bei Fotis,"Sa 17:00-12:00, Tu-Fr,Su 00:00-12:00",,,+49 721 8200 6444,,POINT (8.3558691 49.0131273),,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,912364924,Karlsruhe,25,76185,Hardtstraße,restaurant,italian,Gasthaus zum Ritter,"Mo off; Tu-Su 11:30-14:30,17:30-23:30",,yes,,,POINT (8.357883 49.0123405),,yes,DE,Mühlburg,,,,no,,+49 721 551455,http://www.restaurant-ritter.de/impressum.html,,,,Sandro Penella & Giovanni Disario GbR,,,,,,,,,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,936614482,,,,,restaurant,regional,Radhaus,"Su, PH 11:30-18:00;Mo-Sa off;""Bei schlechtem Wetter bzw. bei Veranstaltungen können die Öffnungszeiten varieren.""",,,,https://www.radhaus-karlsruhe.de/,POINT (8.4238288 48.9696517),,limited,,,,,,,frank@radhaus-karlsruhe.de,,,,,,,,2023-05-06,,,Winterpause ab 1. November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,945338524,Karlsruhe,,76133,Sophienstraße,restaurant,italian,"Da ""Serio""",Mo-Fr 07:00-18:00; Sa 07:30-16:00; PH off,,,,,POINT (8.3944361 49.0060669),,no,DE,,,,,,,+49 721 26803,,,,,Serio Gaspari Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,deli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Stufen á 20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wird mit "" geschrieben",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,990262317,Karlsruhe,2,76133,Scheffelstraße,restaurant,sushi,Waa!sushi,"PH,Mo-Su 11:30-21:30",,,,,POINT (8.3815981 49.0104303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,992606387,Karlsruhe,,76133,Passagehof,restaurant,thai,Krua Thai,"Mo-Fr 11:00-15:00,17:00-22:00; Sa-Su 12:00-22:00",,,,http://krua-thai.com/,POINT (8.3960398 49.0106887),,limited,,,,,,,,,,,,,,,2022-05-30,,,,,,,yes,,,yes,yes,,outside,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 8 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,992606396,Karlsruhe,28,76133,Passagehof,restaurant,chinese,Yangda,"Tu-Su,PH 11:30-15:00,17:00-23:00",,,,,POINT (8.3961221 49.0106935),,limited,DE,,,,,no,,+49 721 82107613,,,,,,,2017-04-11,"12:00-14:30,17:30-22:00",,,,,,yes,,2017-04-11,yes,yes,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,扬大,,,,,,,,,,,,,,Yangda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,996110496,Karlsruhe,164,76133,Kaiserstraße,restaurant,kebab;turkish,Piro,Mo-Th 11:00-23:00; Fr-Sa 11:00-01:00; Su 12:00-23:00,,yes,+49 721 5308697,http://piro-restaurant.de,POINT (8.3929761 49.0102487),,no,,,,info@piro-restaurant.de,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,999491094,Karlsruhe,17,76133,Hebelstraße,restaurant,german;regional,EigenArt,Tu-Sa 17:30-23:00,,,+49 721 5703443,https://eigenart-karlsruhe.de/,POINT (8.4028515 49.00814),,,DE,,,kontakt@eigenart-karlsruhe.de,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1007094828,Karlsruhe,21a,76133,Karlstraße,restaurant,,Lehners Wirtshaus,"Mo-Fr 11:00-01:00, Sa-Su,PH 10:00-01:00",,yes,,,POINT (8.3951777 49.0090153),,limited,DE,,Goldenes Kreuz,,,yes,,+49 721 2495720,http://karlsruhe.lehners-wirtshaus.de,,Hoepfner,,Enchilada Franchise GmbH,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,Karlsruhe,Lehners Wirtshaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477630206683401,2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1042842440,Karlsruhe,12,76189,Am Mühlburger Bahnhof,restaurant,thai,Nat-Pob,Mo off,,,+49 721 590980,http://www.nat-pob.com,POINT (8.3512311 49.0165938),,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WC behindertengerecht, Hublft, Behindertenparkplatz
goße Sommerterrasse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1053693925,Karlsruhe,1,76137,Rüppurrer Straße,restaurant,chinese,5 Sterne,"Mo-Th 11:00-15:00,17:00-23:00; Fr-Su,PH 11:00-23:00",,yes,,,POINT (8.41133 49.0054447),,yes,DE,,,,,,,,http://www.5-sterne-ka.de/,,,,,,,,,,,,,,,2022-01-10,,,,outside,yes,,,,,,,,,,no,,,1,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Th 12:00-14:30;Fr-Su 12:00-14:30, 18:00-21:30; PH 18:00-21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1124806358,,2a,,Stephanienstraße,restaurant,african,Mogogo,"Tu-Su 12:00-14:30,18:00-23:00; Mo off",,,+49 721 1208000,http://www.restaurant-mogogo.de/,POINT (8.3980044 49.0127601),,no,,,,info@restaurant-mogogo.de,,,,,,,,,Kubrom Habtemariam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.restaurant-mogogo.de/Mogogo_Speisekarte.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1145636578,,,,,restaurant,,ASV Vereinsgaststätte Grünwettersbach,"Tu-Sa 16:00-01:00, Su 11:30-01:00",,,+49 721 45744,https://jaceks-gastronomie.metro.biz,POINT (8.4701409 48.9564974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1210315417,,109,,Kaiserstraße,restaurant,indian,Continent,"Mo-Fr 11:30-17:00,17:30-22:00; Sa-Su,PH 11:30-22:00",,yes,,https://www.restaurantcontinent.de/,POINT (8.4073271 49.0092947),,limited,,,,,,,,+49 721 6654261,,,,,,,2023-01-15,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.restaurantcontinent.de/_files/ugd/0279e0_3d8ff2ff19cc49f3a0af3b19dbdeebbf.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1305922991,,,76133,,restaurant,burger,Burgerheart,"PH,Mo-Su 11:30-23:00",,yes,+49 721 6635 1461,https://karlsruhe.burgerheart.com/,POINT (8.3961709 49.0100823),,yes,,,,karlsruhe@burgerheart.com,,,,,,,,,,,2022-08-13,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,wlan,,,0,,,,,Nordsee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1435846928,Karlsruhe,10,,Ritterstraße,restaurant,asian;thai,Mama Lyn,Mo-Su 11:00-21:30,,yes,+49 721 85140358,https://www.mamalyn.de/,POINT (8.4007757 49.009361),,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,,,check opening hours,yes,,,,,,,,,,,,,,,,Miu Miu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1447845488,Karlsruhe,71,76227,Pfinztalstraße,restaurant,italian,Da Pino,"Mo,We-Fr 11:00-14:00,17:00-21:30; Sa 17:00-21:30; PH,Su off; Tu 17:00-21:30",,no,+49 721 406165,http://da-pino-durlach.de/,POINT (8.4673446 48.9994011),,no,DE,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.website.dish.co/media/86/69/5538117/Speisekarte.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1447845892,,58,76227,Pfinztalstraße,restaurant,,Villa Durla,"Mo-Fr 11:30-14:30,17:30-23:00; Sa,Su 11:30-23:00",,yes,,,POINT (8.471373 48.9992917),,no,,,,,yes,no,,,,,,,,,,,,,,,,,,,no,yes,yes,,,,,,,,,,,,,,,,,,,,Sol i Luna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1455118065,Karlsruhe,3,76189,Herman-Schneider-Allee,restaurant,,Casa Rustika,"Mo,We-Fr 11:30-14:30,18:00-21:30; Sa 17:00-21:30; PH,Su 11:30-21:00",,,,,POINT (8.3211566 49.0039892),,,,,TSV Gaststätte,,,,r.cusin@gmx.net,+49 721 575429,https://casa-rustika.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,1458707821,Karlsruhe,21,76187,Hertzstraße,restaurant,,Cuore im FC West,"Tu-Su 11:00-14:00,17:00-22:30",,,+49 15901300486,,POINT (8.3657296 49.0235966),,,,,,,,,,,,,,,,,2022-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
