element_type,osmid,geometry,amenity,denomination,name,religion,addr:city,addr:housenumber,addr:postcode,addr:street,contact:email,contact:phone,official_name,website,addr:country,wheelchair,level,source,toilets:wheelchair,addr:suburb,description:covid19,opening_hours:covid19,operator,phone,service_times,short_name,contact:website,start_date,check_date,description:de,historic,image,building,wheelchair:description,description,email,operator:type,place_of_worship,access,nodes,architect,heritage,heritage:operator,ref:lda,wikidata,alt_name,building:levels,construction:start_date,roof:shape,source:geometry,wikipedia,fax,opening_hours,patron_saint,wheelchair:description:de,wikimedia_commons,building:architecture,contact:fax,heritage:description,tomb,building:material,roof:levels,roof:material,fixme,source:addr,architect:wikidata,architect:wikipedia,old_name,building:colour,roof:colour,source_ref:url,url,denomination:de,addr:source,height,disused:amenity,source:outline,old_operator,old_owner,owner,building:part,loc_name,indoor,name:de,ref,room,ways,type
way,129202070,"POLYGON ((8.3972288 49.0475691, 8.397683 49.0476287, 8.3976879 49.0476126, 8.3978217 49.0476302, 8.3978607 49.0475026, 8.3977598 49.0474895, 8.3977218 49.0474843, 8.3977275 49.0474667, 8.3976511 49.0474567, 8.3976543 49.0474464, 8.3976093 49.0474405, 8.3976057 49.0474524, 8.3974504 49.047432, 8.3974537 49.0474214, 8.3974057 49.0474151, 8.3974024 49.0474261, 8.3973325 49.0474164, 8.3972796 49.0474097, 8.3972662 49.0474535, 8.3972591 49.0474526, 8.3972479 49.0474892, 8.3972378 49.0475222, 8.3972429 49.0475229, 8.3972288 49.0475691))",place_of_worship,roman_catholic,St. Heinrich und Kunigunde,christian,,,,,,,,,,,,,,,,,,,,,,1953-12,,,,,church,,,,,,,"[1425967013, 1425967185, 1425967103, 1425966999, 1425967002, 1425967250, 1425967258, 1425967073, 6175643432, 6175643430, 6175643431, 6175643537, 6175643538, 6175643427, 6175643428, 6175643429, 9817540921, 1425967153, 6175643425, 6175643423, 9817540917, 6175643424, 6175643426, 1425967013]",Hans Gäckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129522444,"POLYGON ((8.3355944 49.0340601, 8.3356064 49.0340529, 8.3355903 49.0340414, 8.3356326 49.0340162, 8.3356461 49.0340258, 8.3356644 49.0340149, 8.3357977 49.0341105, 8.3357252 49.0341539, 8.3356846 49.0341247, 8.3355944 49.0340601))",place_of_worship,methodist,Pauluskirche,christian,Karlsruhe,45,76187,Neufeldstraße,,,,http://emk-karlsruhe.de/Knielingen/Gemeinde.php,DE,,,,,,,,,,,,,,,,,http://ka.stadtwiki.net/images/4/46/Pauluskirche-Knielingen.jpg,yes,,,,,,,"[1428880051, 1428880039, 1428880037, 1428880024, 1428880025, 1428880022, 1428880074, 1428880104, 1428880082, 1428880051]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131239288,"POLYGON ((8.3709854 49.0469811, 8.3710353 49.0469611, 8.3710115 49.0469356, 8.371301 49.0468194, 8.3713058 49.0468245, 8.3713171 49.0468366, 8.3713282 49.0468321, 8.3713745 49.0468817, 8.3713642 49.0468858, 8.3713813 49.0469042, 8.3713158 49.0469305, 8.3710908 49.0470208, 8.3710702 49.0469988, 8.3710206 49.0470187, 8.3709854 49.0469811))",place_of_worship,,Waldenserpfarrei Neureut Süd,christian,Karlsruhe,84,76149,Neureuter Hauptstraße,,,,,DE,,,,,,,,,,,,,,,,,,yes,,,,,,,"[1444878301, 1444878300, 1444878297, 1444878259, 1444878263, 1444878265, 1444878264, 1444878267, 1444878281, 1444878284, 1444878290, 1444878307, 1444878303, 1444878305, 1444878301]",,,,,Q55234219,,,,,,de:Waldenserkirche (Neureut),,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,131541541,"POLYGON ((8.3823382 49.0439168, 8.3822581 49.0439761, 8.382193 49.0439383, 8.382146 49.0439731, 8.3820034 49.0438903, 8.3819977 49.0438526, 8.3821137 49.0437689, 8.3821703 49.0438017, 8.3822289 49.0437583, 8.3822385 49.0437638, 8.3822489 49.0437561, 8.3822951 49.0437829, 8.3822861 49.0437896, 8.3823303 49.0438152, 8.3823382 49.0439168))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,17,76149,Rubensstraße,,,,,DE,,,,,,,,,,,,,,,,,,church,,,,,,,"[1447387451, 1447387466, 1447387455, 1447387464, 1447387442, 1447387440, 1447387418, 1447387425, 1447387415, 1447387417, 1447387404, 1447387422, 1447387423, 1447387436, 1447387451]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,132047667,"POLYGON ((8.3798905 49.053147, 8.3798996 49.0531418, 8.379894 49.0531376, 8.3799098 49.0531283, 8.3799152 49.0531323, 8.379924 49.0531273, 8.3799143 49.0531202, 8.3799148 49.0531093, 8.3799338 49.0530978, 8.3799021 49.0530723, 8.3799035 49.0530628, 8.3799203 49.0530619, 8.3799715 49.0530329, 8.3799638 49.0530284, 8.3799796 49.0530193, 8.3799863 49.0530244, 8.3800337 49.0529972, 8.380027 49.052992, 8.3800419 49.0529835, 8.3800486 49.0529886, 8.3800973 49.0529607, 8.3800906 49.0529556, 8.3801067 49.0529463, 8.3801134 49.0529514, 8.3801631 49.0529229, 8.3801564 49.0529177, 8.3801717 49.0529089, 8.3801785 49.052914, 8.3802331 49.0528831, 8.3802315 49.0528718, 8.3802513 49.0528716, 8.3802695 49.0528616, 8.3802684 49.0528564, 8.3802825 49.0528552, 8.3802835 49.0528604, 8.3803071 49.0528603, 8.3803097 49.0528545, 8.3803226 49.0528569, 8.3803201 49.0528627, 8.380334 49.0528718, 8.3803493 49.0528704, 8.3803545 49.0528835, 8.3803843 49.0528838, 8.3803889 49.0528734, 8.3804095 49.0528777, 8.3804045 49.0528874, 8.3804276 49.0529013, 8.3804408 49.0528974, 8.38045 49.0529108, 8.3804367 49.0529147, 8.3804319 49.0529491, 8.3804026 49.0529661, 8.3804162 49.0529762, 8.3804168 49.0529907, 8.3803938 49.053004, 8.380408 49.0530145, 8.3803525 49.0530467, 8.380359 49.0530515, 8.3803436 49.0530603, 8.3803369 49.0530553, 8.3802872 49.0530838, 8.3802939 49.0530889, 8.3802778 49.0530981, 8.3802711 49.0530931, 8.3802224 49.053121, 8.3802291 49.0531261, 8.3802142 49.0531346, 8.3802075 49.0531296, 8.3801601 49.0531568, 8.3801668 49.0531619, 8.380152 49.0531704, 8.3801462 49.0531648, 8.3800949 49.0531939, 8.380093 49.0532031, 8.3800767 49.0532043, 8.3800416 49.0531767, 8.3800234 49.0531872, 8.3800077 49.0531882, 8.3799992 49.0531821, 8.3799904 49.0531871, 8.3799964 49.0531914, 8.3799802 49.0532004, 8.3799739 49.0531958, 8.3799647 49.053201, 8.3798905 49.053147))",place_of_worship,lutheran,Ev. Kirche Neureut-Nord,christian,Karlsruhe,262,76149,Neureuter Hauptstraße,,,,https://ekino-neureut.de/,DE,yes,,,yes,,,,,,,,,,,,,,church,,,,,,,"[1452972339, 1452972338, 1452972336, 1452972331, 1452972334, 1452972329, 1452972323, 1452972321, 1452972319, 1452972315, 1452972314, 1452972313, 1452972304, 1452972303, 1452972300, 1452972302, 1452972294, 1452972293, 1452972290, 1452972291, 1452972287, 1452972286, 1452972279, 1452972284, 1452972278, 1452972276, 1452972271, 1452972274, 1452972263, 1452972258, 1452972257, 1452972250, 1452972245, 1452972244, 1452972249, 1452972248, 1452972242, 1452972246, 1452972254, 1452972259, 1452972255, 1452972264, 1452972265, 1452972261, 1452972262, 1452972267, 1452972270, 1452972268, 1452972272, 1452972275, 1452972280, 1452972288, 1452972289, 1452972292, 1452972298, 1452972299, 1452972306, 1452972307, 1452972310, 1452972308, 1452972316, 1452972317, 1452972320, 1452972318, 1452972324, 1452972328, 1452972335, 1452972332, 1452972340, 1452972342, 1452972344, 1452972343, 1452972353, 1452972361, 1452972363, 1452972345, 1452972349, 1452972351, 1452972347, 1452972348, 1452972352, 1452972359, 1452972355, 1452972360, 1452972339]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,132825641,"POLYGON ((8.4408967 49.031837, 8.440983 49.0317992, 8.4410495 49.0318644, 8.4411968 49.0317999, 8.4411303 49.0317346, 8.4412162 49.031697, 8.4409767 49.031462, 8.4408909 49.0314996, 8.4408258 49.0314357, 8.4406792 49.0314999, 8.4407443 49.0315638, 8.4406572 49.031602, 8.4408967 49.031837))",place_of_worship,roman_catholic,St. Hedwig,christian,Karlsruhe,55,76139,Königsberger Straße,,,,http://www.st-raphael-ka.de/,DE,,,,,Waldstadt,,,Seelsorgeeinheit Karlsruhe-St.-Raphael,,,,,1967-10,,,,,church,,,,,,,"[1461345613, 1461345547, 1461345603, 1461345519, 1461345647, 1461345588, 1461345602, 1461345601, 1461345639, 1461345662, 1461345557, 1461345558, 1461345613]",,,,,Q101096576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134631688,"POLYGON ((8.4345765 49.0170447, 8.4346199 49.0170293, 8.4346323 49.0170443, 8.4346764 49.0170286, 8.4346645 49.0170142, 8.434703 49.0170005, 8.4347028 49.0170003, 8.4346009 49.0168773, 8.434538 49.0168998, 8.434475 49.0169222, 8.4345023 49.0169552, 8.4345765 49.0170447))",place_of_worship,,Kleine Kapelle,christian,,,,,,,,,,,,,,,,,,,,,,1903-12-07,,,,File:Karlsruhe Hauptfriedhof KleineKapelle.jpg,chapel,,Ehemaliges Krematorium,,,,,"[1480008221, 1480008218, 1480008220, 1480008217, 1480008216, 1480008215, 1861513566, 1480008209, 1861513564, 1480008211, 8846612428, 1480008221]",,yes,,,,,,,hipped,,,,,,,,romanesque_revival,,,,,,,,,,,Krematorium,,grey,,,,,,crematorium,,,,,,,,,,,,
way,137333975,"POLYGON ((8.3772851 48.9981429, 8.3777115 48.998122, 8.3777074 48.9980856, 8.3777383 48.9980841, 8.3777394 48.9980937, 8.3777582 48.9980927, 8.3777571 48.9980832, 8.3777518 48.9980834, 8.3777503 48.9980705, 8.3777488 48.9980575, 8.3777588 48.998057, 8.3777575 48.9980451, 8.3777696 48.9980445, 8.3777689 48.9980383, 8.3777619 48.9979773, 8.3777498 48.9979779, 8.3777486 48.9979671, 8.3777386 48.9979676, 8.3777369 48.9979529, 8.3777353 48.9979383, 8.3776909 48.9979405, 8.3776884 48.9979187, 8.3776865 48.9979024, 8.3772601 48.9979233, 8.3772783 48.9980838, 8.3772851 48.9981429))",place_of_worship,mormon,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,Karlsruhe,7,76135,Ernst-Frey-Straße,,,,,DE,,,,,,,,,,,,,,,,,,church,,,,,,,"[1506530464, 5497448741, 1506530462, 5497448732, 5497448731, 5497448730, 5497448733, 1506530459, 5497446814, 5497448739, 1506530458, 5497448735, 5497448736, 5497446816, 5497448737, 5497448738, 1506530455, 5497448734, 5497446812, 1506530457, 1506530452, 5497446799, 5497448740, 1506530454, 5497446804, 1506530464]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139244855,"POLYGON ((8.4448947 49.0372582, 8.4450183 49.0373659, 8.4447435 49.0375014, 8.44462 49.0373937, 8.4448947 49.0372582))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,39,76139,Insterburger Straße,,,,http://www.nak-ka-nordost.de/,DE,,,LA-KA,,Waldstadt,,,,,,,,,,,,,church,,,,,,,"[1526260600, 1526260651, 1526260652, 1526260609, 1526260600]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150204497,"POLYGON ((8.5090182 48.9510229, 8.5089581 48.9509922, 8.5089633 48.9509656, 8.508871 48.9509194, 8.508873 48.9508931, 8.508914 48.9508838, 8.5089135 48.9508603, 8.5089529 48.9508479, 8.508983 48.9508637, 8.5090531 48.9508433, 8.5092086 48.9509194, 8.5092044 48.9509456, 8.5091654 48.9509561, 8.5091604 48.9510038, 8.5091205 48.9510177, 8.5090918 48.9510014, 8.5090182 48.9510229))",place_of_worship,protestant,Evangelische Kirche,christian,Karlsruhe,27,76228,Rebgärtenstraße,,,,,DE,,,LA-KA,,Stupferich,,,,,,,,,,,,,residential,,,,,,,"[1631377512, 1631377503, 1631377492, 1631377488, 1631377476, 1631377468, 6449354753, 1631377458, 1631377470, 1631377464, 1631377490, 1631377497, 1631377494, 1631377506, 1631377514, 1631377505, 1631377512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150232217,"POLYGON ((8.5100317 48.9526829, 8.5097755 48.9526591, 8.5097717 48.9526766, 8.5096 48.9526606, 8.5096074 48.9526263, 8.5095159 48.9526177, 8.5095341 48.9525337, 8.5096253 48.9525422, 8.5096338 48.9525032, 8.509809 48.9525195, 8.5098017 48.9525533, 8.5100546 48.9525768, 8.5100493 48.9526017, 8.5100375 48.9526559, 8.5100317 48.9526829))",place_of_worship,,St. Cyriakus,christian,Karlsruhe,42,76228,Ortsstraße,,,,,DE,,,LA-KA,,Stupferich,,,,,,,,,,,,,yes,,,,,,,"[1631625903, 1631625883, 1631625881, 1631625880, 1631625871, 1631625852, 1631625770, 1631625801, 1631625749, 1631625772, 1631625806, 1631625812, 1631625853, 1631625885, 1631625903]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150781226,"POLYGON ((8.4613109 49.0278652, 8.4613241 49.0278553, 8.461321 49.0278246, 8.4613194 49.0278092, 8.4613178 49.0277938, 8.4613147 49.027763, 8.4612996 49.0277543, 8.4613076 49.0277483, 8.4613237 49.0277575, 8.4615552 49.0277473, 8.4615569 49.0277641, 8.4616211 49.0277612, 8.4616279 49.0278273, 8.4615637 49.0278301, 8.4615684 49.0278764, 8.4613767 49.0278849, 8.4613739 49.0278582, 8.4613341 49.02786, 8.4613201 49.0278705, 8.4613109 49.0278652))",place_of_worship,protestant,Laurentiuskirche,christian,Karlsruhe,11,76139,Schäferstraße,,,,,DE,yes,,,,Hagsfeld,,,,,,,,1952,,,,File:Laurentiuskirche Hagsfeld.jpg,church,,,,,,,"[1636586486, 6716835668, 6716835665, 4756009126, 6716835666, 6716835670, 6716835671, 1636586484, 6716835672, 1636586483, 4756009132, 4756009161, 4756009145, 4756009149, 1636586487, 1636586488, 1636586485, 6716835669, 6716835667, 1636586486]",,,,,Q107509115,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150797686,"POLYGON ((8.4981591 49.0033166, 8.4981629 49.003285, 8.4981171 49.0032814, 8.4980736 49.0032787, 8.4980833 49.0032169, 8.4981742 49.0032242, 8.4981784 49.0031904, 8.4985808 49.0032164, 8.4985748 49.0032477, 8.4985963 49.0032494, 8.4985976 49.0032394, 8.498609 49.0032391, 8.49861 49.00325, 8.4986338 49.0032526, 8.4986419 49.0032434, 8.4986516 49.0032467, 8.4986439 49.0032545, 8.4986596 49.0032657, 8.49867 49.0032622, 8.4986744 49.0032671, 8.4986625 49.0032719, 8.4986639 49.0032936, 8.4986744 49.0033021, 8.498668 49.0033057, 8.4986578 49.0032968, 8.4986379 49.003308, 8.4986382 49.0033306, 8.4986385 49.0033592, 8.4985549 49.0033558, 8.4985559 49.0033454, 8.4982658 49.0033241, 8.4981591 49.0033166))",place_of_worship,protestant,Stadtkirche,christian,Karlsruhe,17,76229,Kirchstraße,,,,,DE,yes,,,,Grötzingen,,,,,,,,,,,building,,church,,,,,,,"[1636732923, 1636732909, 2299885338, 1636732900, 1636732879, 1636732881, 1636732860, 1636732867, 1636732901, 9769097781, 9769097783, 9769097780, 9769097782, 9769097779, 9769097778, 9769097777, 9769097784, 9769097785, 9769097769, 9769097775, 9769097776, 9769097786, 9769097772, 9769097773, 9769097774, 1636732924, 2299885350, 9769097770, 9769097771, 1636732935, 2299885345, 1636732923]",,yes,,,Q16744134,,,,,,de:Stadtkirche (Grötzingen),,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de); bing",,,,,,,,,,,
way,151080173,"POLYGON ((8.5037517 49.0039397, 8.5038549 49.0039546, 8.5039534 49.0039694, 8.5039622 49.0039477, 8.5039774 49.0039428, 8.5039926 49.0039365, 8.5040194 49.0039205, 8.5040374 49.0039049, 8.5040503 49.0038822, 8.5040684 49.0038864, 8.504079 49.0038648, 8.5040586 49.0038604, 8.5040623 49.0038412, 8.5040594 49.0038208, 8.5040506 49.0038027, 8.5040391 49.0037917, 8.504041 49.0037855, 8.5040949 49.0037946, 8.5041158 49.0037402, 8.5038134 49.003694, 8.5037948 49.0037518, 8.5037827 49.0037599, 8.5037633 49.0037732, 8.5037502 49.0037841, 8.5037388 49.003796, 8.503729 49.0038118, 8.50371 49.0038081, 8.5036998 49.0038305, 8.5037212 49.0038352, 8.5037216 49.003854, 8.5037266 49.0038727, 8.5037309 49.0038827, 8.5037404 49.0038976, 8.5037504 49.0039093, 8.5037607 49.0039184, 8.5037517 49.0039397))",place_of_worship,catholic,Heilig Kreuz Kirche,christian,Karlsruhe,,76229,Augustenburgstraße,,,,,,no,,,,,,,,,,,,,,,,,yes,,,,,,,"[1639194794, 1679629198, 1639194812, 1639194795, 6482401883, 1639194797, 1639194786, 1639194760, 6482400048, 6482400047, 6482400046, 1639194734, 1639194727, 1639194709, 6482400045, 6482400044, 1639194703, 1639194711, 1639194682, 1639194645, 1639194680, 1639194678, 6482400043, 1639194702, 6482402289, 1639194707, 6482402287, 6482402288, 1639194726, 6482402286, 1639194733, 6482402285, 1639194758, 6482401884, 1639194785, 1639194794]",,,,,Q107509114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151365665,"POLYGON ((8.49663 49.0059376, 8.4966915 49.0059398, 8.496698 49.0058594, 8.4964952 49.0058523, 8.4964886 49.0059326, 8.49663 49.0059376))",place_of_worship,methodist,Christuskapelle,christian,,,,,,,,,,yes,,,,,,,,,,,,1951,,,,,chapel,,,,,,,"[1641904374, 1641904378, 1641904331, 1641904323, 1641904373, 1641904374]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154524588,"POLYGON ((8.466783 48.9988428, 8.4669006 48.9987892, 8.4669201 48.9987808, 8.4669476 48.9988078, 8.4670027 48.9987871, 8.4670944 48.9988668, 8.4670447 48.9988927, 8.4670899 48.99893, 8.46708 48.9989353, 8.4669588 48.9989961, 8.466783 48.9988428))",place_of_worship,pentecostal,Alive Church,christian,Karlsruhe,5,76227,Amalienbadstraße,,,,,DE,,,,,,,,Alive Church,,,,https://www.alivechurch.de/,1954,,,,,church,,,,religious,,,"[1670526366, 1893262207, 1670526359, 1670526364, 1670526362, 1670526368, 1670526370, 3559036068, 1670526372, 1670526374, 1670526366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelisch-methodistische Kirchengemeinde Durlach,Evangelisch-methodistische Kirchengemeinde Durlach,Alive Church,,,,,,,,
way,172095908,"POLYGON ((8.3868894 48.9998598, 8.3869415 48.9998576, 8.3869421 48.9998641, 8.3870139 48.999861, 8.3870857 48.9998579, 8.3870851 48.9998514, 8.3871372 48.9998492, 8.3871359 48.999836, 8.387133 48.9998067, 8.3871458 48.9998062, 8.3871225 48.9995724, 8.387118 48.9995273, 8.387107 48.9994174, 8.3868372 48.999429, 8.3868482 48.9995389, 8.3868527 48.999584, 8.3868759 48.999817, 8.3868851 48.9998167, 8.3868885 48.9998502, 8.3868894 48.9998598))",place_of_worship,protestant,Matthäuskirche,christian,Karlsruhe,47,76137,Vorholzstraße,,,,,DE,,,,,,,,,,,,,1927-10-16,,,,,yes,,,,,,,"[1322367383, 1830347311, 5129224278, 1830347310, 5129224279, 1830347307, 1322367161, 1830347301, 1322367584, 1054219603, 1830347247, 1830347239, 1054219622, 1054219593, 1830347244, 1830347252, 1054219611, 1322367439, 1830347305, 1322367383]",Hermann Reinhard Alker; Hermann Zelt,,,,Q1690714,,,,,,,,,,,,,,,,,,,Building heights estimated.,,,,,,,,,,,,,,,,,,,,,,,,
way,172742865,"POLYGON ((8.3912005 48.998841, 8.3912091 48.9989237, 8.3912598 48.9989214, 8.3914328 48.9989137, 8.3914306 48.9988926, 8.3914266 48.998854, 8.3914243 48.998831, 8.3912005 48.998841))",place_of_worship,protestant,Johanneskapelle,christian,,,,,,,,,,,,,,,,,Johannesgemeinde Karlsruhe,,,,http://www.johannesgemeinde-karlsruhe.de,,,,,,,,,,religious,,,"[1324137630, 1324137497, 1324137782, 1324137688, 1324137524, 1324137396, 1324137386, 1324137630]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,
way,195066765,"POLYGON ((8.4234546 49.0083301, 8.4234401 49.0082975, 8.4234765 49.0082905, 8.4234853 49.0083103, 8.4236987 49.0082695, 8.4236899 49.0082496, 8.4237325 49.0082415, 8.423707 49.0081842, 8.4237201 49.0081816, 8.4236585 49.0080433, 8.4236739 49.0080404, 8.4237066 49.0080341, 8.4237523 49.0080254, 8.4237246 49.0079631, 8.4236788 49.0079719, 8.4236462 49.0079782, 8.4236308 49.0079811, 8.4236285 49.0079761, 8.4235884 49.0079838, 8.4235906 49.0079888, 8.4235513 49.0079963, 8.4235225 49.0080019, 8.4235099 49.0079735, 8.423462 49.0079827, 8.4234096 49.0079927, 8.4234223 49.0080211, 8.423344 49.0080361, 8.4233072 49.0080431, 8.42338 49.0082064, 8.4232908 49.0082235, 8.4233366 49.0083265, 8.4233165 49.0083303, 8.4233273 49.0083545, 8.4233338 49.0083627, 8.4233428 49.0083697, 8.4233538 49.0083754, 8.4233664 49.0083795, 8.42338 49.0083817, 8.423394 49.008382, 8.4234079 49.0083803, 8.4234208 49.0083768, 8.4234324 49.0083716, 8.423442 49.008365, 8.4234494 49.0083571, 8.423454 49.0083484, 8.4234558 49.0083393, 8.4234546 49.0083301))",place_of_worship,protestant,Lutherkirche,christian,Karlsruhe,23,76131,Durlacher Allee,,,,,DE,yes,,,,,,,Luthergemeinde Karlsruhe,,Su 10:00,,,1907-11-10,,,,http://upload.wikimedia.org/wikipedia/commons/f/fa/Karlsruhe_Lutherkirche.jpg,church,,,,religious,,,"[1255737620, 1255737561, 1255738004, 1255737638, 1255738066, 1255737707, 1255737355, 3547526712, 3547526711, 1255737780, 3547526709, 3380081969, 1255737419, 1255737860, 3380081970, 3547526701, 3547526702, 3547526700, 3547526703, 3547526704, 3547526706, 3547526707, 3547526699, 276852680, 3547526705, 3547526708, 8911550248, 1255737674, 1255738108, 1255737740, 1255737387, 276773826, 1255737818, 1255737375, 1255737800, 1255737468, 1255737451, 1255737902, 3547526716, 3547526715, 1255737551, 1255738059, 3547526714, 1255737917, 1255737984, 3547526713, 1255737620]",,4,lda,,Q1877945,,,1905-03-15,,"Maps4BW, LGL, www.lgl-bw.de",de:Lutherkirche (Karlsruhe),,,,,,,,Kulturdenkmal besonderer Bedeutung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195318387,"POLYGON ((8.3963431 49.0493827, 8.3964947 49.0494006, 8.3965434 49.0492238, 8.3965157 49.0492205, 8.3965267 49.0491805, 8.3963868 49.0491639, 8.3963764 49.0492016, 8.3963925 49.0492035, 8.3963608 49.0493182, 8.3963487 49.0493621, 8.3963431 49.0493827))",place_of_worship,protestant,Lutherhaus,christian,Karlsruhe,24,76149,Kiefernweg,,,,,DE,,,,,,,,Evangelische Kirchengemeinde Neureut-Kirchfeld,,,,,1954-05-30,,,,,church,,,,,,,"[2057822585, 2057822590, 2057822542, 2057822537, 2057822506, 2057822498, 2057822528, 2057822533, 2057822569, 2057822579, 2057822585]",Alfred Gärtner,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,200988129,"POLYGON ((8.393219 49.0333256, 8.3937317 49.0333638, 8.3937857 49.0330521, 8.39356 49.0330353, 8.3935425 49.0331358, 8.3934353 49.0331278, 8.3934528 49.0330273, 8.3932731 49.0330139, 8.393219 49.0333256))",place_of_worship,baptist,Evangelische freikirchliche Gemeinde,christian,Karlsruhe,17,76149,Ohiostraße,,,,https://www.efg-karlsruhe.de/,DE,yes,,,,,,,,,,EFG,,2012-06,,,,,civic,,,,,,,"[2109408194, 2109408201, 2109408204, 2599927186, 2599927199, 2599927333, 2599927378, 2109408199, 2109408194]",,,,,,,2,,flat,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,0,grass,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,235121421,"POLYGON ((8.3474031 49.0173026, 8.3474046 49.0172899, 8.3472217 49.0172808, 8.3472066 49.0174119, 8.3476004 49.0174315, 8.3476141 49.0173131, 8.3474031 49.0173026))",place_of_worship,,Freie Christengemeinde Karlsruhe,christian,Karlsruhe,20,76187,Kurzheckweg,,,,https://www.fcg-karlsruhe.de,DE,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,apartments,,,,,,,"[2432134399, 2432134398, 2432134395, 2432134403, 2432134405, 2432134402, 2432134399]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236551465,"POLYGON ((8.3372902 48.9925683, 8.3373142 48.9925575, 8.3373739 48.9926145, 8.3374019 48.9926018, 8.3374232 48.992603, 8.3374376 48.9926177, 8.3374268 48.992643, 8.3374479 48.9926438, 8.3374829 48.9926774, 8.3374781 48.9926901, 8.3375293 48.9926957, 8.3376233 48.9927841, 8.3374352 48.9928702, 8.3374238 48.9928596, 8.337374 48.992883, 8.3373915 48.9929, 8.3373881 48.9929114, 8.3373917 48.992914, 8.3373863 48.9929171, 8.3373828 48.9929146, 8.3373753 48.9929182, 8.3373754 48.9929224, 8.3373681 48.9929227, 8.3373679 48.9929205, 8.3373481 48.9929192, 8.3373056 48.9928793, 8.3372863 48.9928883, 8.3372303 48.992883, 8.3372327 48.9928703, 8.3370885 48.9928547, 8.3370637 48.9928667, 8.3370287 48.9928295, 8.3370435 48.992824, 8.3370794 48.9926812, 8.3370677 48.9926707, 8.3372902 48.9925683))",place_of_worship,catholic,Sankt Barbara,christian,,,,,,,,,,limited,,,no,,,,,,,,,,,,,,kindergarten,,,,,,,"[1374722136, 1374722132, 1374722165, 1374722152, 1374722160, 1374722168, 1374722170, 1374722174, 1374722187, 1374722204, 1374722206, 1374722282, 1374722333, 1374722317, 1374722355, 1374722382, 1374722386, 1374722388, 1374722397, 1374722395, 1374722398, 1374722401, 1374722402, 1374722400, 1374722399, 1374722352, 1374722367, 1374722354, 1374722335, 1374722313, 1374722323, 1374722293, 1374722292, 1374722190, 1374722183, 1374722136]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
